PID,DN,DP,TN,RL,text,data,path,storage_type,text_type,update_time
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 40)","(text, All set, let's go!)","(data, None)","(path, database//Jane//1625260855-85396-35.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 41)","(text, We're all set, let's go!)","(data, None)","(path, database//Jane//1625260855-224122-36.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 42)","(text, We're all set, drive safely)","(data, None)","(path, database//Jane//1625260855-224126-37.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 43)","(text, Let's get started, drive safely)","(data, None)","(path, database//Jane//1625260855-224127-38.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 44)","(text, Let’s Carpool today)","(data, None)","(path, database//Jane//1625260855-224128-39.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 45)","(text, Entering a high crime area2)","(data, None)","(path, database//Jane//1625260854-885421-28.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 46)","(text, Your drive passes through a high risk or illegal area)","(data, None)","(path, database//Jane//1625260854-885422-29.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 47)","(text, High crime area2)","(data, None)","(path, database//Jane//1625260854-885423-30.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 48)","(text, Entering a road that requires headlights. Don't forget to turn them on.)","(data, None)","(path, database//Jane//1625260854-885423-31.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 49)","(text, at)","(data, None)","(path, database//Jane//1625260855-377950-52.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 50)","(text, in two hundred meters)","(data, None)","(path, database//Jane//1625260855-377954-53.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 51)","(text, in four hundred meters)","(data, None)","(path, database//Jane//1625260855-377955-54.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 52)","(text, in five hundred meters)","(data, None)","(path, database//Jane//1625260855-377956-55.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 53)","(text, in eight hundred meters)","(data, None)","(path, database//Jane//1625260855-382509-56.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 54)","(text, in one kilometer)","(data, None)","(path, database//Jane//1625260855-382513-57.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 55)","(text, in one point five kilometers)","(data, None)","(path, database//Jane//1625260855-382514-58.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 56)","(text, in 500 feet)","(data, None)","(path, database//Jane//1625260855-382515-59.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 57)","(text, miles)","(data, None)","(path, database//Jane//1625260855-376903-48.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 58)","(text, take the)","(data, None)","(path, database//Jane//1625260855-376907-49.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 59)","(text, exit)","(data, None)","(path, database//Jane//1625260855-376908-50.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 60)","(text, then)","(data, None)","(path, database//Jane//1625260855-376909-51.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 61)","(text, in a quarter of a mile)","(data, None)","(path, database//Jane//1625260855-486050-60.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 62)","(text, in O point three miles)","(data, None)","(path, database//Jane//1625260855-486053-61.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 63)","(text, in half a mile)","(data, None)","(path, database//Jane//1625260855-486054-62.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 64)","(text, in O point six miles)","(data, None)","(path, database//Jane//1625260855-486055-63.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 65)","(text, in one mile)","(data, None)","(path, database//Jane//1625260855-498488-64.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 66)","(text, the coupon was saved in your inbox)","(data, None)","(path, database//Jane//1625260855-498492-65.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 67)","(text, don't forget to check out your coupon before purchase)","(data, None)","(path, database//Jane//1625260855-498493-66.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 68)","(text, you're approaching your destination)","(data, None)","(path, database//Jane//1625260855-498494-67.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 69)","(text, you'll arrive)","(data, None)","(path, database//Jane//1625260855-504544-68.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 70)","(text, take the first exit)","(data, None)","(path, database//Jane//1625260855-504548-69.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 71)","(text, take the second exit)","(data, None)","(path, database//Jane//1625260855-504549-70.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 72)","(text, take the third exit)","(data, None)","(path, database//Jane//1625260855-504549-71.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 73)","(text, continue straight)","(data, None)","(path, database//Jane//1625260855-668304-80.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 74)","(text, at the roundabout)","(data, None)","(path, database//Jane//1625260855-668308-81.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 75)","(text, at the roundabout, turn left)","(data, None)","(path, database//Jane//1625260855-668310-82.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 76)","(text, at the roundabout, continue straight)","(data, None)","(path, database//Jane//1625260855-668310-83.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 77)","(text, at the roundabout, turn right)","(data, None)","(path, database//Jane//1625260855-703882-84.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 78)","(text, at the roundabout, make a u-turn)","(data, None)","(path, database//Jane//1625260855-703887-85.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(PID, com.waze)","(DN, tts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.waze/waze/tts/tts.db)","(TN, Jane)","(RL, 79)","(text, you've arrived at your destination)","(data, None)","(path, database//Jane//1625260855-703888-86.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
