PID,DN,DP,TN,RL,_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 17)","(_id, 147)","(table_name, threads_metadata)","(name, room_associated_group_can_viewer_create_chats)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 18)","(_id, 148)","(table_name, threads_metadata)","(name, room_associated_group_rooms_count)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 19)","(_id, 313)","(table_name, group_conversations)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 20)","(_id, 314)","(table_name, group_conversations)","(name, thread_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 21)","(_id, 315)","(table_name, group_conversations)","(name, rank)","(type_name, REAL)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 22)","(_id, 316)","(table_name, group_conversations)","(name, group_chat_rank)","(type_name, REAL)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 23)","(_id, 317)","(table_name, ranked_threads)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 24)","(_id, 318)","(table_name, ranked_threads)","(name, thread_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 25)","(_id, 319)","(table_name, ranked_threads)","(name, display_order)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 26)","(_id, 320)","(table_name, thread_participants)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 27)","(_id, 321)","(table_name, thread_participants)","(name, can_viewer_message)","(type_name, INTEGER)","(default_value, 1)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 1)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 28)","(_id, 322)","(table_name, thread_participants)","(name, thread_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, threads)","(foreign_column, thread_key)","(on_foreign_key_update, NO ACTION)","(on_foreign_key_delete, CASCADE)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 29)","(_id, 323)","(table_name, thread_participants)","(name, user_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 30)","(_id, 324)","(table_name, thread_participants)","(name, phone)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 31)","(_id, 325)","(table_name, thread_participants)","(name, sms_participant_fbid)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 32)","(_id, 326)","(table_name, thread_participants)","(name, type)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 33)","(_id, 327)","(table_name, thread_participants)","(name, last_read_receipt_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 34)","(_id, 328)","(table_name, thread_participants)","(name, last_read_receipt_watermark_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 35)","(_id, 329)","(table_name, thread_participants)","(name, last_delivered_receipt_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 36)","(_id, 330)","(table_name, thread_participants)","(name, last_delivered_receipt_id)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 37)","(_id, 331)","(table_name, thread_participants)","(name, is_admin)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 38)","(_id, 332)","(table_name, thread_participants)","(name, admin_type)","(type_name, INTEGER)","(default_value, -1)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 39)","(_id, 333)","(table_name, thread_participants)","(name, request_timestamp_ms)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 40)","(_id, 334)","(table_name, thread_participants)","(name, inviter_user_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 41)","(_id, 335)","(table_name, thread_participants)","(name, request_source)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 42)","(_id, 336)","(table_name, thread_participants)","(name, can_viewer_message_participant)","(type_name, TEXT)","(default_value, 1)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 43)","(_id, 337)","(table_name, thread_participants)","(name, paired_last_read_receipt_watermark_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 44)","(_id, 338)","(table_name, thread_participants)","(name, paired_last_delivered_receipt_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 45)","(_id, 339)","(table_name, thread_participants)","(name, paired_last_read_receipt_time)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 46)","(_id, 340)","(table_name, message_reactions)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 47)","(_id, 341)","(table_name, message_reactions)","(name, msg_id)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, messages)","(foreign_column, msg_id)","(on_foreign_key_update, NO ACTION)","(on_foreign_key_delete, CASCADE)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 48)","(_id, 342)","(table_name, message_reactions)","(name, user_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 49)","(_id, 343)","(table_name, message_reactions)","(name, reaction)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 50)","(_id, 344)","(table_name, message_reactions)","(name, reaction_timestamp)","(type_name, INTEGER)","(default_value, 0)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 51)","(_id, 345)","(table_name, message_reactions)","(name, reaction_style)","(type_name, INTEGER)","(default_value, 0)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 52)","(_id, 346)","(table_name, montage_message_reactions)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.orca)","(DN, threads_db2)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/threads_db2)","(TN, sqliteproc_schema)","(RL, 53)","(_id, 347)","(table_name, montage_message_reactions)","(name, msg_id)","(type_name, TEXT)","(default_value, None)","(is_nullable, 1)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, messages)","(foreign_column, msg_id)","(on_foreign_key_update, NO ACTION)","(on_foreign_key_delete, CASCADE)"
