PID,DN,DP,TN,RL,logSourceName,packageName
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 20)","(logSourceName, ANDROID_GMAIL)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 21)","(logSourceName, GMAIL_COUNTERS)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 22)","(logSourceName, GMAIL_ANDROID)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 23)","(logSourceName, SOCIAL_AFFINITY)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 24)","(logSourceName, CHIPS)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 25)","(logSourceName, GMAIL_ANDROID_PRIMES)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 26)","(logSourceName, GMAIL_SYNC_HEALTH)","(packageName, com.google.android.gm)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 27)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.gms.settings.platform)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 28)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.gms.settings.platform.boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 29)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.activity_manager)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 30)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.aiai_controlled_releases)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 31)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.app_compat)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 32)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.attention_manager_service)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 33)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.autofill)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 34)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.backup_service)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 35)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.bluetooth)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 36)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.car)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 37)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.configuration)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 38)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.connectivity)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 39)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.connectivity_thermal_power_manager)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 40)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.content_capture)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 41)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.device_personalization_services)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 42)","(logSourceName, AIAI_MATCHMAKER)","(packageName, com.google.android.platform.device_personalization_services)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 43)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.display_manager)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 44)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.flipendo)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 45)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.game_driver)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 46)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.intelligence_bubbles)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 47)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.launcher)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 48)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.netd_native)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 49)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.notification_assistant)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 50)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.oslo)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 51)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.package_manager_service)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 52)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.permissions)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 53)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.privacy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 54)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.rollback)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 55)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.runtime)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 56)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.runtime_native)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 57)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.settings_stats)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 58)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.system_scheduler)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 59)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.systemui)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 60)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.telephony)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 61)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.textclassifier)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 62)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.widget)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 63)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.wifi)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 64)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.window_manager)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 65)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.activity_manager_native_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 66)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.input_native_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 67)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.rollback_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 68)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.runtime_native_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 69)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.storage_native_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 70)","(logSourceName, PHENOTYPE)","(packageName, com.google.android.platform.window_manager_native_boot)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 71)","(logSourceName, GMS_CORE_PEOPLE)","(packageName, com.google.android.gms.people)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 72)","(logSourceName, CHIPS)","(packageName, com.google.android.gms.people)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 73)","(logSourceName, GMS_CORE_PEOPLE)","(packageName, com.google.android.gms.people.ui)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 74)","(logSourceName, CHIPS)","(packageName, com.google.android.gms.people.ui)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 75)","(logSourceName, WESTWORLD_METADATA)","(packageName, com.google.android.westworld)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 76)","(logSourceName, WESTWORLD_COUNTERS)","(packageName, com.google.android.westworld)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 77)","(logSourceName, PERFETTO)","(packageName, com.google.android.westworld)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 78)","(logSourceName, WESTWORLD)","(packageName, com.google.android.westworld)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 79)","(logSourceName, INCIDENT_REPORT)","(packageName, com.google.android.westworld)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 80)","(logSourceName, WESTINGHOUSE_COUNTERS)","(packageName, com.google.android.finsky.instantapps)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 81)","(logSourceName, WESTINGHOUSE)","(packageName, com.google.android.finsky.instantapps)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 82)","(logSourceName, GMSCORE_SCHEDULER_EVENT)","(packageName, org.chromium.net.cronet)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 83)","(logSourceName, CLIENT_LOGGING_GMSCORE)","(packageName, org.chromium.net.cronet)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 84)","(logSourceName, GMS_CORE)","(packageName, org.chromium.net.cronet)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 85)","(logSourceName, GMSCORE_ANDROID_PRIMES)","(packageName, org.chromium.net.cronet)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 86)","(logSourceName, ANDROID_AUTH)","(packageName, com.google.android.gms.auth_api_phone)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 87)","(logSourceName, CLIENT_LOGGING_GMSCORE)","(packageName, com.google.android.gms.auth_api_phone)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 88)","(logSourceName, GMSCORE_SCHEDULER_EVENT)","(packageName, com.google.android.gms.auth_api_phone)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 89)","(logSourceName, GMS_CORE)","(packageName, com.google.android.gms.auth_api_phone)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 90)","(logSourceName, GMSCORE_ANDROID_PRIMES)","(packageName, com.google.android.gms.auth_api_phone)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 91)","(logSourceName, ANDROID_AUTH)","(packageName, com.google.android.gms.auth_api_proxy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 92)","(logSourceName, CLIENT_LOGGING_GMSCORE)","(packageName, com.google.android.gms.auth_api_proxy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 93)","(logSourceName, GMSCORE_SCHEDULER_EVENT)","(packageName, com.google.android.gms.auth_api_proxy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 94)","(logSourceName, GMS_CORE)","(packageName, com.google.android.gms.auth_api_proxy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 95)","(logSourceName, GMSCORE_ANDROID_PRIMES)","(packageName, com.google.android.gms.auth_api_proxy)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, LogSources)","(RL, 96)","(logSourceName, GMSCORE_SCHEDULER_EVENT)","(packageName, com.google.android.gms.reminders)"
