PID,DN,DP,TN,RL,packageName,experimentId
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 36)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11228187)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 37)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39795385)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 38)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801004)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 39)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801065)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 40)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24076762)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 41)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801313)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 42)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24030282)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 43)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800806)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 44)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39797541)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 45)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800662)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 46)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24033252)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 47)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24058240)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 48)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24062367)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 49)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230182)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 50)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801719)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 51)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24061314)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 52)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231656)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 53)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24058380)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 54)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24068144)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 55)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230430)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 56)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800426)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 57)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24052245)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 58)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800372)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 59)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11227551)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 60)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231208)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 61)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39798973)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 62)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230816)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 63)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24046762)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 64)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11226390)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 65)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11227846)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 66)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39795506)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 67)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39797956)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 68)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39799038)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 69)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39799304)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 70)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229593)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 71)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229327)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 72)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24037284)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 73)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229368)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 74)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39802052)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 75)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24017183)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 76)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229321)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 77)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229285)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 78)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230533)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 79)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39793172)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 80)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11228886)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 81)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11226858)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 82)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230576)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 83)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231313)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 84)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11232035)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 85)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231424)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 86)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24056074)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 87)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229533)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 88)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24053277)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 89)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11232064)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 90)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11230590)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 91)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24030481)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 92)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231514)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 93)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39795954)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 94)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231007)"
