Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,storyId,userName,displayName,isLocal,profileDescription,sharedId,latestTimeStamp,latestExpirationTimestamp,viewed,kind,groupStoryType,isPostable,rankingId,lastSyncRequestId,minSequence,maxSequence,lastSyncMaxSequence,userId
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 11)","(_id, 11)","(storyId, 543b8344-8276-42f3-a3a8-d0a90456b78f)",,"(displayName, Jalen Echols)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 543b8344-8276-42f3-a3a8-d0a90456b78f)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 12)","(_id, 12)","(storyId, b854adeb-7e5b-47b1-84a6-408eb46cbfcb)",,"(displayName, Linnet🖤)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 3.0)","(lastSyncMaxSequence, 3)","(userId, b854adeb-7e5b-47b1-84a6-408eb46cbfcb)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 13)","(_id, 13)","(storyId, bec96384-9edd-4dfc-b8f3-94585972a769)",,"(displayName, Zach)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, bec96384-9edd-4dfc-b8f3-94585972a769)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 14)","(_id, 14)","(storyId, 6ad9b604-0665-433a-87f1-68d85b646a66)",,"(displayName, bunny⛓🛐)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 8.0)","(lastSyncMaxSequence, 8)","(userId, 6ad9b604-0665-433a-87f1-68d85b646a66)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 15)","(_id, 15)","(storyId, 98f22783-e297-49ff-8b17-d3981216b863)",,"(displayName, Alanna)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, 98f22783-e297-49ff-8b17-d3981216b863)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 16)","(_id, 16)","(storyId, 58861520-1bf6-4480-a2d7-3b99cf4221a5)",,"(displayName, payton roden)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 58861520-1bf6-4480-a2d7-3b99cf4221a5)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 17)","(_id, 17)","(storyId, b67ec972-1be4-483a-a5a8-bf642d935bc2)",,"(displayName, Jaeden Avery)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, b67ec972-1be4-483a-a5a8-bf642d935bc2)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 18)","(_id, 18)","(storyId, d91472ee-adee-43a2-8bb0-16614d8ee3bc)",,"(displayName, Jobie🐉)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, d91472ee-adee-43a2-8bb0-16614d8ee3bc)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 19)","(_id, 19)","(storyId, 484f9729-5c66-45e5-8332-01c15f21f506)",,"(displayName, Exotica)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 4.0)","(lastSyncMaxSequence, 4)","(userId, 484f9729-5c66-45e5-8332-01c15f21f506)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 20)","(_id, 20)","(storyId, 92692dc5-ab7a-4e14-917e-7e7cb8147690)",,"(displayName, ✌❗Ginessa❗👌)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, 92692dc5-ab7a-4e14-917e-7e7cb8147690)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 21)","(_id, 21)","(storyId, 8b8e2b22-1ecb-42e1-be96-95aee5c617cd)",,"(displayName, aliana<3)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 7.0)","(lastSyncMaxSequence, 7)","(userId, 8b8e2b22-1ecb-42e1-be96-95aee5c617cd)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 22)","(_id, 22)","(storyId, 8ea13e4a-77b6-44d6-a12a-377e64b4ca2c)",,"(displayName, 𝘔𝘰𝘦🖤)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 4.0)","(lastSyncMaxSequence, 4)","(userId, 8ea13e4a-77b6-44d6-a12a-377e64b4ca2c)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 23)","(_id, 23)","(storyId, 194eea19-c527-443c-81c1-669750dafd58)",,"(displayName, lauryn 🧃)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 194eea19-c527-443c-81c1-669750dafd58)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 24)","(_id, 24)","(storyId, e2c77e32-58d6-4691-953b-a1311cc953c7)",,"(displayName, ₆⁶₆🦇𖤐Břøķəñ Həąŕțĕđ𖤐🦇₆⁶₆)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 3.0)","(lastSyncMaxSequence, 3)","(userId, e2c77e32-58d6-4691-953b-a1311cc953c7)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 25)","(_id, 25)","(storyId, bad2ca0f-4709-4a4b-9a7b-e4423eec2ff8)",,"(displayName, gettheshitouttahere)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 18.0)","(lastSyncMaxSequence, 18)","(userId, bad2ca0f-4709-4a4b-9a7b-e4423eec2ff8)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 26)","(_id, 26)","(storyId, 3c334ead-8e78-430d-bd9e-11899bde71a2)",,"(displayName, lilsicx’ 🍀🖤)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, 3c334ead-8e78-430d-bd9e-11899bde71a2)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 27)","(_id, 27)","(storyId, ecd82487-72cb-4ee1-a778-2cbdc3eaa542)",,"(displayName, $ml Tonio4️⃣🕺🏽)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, ecd82487-72cb-4ee1-a778-2cbdc3eaa542)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 28)","(_id, 28)","(storyId, 8ca5c25d-c8b6-460e-b671-dfd16787e41b)",,"(displayName, vanessa 🦋)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 8ca5c25d-c8b6-460e-b671-dfd16787e41b)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 29)","(_id, 29)","(storyId, 518182d3-5fc0-44db-b7fa-93bdcc0a9abc)",,"(displayName, Helio🇨🇻🤼‍♂️⚽️)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 518182d3-5fc0-44db-b7fa-93bdcc0a9abc)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 30)","(_id, 30)","(storyId, 941d6df0-39ac-4fd1-97c2-3378b21fa4b5)",,"(displayName, TONY Camacho)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, 941d6df0-39ac-4fd1-97c2-3378b21fa4b5)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 31)","(_id, 31)","(storyId, dec67371-47b8-4413-a27d-9b2a9f6fe740)",,"(displayName, 𝑆𝑒𝑟𝑒𝑛𝑖𝑡𝑦 🍓🐸 <3)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, dec67371-47b8-4413-a27d-9b2a9f6fe740)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 32)","(_id, 32)","(storyId, ebf179ff-476b-484c-bfbf-e1b69434011f)",,"(displayName, $eatownPeno💸2️⃣2️⃣8️⃣🌊)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 10.0)","(lastSyncMaxSequence, 10)","(userId, ebf179ff-476b-484c-bfbf-e1b69434011f)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 33)","(_id, 33)","(storyId, 5b5275cc-5450-4740-8b13-e2ac84355f16)",,"(displayName, 𝕬𝖛𝖆🕸🥀⋆)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 4.0)","(lastSyncMaxSequence, 4)","(userId, 5b5275cc-5450-4740-8b13-e2ac84355f16)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 34)","(_id, 34)","(storyId, 133a3aa0-9b2a-481a-970e-79fe95eb9c06)",,"(displayName, Ãj Kãppãlõt❤️🤞🏽)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 7.0)","(lastSyncMaxSequence, 7)","(userId, 133a3aa0-9b2a-481a-970e-79fe95eb9c06)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 35)","(_id, 35)","(storyId, 93e8fc0d-1a82-4a08-bd9a-0ea1a98047b3)",,"(displayName, Jaylen☺️✌️)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 6.0)","(lastSyncMaxSequence, 6)","(userId, 93e8fc0d-1a82-4a08-bd9a-0ea1a98047b3)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 36)","(_id, 36)","(storyId, eb4e08f2-bb0d-4c0a-892e-786a25df008e)",,"(displayName, Maria Ramirez)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, eb4e08f2-bb0d-4c0a-892e-786a25df008e)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 37)","(_id, 37)","(storyId, f9f1f300-b39e-4e54-9f81-aecf0ef80f5e)",,"(displayName, DEREK Gonzalez🇲🇽)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 21.0)","(lastSyncMaxSequence, 21)","(userId, f9f1f300-b39e-4e54-9f81-aecf0ef80f5e)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 38)","(_id, 38)","(storyId, a69270ea-37b7-41ff-bc7e-28224ea4b811)",,"(displayName, Katie)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, a69270ea-37b7-41ff-bc7e-28224ea4b811)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 39)","(_id, 39)","(storyId, 839cef7c-7343-45ed-b7e9-4812fbfe5ff3)",,"(displayName, harmony👺🤍’)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 4.0)","(lastSyncMaxSequence, 4)","(userId, 839cef7c-7343-45ed-b7e9-4812fbfe5ff3)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 40)","(_id, 40)","(storyId, e95965c0-1231-4f28-8186-c5a0938364c9)",,"(displayName, 𝕄𝕒𝕝𝕚𝕜 ✪)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 1.0)","(lastSyncMaxSequence, 1)","(userId, e95965c0-1231-4f28-8186-c5a0938364c9)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 41)","(_id, 41)","(storyId, 90086b33-8372-4d07-bbca-4e3396cd900d)",,"(displayName, vie.babyy😍😍)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 7.0)","(lastSyncMaxSequence, 7)","(userId, 90086b33-8372-4d07-bbca-4e3396cd900d)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 42)","(_id, 42)","(storyId, 92119edd-8279-4436-b35c-7653b62420bd)",,"(displayName, J A C K🤣😭🏈)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, 92119edd-8279-4436-b35c-7653b62420bd)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 43)","(_id, 43)","(storyId, a5a9b40e-1b6e-4878-bf2c-39a95dd5f4e8)",,"(displayName, Dümb ×͜×)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 3.0)","(lastSyncMaxSequence, 3)","(userId, a5a9b40e-1b6e-4878-bf2c-39a95dd5f4e8)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 44)","(_id, 44)","(storyId, b30c31ec-b5ab-46d9-b7e2-52d8427296a3)",,"(displayName, 𝓚𝓭シ)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 4.0)","(lastSyncMaxSequence, 4)","(userId, b30c31ec-b5ab-46d9-b7e2-52d8427296a3)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 45)","(_id, 45)","(storyId, c4efd831-df07-4769-9760-06270da530fb)",,"(displayName, Holly🚬💨👽✌)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, c4efd831-df07-4769-9760-06270da530fb)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 46)","(_id, 46)","(storyId, 18010b6d-700b-42e2-a18b-35843891e9fe)",,"(displayName, Your Local Mean Girl😌💯)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 10.0)","(lastSyncMaxSequence, 10)","(userId, 18010b6d-700b-42e2-a18b-35843891e9fe)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 47)","(_id, 47)","(storyId, 6bab92d5-1339-4ceb-843d-7412a024af29)",,"(displayName, Alex Diangelo)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 9.0)","(lastSyncMaxSequence, 9)","(userId, 6bab92d5-1339-4ceb-843d-7412a024af29)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, Story)","(Line ID, 48)","(_id, 48)","(storyId, a54c58a5-0cb7-4716-856e-0831d6d675bd)",,"(displayName, masii💰⚰️)","(isLocal, 0)",,,,,,"(kind, 0)",,"(isPostable, 0)",,,"(minSequence, 1.0)","(maxSequence, 2.0)","(lastSyncMaxSequence, 2)","(userId, a54c58a5-0cb7-4716-856e-0831d6d675bd)"
