Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,originalUsername,mutableUsername,encodedUsername
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 1)","(_id, 1)","(originalUsername, heisenbergcarro)","(mutableUsername, heisenbergcarro)","(encodedUsername, heisenbergcarro|heisenbergcarro)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 32)","(_id, 38)","(originalUsername, angel021888)",,"(encodedUsername, angel021888|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 33)","(_id, 39)","(originalUsername, xfreyac.x)",,"(encodedUsername, xfreyac.x|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 34)","(_id, 40)","(originalUsername, lari_mart1nez)",,"(encodedUsername, lari_mart1nez|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 35)","(_id, 41)","(originalUsername, thareal_dmj1)",,"(encodedUsername, thareal_dmj1|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 36)","(_id, 42)","(originalUsername, tm.jaysnick)",,"(encodedUsername, tm.jaysnick|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 37)","(_id, 43)","(originalUsername, s_king9407)",,"(encodedUsername, s_king9407|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 38)","(_id, 44)","(originalUsername, jisseltorres20)",,"(encodedUsername, jisseltorres20|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 39)","(_id, 45)","(originalUsername, alemiipe)",,"(encodedUsername, alemiipe|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 40)","(_id, 46)","(originalUsername, thatplug.trap)",,"(encodedUsername, thatplug.trap|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 41)","(_id, 47)","(originalUsername, globabyk12)",,"(encodedUsername, globabyk12|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 42)","(_id, 48)","(originalUsername, celine.cch29)",,"(encodedUsername, celine.cch29|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 43)","(_id, 49)","(originalUsername, jadasmokesalot)",,"(encodedUsername, jadasmokesalot|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 44)","(_id, 50)","(originalUsername, kays_truths)",,"(encodedUsername, kays_truths|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 45)","(_id, 51)","(originalUsername, overland_cg)",,"(encodedUsername, overland_cg|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 46)","(_id, 52)","(originalUsername, bryanf7430)",,"(encodedUsername, bryanf7430|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 47)","(_id, 53)","(originalUsername, kcm2sm)",,"(encodedUsername, kcm2sm|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 48)","(_id, 54)","(originalUsername, krystal_m108)",,"(encodedUsername, krystal_m108|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 49)","(_id, 55)","(originalUsername, felipeignacio_3)",,"(encodedUsername, felipeignacio_3|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 50)","(_id, 56)","(originalUsername, ostreetz206)",,"(encodedUsername, ostreetz206|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 51)","(_id, 57)","(originalUsername, isabelacobley)",,"(encodedUsername, isabelacobley|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 52)","(_id, 58)","(originalUsername, baddie_meg06)",,"(encodedUsername, baddie_meg06|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 53)","(_id, 59)","(originalUsername, bramirez1553)",,"(encodedUsername, bramirez1553|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 54)","(_id, 60)","(originalUsername, kennadii92)",,"(encodedUsername, kennadii92|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 55)","(_id, 61)","(originalUsername, isabelasalasl)",,"(encodedUsername, isabelasalasl|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 56)","(_id, 62)","(originalUsername, vb_rose27)",,"(encodedUsername, vb_rose27|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 57)","(_id, 63)","(originalUsername, tok_rosexomay)",,"(encodedUsername, tok_rosexomay|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 58)","(_id, 64)","(originalUsername, its_jeiland)",,"(encodedUsername, its_jeiland|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 59)","(_id, 65)","(originalUsername, brazzyb_mya01)",,"(encodedUsername, brazzyb_mya01|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 60)","(_id, 66)","(originalUsername, marley_670)",,"(encodedUsername, marley_670|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 61)","(_id, 67)","(originalUsername, itzjaboi837)",,"(encodedUsername, itzjaboi837|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 62)","(_id, 68)","(originalUsername, divapeyton12)",,"(encodedUsername, divapeyton12|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 63)","(_id, 69)","(originalUsername, doodamostt)",,"(encodedUsername, doodamostt|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 64)","(_id, 70)","(originalUsername, reyesreyz)",,"(encodedUsername, reyesreyz|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 65)","(_id, 71)","(originalUsername, yl.yaya)",,"(encodedUsername, yl.yaya|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 66)","(_id, 72)","(originalUsername, kaleb.20almb17)",,"(encodedUsername, kaleb.20almb17|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 67)","(_id, 73)","(originalUsername, marlomike24)",,"(encodedUsername, marlomike24|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 68)","(_id, 74)","(originalUsername, roce_p20)",,"(encodedUsername, roce_p20|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 69)","(_id, 75)","(originalUsername, bankrolltyrell1)",,"(encodedUsername, bankrolltyrell1|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 70)","(_id, 76)","(originalUsername, hoverway1)",,"(encodedUsername, hoverway1|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 71)","(_id, 77)","(originalUsername, yaboyranger2020)",,"(encodedUsername, yaboyranger2020|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 72)","(_id, 78)","(originalUsername, whiteboy_mcfly)",,"(encodedUsername, whiteboy_mcfly|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 73)","(_id, 79)","(originalUsername, michellegon9121)",,"(encodedUsername, michellegon9121|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 74)","(_id, 80)","(originalUsername, katelynnguye25)",,"(encodedUsername, katelynnguye25|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 75)","(_id, 81)","(originalUsername, cleo_2775)",,"(encodedUsername, cleo_2775|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 76)","(_id, 82)","(originalUsername, maddoxvonpr2020)",,"(encodedUsername, maddoxvonpr2020|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 77)","(_id, 83)","(originalUsername, lonley4life420)",,"(encodedUsername, lonley4life420|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 78)","(_id, 84)","(originalUsername, jaylen_lacy)",,"(encodedUsername, jaylen_lacy|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 79)","(_id, 85)","(originalUsername, keyki777)",,"(encodedUsername, keyki777|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 80)","(_id, 86)","(originalUsername, h_musse2019)",,"(encodedUsername, h_musse2019|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 81)","(_id, 87)","(originalUsername, tysimmons.gloat)",,"(encodedUsername, tysimmons.gloat|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 82)","(_id, 88)","(originalUsername, wxnderllandboy)",,"(encodedUsername, wxnderllandboy|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 83)","(_id, 89)","(originalUsername, cesara9797)",,"(encodedUsername, cesara9797|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 84)","(_id, 90)","(originalUsername, diana_a663)",,"(encodedUsername, diana_a663|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 85)","(_id, 91)","(originalUsername, c_j32143)",,"(encodedUsername, c_j32143|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 86)","(_id, 92)","(originalUsername, laylani.415)",,"(encodedUsername, laylani.415|)"
"(Package Name, com.snapchat.android)","(Original Database Name, main.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(Table Name, CombinedUsername)","(Line ID, 87)","(_id, 93)","(originalUsername, jenessaamariiee)",,"(encodedUsername, jenessaamariiee|)"
