PID,DN,DP,TN,RL,keyword_id,url_id,term,normalized_term
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 20)","(keyword_id, 2)","(url_id, 66)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 21)","(keyword_id, 2)","(url_id, 67)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 22)","(keyword_id, 2)","(url_id, 68)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 23)","(keyword_id, 2)","(url_id, 69)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 24)","(keyword_id, 2)","(url_id, 70)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 25)","(keyword_id, 2)","(url_id, 71)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 26)","(keyword_id, 2)","(url_id, 72)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 27)","(keyword_id, 2)","(url_id, 73)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 28)","(keyword_id, 2)","(url_id, 74)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 29)","(keyword_id, 2)","(url_id, 75)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 30)","(keyword_id, 2)","(url_id, 76)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 31)","(keyword_id, 2)","(url_id, 77)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 32)","(keyword_id, 2)","(url_id, 78)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 33)","(keyword_id, 2)","(url_id, 79)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 34)","(keyword_id, 2)","(url_id, 82)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 35)","(keyword_id, 2)","(url_id, 83)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 36)","(keyword_id, 2)","(url_id, 84)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 37)","(keyword_id, 2)","(url_id, 85)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 38)","(keyword_id, 2)","(url_id, 86)","(term, can a samsung micro usb connector transfer data)","(normalized_term, can a samsung micro usb connector transfer data)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 39)","(keyword_id, 2)","(url_id, 88)","(term, italianos near me)","(normalized_term, italianos near me)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 40)","(keyword_id, 2)","(url_id, 89)","(term, italianos blacksburg)","(normalized_term, italianos blacksburg)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 41)","(keyword_id, 2)","(url_id, 94)","(term, anuj soni linkedin)","(normalized_term, anuj soni linkedin)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 42)","(keyword_id, 2)","(url_id, 95)","(term, kushang gonawala)","(normalized_term, kushang gonawala)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 43)","(keyword_id, 2)","(url_id, 96)","(term, kushang gonawala)","(normalized_term, kushang gonawala)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 44)","(keyword_id, 2)","(url_id, 97)","(term, kushang gonawala linkedin)","(normalized_term, kushang gonawala linkedin)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 45)","(keyword_id, 2)","(url_id, 99)","(term, hidden photos apps)","(normalized_term, hidden photos apps)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 46)","(keyword_id, 2)","(url_id, 125)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 47)","(keyword_id, 2)","(url_id, 126)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 48)","(keyword_id, 2)","(url_id, 127)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 49)","(keyword_id, 2)","(url_id, 128)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 50)","(keyword_id, 2)","(url_id, 129)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 51)","(keyword_id, 2)","(url_id, 130)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 52)","(keyword_id, 2)","(url_id, 131)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 53)","(keyword_id, 2)","(url_id, 132)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 54)","(keyword_id, 2)","(url_id, 133)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 55)","(keyword_id, 2)","(url_id, 134)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 56)","(keyword_id, 2)","(url_id, 135)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 57)","(keyword_id, 2)","(url_id, 136)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 58)","(keyword_id, 2)","(url_id, 137)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 59)","(keyword_id, 2)","(url_id, 138)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 60)","(keyword_id, 2)","(url_id, 139)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 61)","(keyword_id, 2)","(url_id, 140)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 62)","(keyword_id, 2)","(url_id, 141)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 63)","(keyword_id, 2)","(url_id, 142)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 64)","(keyword_id, 2)","(url_id, 143)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 65)","(keyword_id, 2)","(url_id, 144)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 66)","(keyword_id, 2)","(url_id, 145)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 67)","(keyword_id, 2)","(url_id, 146)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 68)","(keyword_id, 2)","(url_id, 147)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 69)","(keyword_id, 2)","(url_id, 148)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 70)","(keyword_id, 2)","(url_id, 149)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 71)","(keyword_id, 2)","(url_id, 150)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 72)","(keyword_id, 2)","(url_id, 151)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 73)","(keyword_id, 2)","(url_id, 152)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 74)","(keyword_id, 2)","(url_id, 153)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 75)","(keyword_id, 2)","(url_id, 154)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 76)","(keyword_id, 2)","(url_id, 155)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 77)","(keyword_id, 2)","(url_id, 156)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 78)","(keyword_id, 2)","(url_id, 157)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 79)","(keyword_id, 2)","(url_id, 158)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 80)","(keyword_id, 2)","(url_id, 159)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 81)","(keyword_id, 2)","(url_id, 160)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 82)","(keyword_id, 2)","(url_id, 161)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 83)","(keyword_id, 2)","(url_id, 162)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 84)","(keyword_id, 2)","(url_id, 163)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/History)","(TN, keyword_search_terms)","(RL, 85)","(keyword_id, 2)","(url_id, 164)","(term, cheap obd scanner)","(normalized_term, cheap obd scanner)"
