PID,DN,DP,TN,RL,update_id,key,value
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 11)","(update_id, 66)","(key, release_file_size)","(value, 61885712)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 12)","(update_id, 66)","(key, state)","(value, 655408)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 13)","(update_id, 66)","(key, patch_base_version_code)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 14)","(update_id, 66)","(key, flow)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 15)","(update_id, 66)","(key, policy)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 16)","(update_id, 66)","(key, release_network)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 17)","(update_id, 66)","(key, user_approval)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 18)","(update_id, 66)","(key, compressed_file_hash)","(value, vn6YWlm4Ys72fIBgl68eKiCmx39lRu/qUNFuMgJwtvI=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 19)","(update_id, 66)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_1712488162269615_8665380555400271248_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=Kiie31_3rLsAX9XL1Hi&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=7a68099d895d487a30e09e5c79d3ea7f&oe=60F69B37)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 20)","(update_id, 66)","(key, release_signature)","(value, ijxLJi1yGs1JpL-X1SExmchvork)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 21)","(update_id, 66)","(key, release_file_mimetype)","(value, application/vnd.android.package-archive)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 22)","(update_id, 66)","(key, release_target_sdk)","(value, 30)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 23)","(update_id, 66)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 24)","(update_id, 66)","(key, compressed_algorithm)","(value, zstd)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 25)","(update_id, 66)","(key, release_ozone_signature)","(value, nctZdmn8kV6H2+94NxHr4vLuWsuU+JprxQD1is8u6FDkoFv0Bm5DJHOKBMNCh+eOQIBwmS3gqrA0JyuTAE9FhLW5iw4qzd36q/QUDC2OvkSLLr3q7XoABcqMuoDNUfGw/oA9zFWRbVoYLyCILK64wKS/1XNFXSBOudJDKzn9j74uIZScY3NBbTy+eAs68Av6ZwCHq/lDyEljSNrObL6k9OmPyn1O4cv8a5xacyL1BeF65Zz2g3w8pm66SMzckrooDbEoafqRdpmU1m+yXgZ10Q1VyTZunZRZGely4mlmN0Wd1hecB6bfEp9AjibxHy5xk0BJ2TrOSYBQTP9WLiEj0g==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 26)","(update_id, 66)","(key, is_free)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 27)","(update_id, 66)","(key, compressed_download_url)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_1712488215602943_2229716258986698130_n.zstd?_nc_cat=1&ccb=1-3&_nc_sid=325c44&_nc_ohc=-iesFFNoJnkAX9u9JZA&_nc_oc=AQkP7HJOjcV5dx-N6m_QPjvcx0RJS--E1Usu-X7mAriY2PjBAuWjFhPRUf4KEtpChfU&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=4c7866ef37e05226ac8f87d003f3296d&oe=60F7AC87)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 28)","(update_id, 66)","(key, oxygen_manifest_metadata)","(value, {})"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 29)","(update_id, 66)","(key, compressed_file_size)","(value, 58125798)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 30)","(update_id, 66)","(key, release_version_name)","(value, 327.0.0.33.120)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 31)","(update_id, 66)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 32)","(update_id, 66)","(key, state_ts)","(value, 1626512480791)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 33)","(update_id, 66)","(key, release_full_apk_signature)","(value, AQDiMEYCIQCs08gzXcusCKH1NEyukxFDoHbstI4/I2XIoXmS6fTN0gIhAJy9fUMi67XYCQSS8VH/feMFHPtAZRQ0yjXbBbL8+TG0)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 34)","(update_id, 64)","(key, release_action)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 35)","(update_id, 64)","(key, canceled_descr)","(value, Newer version is available.)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 36)","(update_id, 64)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 37)","(update_id, 64)","(key, download_binary_type)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 38)","(update_id, 64)","(key, release_file_hash)","(value, ANfvH+SJ+WXcsX1wGZbYycEW2aHitvnERHHGZYausMM=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 39)","(update_id, 64)","(key, release_file_name)","(value, com.instagram.android.304101669.apk)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 40)","(update_id, 64)","(key, release_safemode)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 41)","(update_id, 64)","(key, patch_size)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 42)","(update_id, 64)","(key, installer_api)","(value, 6)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 43)","(update_id, 64)","(key, auto_update)","(value, true)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 44)","(update_id, 64)","(key, created_ts)","(value, 1626376386266)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 45)","(update_id, 64)","(key, release_file_size)","(value, 40946596)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 46)","(update_id, 64)","(key, state)","(value, 262656)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 47)","(update_id, 64)","(key, patch_base_version_code)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 48)","(update_id, 64)","(key, canceled_state)","(value, 655408)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 49)","(update_id, 64)","(key, flow)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 50)","(update_id, 64)","(key, policy)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 51)","(update_id, 64)","(key, release_network)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 52)","(update_id, 64)","(key, user_approval)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 53)","(update_id, 64)","(key, compressed_file_hash)","(value, fPeF9KszW8G2kV11DsdeBCqs6Al9u8b3uMLY6yia/T8=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 54)","(update_id, 64)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_310400900773780_1444434434157704146_n.apk?_nc_cat=107&ccb=1-3&_nc_sid=379304&_nc_ohc=9TbZbN7m2s4AX-xx8R7&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=7a72024fb0f51501353cbd4230c77489&oe=60F662E4)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 55)","(update_id, 64)","(key, release_signature)","(value, xW-31ZG6ZwTfBH_Zj1NTcv6gAhE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 56)","(update_id, 64)","(key, release_file_mimetype)","(value, application/vnd.android.package-archive)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 57)","(update_id, 64)","(key, release_target_sdk)","(value, 30)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 58)","(update_id, 64)","(key, multifile_download_id)","(value, 360)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 59)","(update_id, 64)","(key, compressed_algorithm)","(value, zstd)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 60)","(update_id, 64)","(key, release_ozone_signature)","(value, PlEnq5NA9mA6u1Q8TabRtyjQYMvkoJwxN1RH25ZR6VqZi/2pDNYvDr1tnkiZfcjVByec5HmMhc8EWjDOkEIxPUCAn44H7ecjpAn91aaYLf2QD0skqXy4UFrxyGZGIvNQCsAKsJxeSK61RvxPBUrARW6oNRk3/nsHVHuMbEeHU4k4XZIeoJPhN2V8xeqiIEdNTFRq6QFHMOw6MeD14+q3ThECuglLTPoOcgDxNjKZf2OSRYV3li8aeP013t3wRukPCD+SLN9PD7mMFPaQVnQ6ee8a0gn/G5UgPgT2R6AndG66nndgMV7z2bj0Ggiub5vQOEo4irpOroP4+gARbzwJRg==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 61)","(update_id, 64)","(key, is_free)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 62)","(update_id, 64)","(key, compressed_download_url)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/10000000_310400947440442_3757879516596189795_n.zstd?_nc_cat=1&ccb=1-3&_nc_sid=325c44&_nc_ohc=iro4q3Hx2qcAX8wz8Ml&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=a629ddd50742abd2b8d63879dbd64099&oe=60F5E97F)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 63)","(update_id, 64)","(key, oxygen_manifest_metadata)","(value, {})"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 64)","(update_id, 64)","(key, compressed_file_size)","(value, 37502647)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 65)","(update_id, 64)","(key, release_version_name)","(value, 196.0.0.32.126)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 66)","(update_id, 64)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 67)","(update_id, 64)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDLiIEBJuAUBGHki6/yVtr5B7OtFTkWbVxsHzA8fRyYPgIhAL01Ltg9uTuzWuQo29s3wy4xPGu6UYcSWeqViOGeQYsD)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 68)","(update_id, 64)","(key, state_ts)","(value, 1626977241701)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 69)","(update_id, 67)","(key, release_action)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 70)","(update_id, 67)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 71)","(update_id, 67)","(key, release_safemode)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 72)","(update_id, 67)","(key, release_file_name)","(value, com.instagram.android.305478211.apk)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 73)","(update_id, 67)","(key, release_file_hash)","(value, 72RiguehKuaKuK5nIo7n1eUDq7u1bWMWjkb2oz8IvrE=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 74)","(update_id, 67)","(key, download_binary_type)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 75)","(update_id, 67)","(key, patch_size)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 76)","(update_id, 67)","(key, installer_api)","(value, 6)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 77)","(update_id, 67)","(key, auto_update)","(value, true)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 78)","(update_id, 67)","(key, created_ts)","(value, 1626977241975)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 79)","(update_id, 67)","(key, release_file_size)","(value, 40096416)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 80)","(update_id, 67)","(key, state)","(value, 655408)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 81)","(update_id, 67)","(key, patch_base_version_code)","(value, -1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 82)","(update_id, 67)","(key, flow)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 83)","(update_id, 67)","(key, policy)","(value, 3)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 84)","(update_id, 67)","(key, release_network)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 85)","(update_id, 67)","(key, user_approval)","(value, 2)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 86)","(update_id, 67)","(key, compressed_file_hash)","(value, jfxBcMWdb/+w7oS6w5mt1A4q1kYfQV4iIzLW/co4a7M=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 87)","(update_id, 67)","(key, release_remote_uri)","(value, https://scontent-iad3-2.xx.fbcdn.net/v/t39.10537-6/10000000_325568439215315_7093221601595266719_n.apk?_nc_cat=110&ccb=1-3&_nc_sid=379304&_nc_ohc=iM-_8mKbzD0AX9gEp9r&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-iad3-2.xx&oh=f312677beed61b92097774340f963be8&oe=60FE8A5E)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 88)","(update_id, 67)","(key, release_signature)","(value, xW-31ZG6ZwTfBH_Zj1NTcv6gAhE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/update_service)","(TN, package_updates_extras)","(RL, 89)","(update_id, 67)","(key, release_file_mimetype)","(value, application/vnd.android.package-archive)"
