PID,DN,DP,TN,RL,_id,url,key,relativePath,eTag,validTill,touched,length
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 13)","(_id, 13)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/TOYOTA.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/TOYOTA.gif)","(relativePath, 123f6060-daf8-11eb-b65d-ddd8c03a6016.gif)","(eTag, ""608d0e12facd2bc1cadff80816c90cf5"")","(validTill, 1625226055782)","(touched, 1625204455784)","(length, 3169)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 14)","(_id, 14)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_10k.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_10k.jpg)","(relativePath, 1245c900-daf8-11eb-a0e8-55cafac2d3a2.jpg)","(eTag, ""a8ae1654ab3eb19d8e594ac2a8662dce"")","(validTill, 1625809255824)","(touched, 1625204455855)","(length, 21809)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 15)","(_id, 15)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/affordable_new.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/affordable_new.jpg)","(relativePath, 12470180-daf8-11eb-b471-97cb9658b8a6.jpg)","(eTag, ""61c091b12022e052d419cec48af6e43c"")","(validTill, 1625809255831)","(touched, 1625204455859)","(length, 28339)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 16)","(_id, 16)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/used_suvs.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/used_suvs.jpg)","(relativePath, 12470180-daf8-11eb-a4c0-3581cbeba390.jpg)","(eTag, ""0dcccdc7f80b0ae52a0a6b58dd38c052"")","(validTill, 1625809255832)","(touched, 1625204455864)","(length, 33779)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 17)","(_id, 17)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/hybrid_electric.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/hybrid_electric.jpg)","(relativePath, 1245c900-daf8-11eb-9e5f-a1a33228b211.jpg)","(eTag, ""a30a9030f3eeda9d306a1f6a224717d7"")","(validTill, 1625809255824)","(touched, 1625204455868)","(length, 49131)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 18)","(_id, 18)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_30k.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/cars_under_30k.jpg)","(relativePath, 1245f010-daf8-11eb-9c09-25424a88b06e.jpg)","(eTag, ""30cacf7f5876d98e2b178fd240661b10"")","(validTill, 1625809255825)","(touched, 1625204455870)","(length, 49862)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 19)","(_id, 19)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HONDA.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HONDA.gif)","(relativePath, 124c0a90-daf8-11eb-837d-2f5cc569c2bf.gif)","(eTag, ""08f14784ab449779c16050cfb1a65dfc"")","(validTill, 1625226055865)","(touched, 1625204455872)","(length, 2755)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 20)","(_id, 20)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/3_row.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/3_row.jpg)","(relativePath, 1245c900-daf8-11eb-b761-eff9a4e41e26.jpg)","(eTag, ""b47199d51ab5a54d94d5aed5edfbe4ac"")","(validTill, 1625809255824)","(touched, 1625204455873)","(length, 62626)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 21)","(_id, 21)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/fuel_efficient_under_20k.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/fuel_efficient_under_20k.jpg)","(relativePath, 1245a1f0-daf8-11eb-aca2-e747cff820fb.jpg)","(eTag, ""acfc2b52a91e107eb8db351ddffeac10"")","(validTill, 1625809255823)","(touched, 1625204455875)","(length, 63875)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 22)","(_id, 22)","(url, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/new_used_trucks.jpg)","(key, https://atc-cms-dam.s3.amazonaws.com/content/dam/mobileapps/Popular_Searches/new_used_trucks.jpg)","(relativePath, 12470180-daf8-11eb-b036-e9477e44bb56.jpg)","(eTag, ""3a7af7c3ceffd349c7f00d377d6cab00"")","(validTill, 1625809255832)","(touched, 1625204455881)","(length, 49041)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 23)","(_id, 23)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/NISSAN.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/NISSAN.gif)","(relativePath, 1250ec90-daf8-11eb-ba8e-410971a0e965.gif)","(eTag, ""41e418ef74c5250cad867261f0c0ccfa"")","(validTill, 1625226055897)","(touched, 1625204455899)","(length, 3339)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 24)","(_id, 24)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/CHEV.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/CHEV.gif)","(relativePath, 12530f70-daf8-11eb-b612-d14c351d2a70.gif)","(eTag, ""10b4b1123f88960ea044617d1a7f9639"")","(validTill, 1625226055911)","(touched, 1625204455914)","(length, 2760)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 25)","(_id, 25)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/JEEP.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/JEEP.gif)","(relativePath, 12616750-daf8-11eb-b7a9-55cd7dc7fe15.gif)","(eTag, ""84e4792453a273102e1b3eba7665a870"")","(validTill, 1625226056005)","(touched, 1625204456010)","(length, 2296)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 26)","(_id, 26)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/GMC.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/GMC.gif)","(relativePath, 126251b0-daf8-11eb-807c-cb3b22b987e9.gif)","(eTag, ""e24d182c48e36a262849f1448073a891"")","(validTill, 1625226056011)","(touched, 1625204456015)","(length, 2443)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 27)","(_id, 27)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/RAM.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/RAM.gif)","(relativePath, 126537e0-daf8-11eb-b1a8-7fc5979ae999.gif)","(eTag, ""15f101873869868a18a933616984ada1"")","(validTill, 1625226056030)","(touched, 1625204456032)","(length, 2976)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 28)","(_id, 28)","(url, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HYUND.gif)","(key, https://www.autotrader.com/content/dam/autotrader/oem_media/logos_standard/HYUND.gif)","(relativePath, 12655ef0-daf8-11eb-9145-75befa5a6ac2.gif)","(eTag, ""7e093d98fe61955d80c03f9ee2fcbbe0"")","(validTill, 1625226056031)","(touched, 1625204456033)","(length, 3632)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 29)","(_id, 29)","(url, https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_TRUCKS.png)","(key, https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_by_Style/DefaultDesk_Style_TRUCKS.png)","(relativePath, 126c8ae0-daf8-11eb-9399-c9619101b568.png)","(eTag, ""9b5de76326c959fe69287e50bfc8b0af"")","(validTill, 1625809256077)","(touched, 1625204456092)","(length, 24636)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 30)","(_id, 30)","(url, https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_All_Makes.png)","(key, https://d21es0l2n6bf8y.cloudfront.net/content/dam/mobileapps/Shop_All_Makes.png)","(relativePath, 1280fd40-daf8-11eb-97ee-4b1773b45fb2.png)","(eTag, ""ea35fe58341d195ab071666dba35c92d"")","(validTill, 1625809256212)","(touched, 1625204456217)","(length, 3312)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 31)","(_id, 31)","(url, https://d21es0l2n6bf8y.cloudfront.net/content/dam/autotrader/mobileapps/oem-badges/toyota.png)","(key, https://d21es0l2n6bf8y.cloudfront.net/content/dam/autotrader/mobileapps/oem-badges/toyota.png)","(relativePath, 653356a0-daf8-11eb-b255-171218d733cd.png)","(eTag, ""c17481bf487838aa3da5790466a5cfa0"")","(validTill, 1625809394954)","(touched, 1625204594955)","(length, 7090)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 32)","(_id, 32)","(url, https://images.autotrader.com/hn/c/b61a478df3e24294ae07e476e0e63687.jpg)","(key, https://images.autotrader.com/hn/c/b61a478df3e24294ae07e476e0e63687.jpg)","(relativePath, 9afb7f10-daf8-11eb-87f5-752f1a3bb798.jpg)","(eTag, None)","(validTill, 1656740685184)","(touched, 1625204685253)","(length, 207584)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 33)","(_id, 33)","(url, https://images.autotrader.com/hn/c/f8331904b5514bf282bd457244c27b45.jpg)","(key, https://images.autotrader.com/hn/c/f8331904b5514bf282bd457244c27b45.jpg)","(relativePath, 9bb224e0-daf8-11eb-9a94-41aa24ec0c42.jpg)","(eTag, None)","(validTill, 1656740686382)","(touched, 1625204686421)","(length, 225194)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 34)","(_id, 34)","(url, https://images.autotrader.com/hn/c/cea745483e624034aeedc9b2485ac283.jpg)","(key, https://images.autotrader.com/hn/c/cea745483e624034aeedc9b2485ac283.jpg)","(relativePath, 9c192410-daf8-11eb-97b4-9f9111b1ad42.jpg)","(eTag, None)","(validTill, 1656740687057)","(touched, 1625204687079)","(length, 215178)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 35)","(_id, 35)","(url, https://images.autotrader.com/hn/c/5429d949e9924a8dbefd6c97253a0be7.jpg)","(key, https://images.autotrader.com/hn/c/5429d949e9924a8dbefd6c97253a0be7.jpg)","(relativePath, 9c7e0060-daf8-11eb-923f-91fdd553751e.jpg)","(eTag, None)","(validTill, 1656740687718)","(touched, 1625204687741)","(length, 226956)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 36)","(_id, 36)","(url, https://images.autotrader.com/hn/c/4b2acb2d3b854fafab8fe5b894afcfa8.jpg)","(key, https://images.autotrader.com/hn/c/4b2acb2d3b854fafab8fe5b894afcfa8.jpg)","(relativePath, 9cdcc230-daf8-11eb-b5f9-236216785efe.jpg)","(eTag, None)","(validTill, 1656740688339)","(touched, 1625204688360)","(length, 197959)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 37)","(_id, 37)","(url, https://images.autotrader.com/hn/c/8524c014a7ff4cf1a08a19fd02515057.jpg)","(key, https://images.autotrader.com/hn/c/8524c014a7ff4cf1a08a19fd02515057.jpg)","(relativePath, 9d2c68d0-daf8-11eb-a961-ef6d6c25cd84.jpg)","(eTag, None)","(validTill, 1656740688861)","(touched, 1625204688882)","(length, 171320)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 38)","(_id, 38)","(url, https://images.autotrader.com/hn/c/94b76d1c28b64cdfa087163de1b9a23c.jpg)","(key, https://images.autotrader.com/hn/c/94b76d1c28b64cdfa087163de1b9a23c.jpg)","(relativePath, 9d91ba50-daf8-11eb-910a-8da83c3bc9f5.jpg)","(eTag, None)","(validTill, 1656740689525)","(touched, 1625204689540)","(length, 109871)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 39)","(_id, 39)","(url, https://images.autotrader.com/hn/c/f3d86f88177b4a3eb5cbe181451f613a.jpg)","(key, https://images.autotrader.com/hn/c/f3d86f88177b4a3eb5cbe181451f613a.jpg)","(relativePath, 9dae9120-daf8-11eb-813e-df659011f7b4.jpg)","(eTag, None)","(validTill, 1656740689714)","(touched, 1625204689768)","(length, 176849)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 40)","(_id, 40)","(url, https://images.autotrader.com/hn/c/02434e4ceb7444a48a71d9c646667690.jpg)","(key, https://images.autotrader.com/hn/c/02434e4ceb7444a48a71d9c646667690.jpg)","(relativePath, 9df16680-daf8-11eb-ac33-2f94cb0045fe.jpg)","(eTag, None)","(validTill, 1656740690152)","(touched, 1625204690176)","(length, 212090)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 41)","(_id, 41)","(url, https://images.autotrader.com/hn/c/fb84fae37ac24ce3847efda33257b219.jpg)","(key, https://images.autotrader.com/hn/c/fb84fae37ac24ce3847efda33257b219.jpg)","(relativePath, 9e293f60-daf8-11eb-8a6b-2d006e10c35c.jpg)","(eTag, None)","(validTill, 1656740690518)","(touched, 1625204690538)","(length, 162967)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 42)","(_id, 42)","(url, https://images.autotrader.com/hn/c/2969f4746f204406bb787542e2686ffd.jpg)","(key, https://images.autotrader.com/hn/c/2969f4746f204406bb787542e2686ffd.jpg)","(relativePath, 9e53d1d0-daf8-11eb-9b7c-6fe1dbe8c4d6.jpg)","(eTag, None)","(validTill, 1656740690797)","(touched, 1625204690820)","(length, 174283)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 43)","(_id, 43)","(url, https://images.autotrader.com/hn/c/540c38121a374f0d905bbe705982c205.jpg)","(key, https://images.autotrader.com/hn/c/540c38121a374f0d905bbe705982c205.jpg)","(relativePath, 9e8a9940-daf8-11eb-85e7-db360aa207aa.jpg)","(eTag, None)","(validTill, 1656740691156)","(touched, 1625204691178)","(length, 182658)"
"(PID, com.autotrader.android)","(DN, libCachedImageData.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.autotrader.android/files/libCachedImageData.db)","(TN, cacheObject)","(RL, 44)","(_id, 44)","(url, https://images.autotrader.com/hn/c/ee1657b743d649f999751f1ba0a5b1f9.jpg)","(key, https://images.autotrader.com/hn/c/ee1657b743d649f999751f1ba0a5b1f9.jpg)","(relativePath, 9ebb9450-daf8-11eb-a763-0f12f32ceffc.jpg)","(eTag, None)","(validTill, 1656740691477)","(touched, 1625204691515)","(length, 159422)"
