PID,DN,DP,TN,RL,id,name,current,make,seoName
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 11)","(id, 309)","(name, CRX)","(current, 0)","(make, Honda)","(seoName, CRX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 12)","(id, 310)","(name, Element)","(current, 0)","(make, Honda)","(seoName, Element)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 13)","(id, 311)","(name, Insight)","(current, 1)","(make, Honda)","(seoName, Insight)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 14)","(id, 312)","(name, Passport)","(current, 1)","(make, Honda)","(seoName, Passport)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 15)","(id, 313)","(name, Prelude)","(current, 0)","(make, Honda)","(seoName, Prelude)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 16)","(id, 314)","(name, S2000)","(current, 0)","(make, Honda)","(seoName, S2000)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 17)","(id, 413)","(name, CT)","(current, 1)","(make, Lexus)","(seoName, CT)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 18)","(id, 414)","(name, ES)","(current, 1)","(make, Lexus)","(seoName, ES)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 19)","(id, 415)","(name, GS)","(current, 1)","(make, Lexus)","(seoName, GS)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 20)","(id, 416)","(name, GX)","(current, 1)","(make, Lexus)","(seoName, GX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 21)","(id, 417)","(name, IS)","(current, 1)","(make, Lexus)","(seoName, IS)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 22)","(id, 418)","(name, LS)","(current, 1)","(make, Lexus)","(seoName, LS)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 23)","(id, 419)","(name, LX)","(current, 1)","(make, Lexus)","(seoName, LX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 24)","(id, 420)","(name, NX)","(current, 1)","(make, Lexus)","(seoName, NX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 25)","(id, 421)","(name, RC)","(current, 1)","(make, Lexus)","(seoName, RC)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 26)","(id, 422)","(name, RX)","(current, 1)","(make, Lexus)","(seoName, RX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 27)","(id, 423)","(name, HS)","(current, 0)","(make, Lexus)","(seoName, HS)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 28)","(id, 424)","(name, LFA)","(current, 0)","(make, Lexus)","(seoName, LFA)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 29)","(id, 425)","(name, SC)","(current, 0)","(make, Lexus)","(seoName, SC)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 30)","(id, 628)","(name, 4Runner)","(current, 1)","(make, Toyota)","(seoName, 4Runner)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 31)","(id, 629)","(name, Avalon)","(current, 1)","(make, Toyota)","(seoName, Avalon)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 32)","(id, 630)","(name, Camry)","(current, 1)","(make, Toyota)","(seoName, Camry)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 33)","(id, 631)","(name, Corolla)","(current, 1)","(make, Toyota)","(seoName, Corolla)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 34)","(id, 632)","(name, Highlander)","(current, 1)","(make, Toyota)","(seoName, Highlander)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 35)","(id, 633)","(name, Land Cruiser)","(current, 1)","(make, Toyota)","(seoName, Land-Cruiser)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 36)","(id, 634)","(name, Prius)","(current, 1)","(make, Toyota)","(seoName, Prius)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 37)","(id, 635)","(name, Prius c)","(current, 1)","(make, Toyota)","(seoName, Prius-c)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 38)","(id, 636)","(name, Prius Plug-in)","(current, 0)","(make, Toyota)","(seoName, Prius-Plug-in)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 39)","(id, 637)","(name, Prius v)","(current, 1)","(make, Toyota)","(seoName, Prius-v)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 40)","(id, 638)","(name, RAV4)","(current, 1)","(make, Toyota)","(seoName, RAV4)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 41)","(id, 639)","(name, Sequoia)","(current, 1)","(make, Toyota)","(seoName, Sequoia)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 42)","(id, 640)","(name, Sienna)","(current, 1)","(make, Toyota)","(seoName, Sienna)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 43)","(id, 641)","(name, Tacoma)","(current, 1)","(make, Toyota)","(seoName, Tacoma)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 44)","(id, 642)","(name, Tundra)","(current, 1)","(make, Toyota)","(seoName, Tundra)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 45)","(id, 643)","(name, Venza)","(current, 1)","(make, Toyota)","(seoName, Venza)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 46)","(id, 644)","(name, Yaris)","(current, 1)","(make, Toyota)","(seoName, Yaris)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 47)","(id, 645)","(name, Camry Solara)","(current, 0)","(make, Toyota)","(seoName, Camry-Solara)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 48)","(id, 646)","(name, Celica)","(current, 0)","(make, Toyota)","(seoName, Celica)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 49)","(id, 647)","(name, Echo)","(current, 0)","(make, Toyota)","(seoName, Echo)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 50)","(id, 648)","(name, FJ Cruiser)","(current, 0)","(make, Toyota)","(seoName, FJ-Cruiser)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 51)","(id, 649)","(name, Matrix)","(current, 0)","(make, Toyota)","(seoName, Matrix)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 52)","(id, 650)","(name, MR2)","(current, 0)","(make, Toyota)","(seoName, MR2)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 53)","(id, 651)","(name, MR2 Spyder)","(current, 0)","(make, Toyota)","(seoName, MR2-Spyder)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 54)","(id, 652)","(name, Paseo)","(current, 0)","(make, Toyota)","(seoName, Paseo)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 55)","(id, 653)","(name, Pickup)","(current, 0)","(make, Toyota)","(seoName, Pickup)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 56)","(id, 654)","(name, Previa)","(current, 0)","(make, Toyota)","(seoName, Previa)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 57)","(id, 655)","(name, Supra)","(current, 0)","(make, Toyota)","(seoName, Supra)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 58)","(id, 656)","(name, T100)","(current, 0)","(make, Toyota)","(seoName, T100)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 59)","(id, 657)","(name, Tercel)","(current, 0)","(make, Toyota)","(seoName, Tercel)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 60)","(id, 9243)","(name, Yaris iA)","(current, 1)","(make, Toyota)","(seoName, Yaris-iA)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 61)","(id, 9245)","(name, Corolla iM)","(current, 1)","(make, Toyota)","(seoName, Corolla-iM)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 62)","(id, 9246)","(name, Cressida)","(current, 0)","(make, Toyota)","(seoName, Cressida)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 63)","(id, 9247)","(name, C-HR)","(current, 1)","(make, Toyota)","(seoName, C-HR)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 64)","(id, 9248)","(name, Prius Prime)","(current, 1)","(make, Toyota)","(seoName, Prius-Prime)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 65)","(id, 9249)","(name, 86)","(current, 1)","(make, Toyota)","(seoName, 86)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 66)","(id, 9250)","(name, Mirai)","(current, 1)","(make, Toyota)","(seoName, Mirai)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 67)","(id, 9268)","(name, Clarity)","(current, 1)","(make, Honda)","(seoName, Clarity)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 68)","(id, 9323)","(name, LC)","(current, 1)","(make, Lexus)","(seoName, LC)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 69)","(id, 9541)","(name, UX)","(current, 1)","(make, Lexus)","(seoName, UX)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(TN, models)","(RL, 70)","(id, 9627)","(name, GR Supra)","(current, 1)","(make, Toyota)","(seoName, GR-Supra)"
