PID,DN,DP,TN,RL,domain
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 45)","(domain, anekaaquascape.blogspot.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 46)","(domain, anima-lebenskraft.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 47)","(domain, anizeto.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 48)","(domain, anjeanettek.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 49)","(domain, apartment-listun-makarska.booked.net)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 50)","(domain, apchess.org)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 51)","(domain, aperture.de.softonic.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 52)","(domain, apple-itunes-64-bit.apponic.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 53)","(domain, aquabion.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 54)","(domain, aquariusrika.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 55)","(domain, arbitraryreason.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 56)","(domain, ariege-elagage.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 57)","(domain, artemiselectrical.uk)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 58)","(domain, artlifelondon.wordpress.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 59)","(domain, ascansion.vercel.app)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 60)","(domain, ashehouse.ie)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 61)","(domain, asia.jugok.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 62)","(domain, asianlite.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 63)","(domain, asktsp.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 64)","(domain, asolar.cz)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 65)","(domain, assurancesdechateaux.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 66)","(domain, aucegpy.academia.edu)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 67)","(domain, authordebbielewis.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 68)","(domain, auto-abel.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 69)","(domain, autokosmetyki.zone)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 70)","(domain, autosquad.wordpress.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 71)","(domain, avcwriting.tumblr.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 72)","(domain, awan.studio)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 73)","(domain, ayesakara.tumblr.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 74)","(domain, bad-nauheim.staedte-info.net)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 75)","(domain, bamboobistrografton.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 76)","(domain, band.lemontband.org)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 77)","(domain, basicallyfree.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 78)","(domain, bastrop-rv.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 79)","(domain, baumaschinen-timm.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 80)","(domain, bbplay99.tistory.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 81)","(domain, belnet.be)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 82)","(domain, berentekb.ru)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 83)","(domain, bestautokozmetika.hu)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 84)","(domain, besttdealss.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 85)","(domain, bhselearning.blogspot.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 86)","(domain, bicipieghevoli.netsons.org)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 87)","(domain, billedmontoren.blogspot.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 88)","(domain, billion72.ru)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 89)","(domain, bizgaichi.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 90)","(domain, blackdresses.bandcamp.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 91)","(domain, blog.alaamari.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 92)","(domain, blog.lucidrealty.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 93)","(domain, bmwi-softwarepaket.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 94)","(domain, board.flightsimglobal.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 95)","(domain, bois-1920.ru)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 96)","(domain, bookclubforsuccess.wordpress.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 97)","(domain, books.google.com.pe)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 98)","(domain, bosch-oldtimer-schrauber-ev.de)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 99)","(domain, bosse-de-nage.bandcamp.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 100)","(domain, bossrevolutionmobile.awsqa.idt.net)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 101)","(domain, boutique.journalauto.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 102)","(domain, boxed-gifts.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 103)","(domain, bprecycling.co.uk)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 104)","(domain, brafreestudy.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 105)","(domain, brighterworks.wordpress.com)"
"(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, https_false_positive_domain)","(RL, 106)","(domain, brittanynbros.wordpress.com)"
