Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,id,channel_id,data
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 15)","(id, 15)","(channel_id, com.urbanairship.news)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""News Notifications"",""description"":""News Messages"",""id"":""com.urbanairship.news"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 16)","(id, 16)","(channel_id, com.urbanairship.urgent)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Urgent Notifications"",""description"":""Urgent Messages"",""id"":""com.urbanairship.urgent"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 17)","(id, 17)","(channel_id, com.urbanairship.low.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":2,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Low priority Notifications"",""description"":""Low priority Messages"",""id"":""com.urbanairship.low.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 18)","(id, 18)","(channel_id, com.urbanairship.min.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":1,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Minimum priority Notifications"",""description"":""Minimum priority Messages"",""id"":""com.urbanairship.min.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 19)","(id, 19)","(channel_id, com.urbanairship.default)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Notifications"",""description"":""General app updates"",""id"":""com.urbanairship.default"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 20)","(id, 20)","(channel_id, com.urbanairship.service)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Service Notifications"",""description"":""Service Messages"",""id"":""com.urbanairship.service"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 21)","(id, 21)","(channel_id, com.urbanairship.news)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""News Notifications"",""description"":""News Messages"",""id"":""com.urbanairship.news"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 22)","(id, 22)","(channel_id, com.urbanairship.urgent)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Urgent Notifications"",""description"":""Urgent Messages"",""id"":""com.urbanairship.urgent"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 23)","(id, 23)","(channel_id, com.urbanairship.low.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":2,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Low priority Notifications"",""description"":""Low priority Messages"",""id"":""com.urbanairship.low.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 24)","(id, 24)","(channel_id, com.urbanairship.min.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":1,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Minimum priority Notifications"",""description"":""Minimum priority Messages"",""id"":""com.urbanairship.min.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 25)","(id, 25)","(channel_id, com.urbanairship.default)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Notifications"",""description"":""General app updates"",""id"":""com.urbanairship.default"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 26)","(id, 26)","(channel_id, com.urbanairship.service)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Service Notifications"",""description"":""Service Messages"",""id"":""com.urbanairship.service"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 27)","(id, 27)","(channel_id, com.urbanairship.news)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""News Notifications"",""description"":""News Messages"",""id"":""com.urbanairship.news"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 28)","(id, 28)","(channel_id, com.urbanairship.urgent)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Urgent Notifications"",""description"":""Urgent Messages"",""id"":""com.urbanairship.urgent"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 29)","(id, 29)","(channel_id, com.urbanairship.low.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":2,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Low priority Notifications"",""description"":""Low priority Messages"",""id"":""com.urbanairship.low.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 30)","(id, 30)","(channel_id, com.urbanairship.min.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":1,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Minimum priority Notifications"",""description"":""Minimum priority Messages"",""id"":""com.urbanairship.min.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 31)","(id, 31)","(channel_id, com.urbanairship.default)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Notifications"",""description"":""General app updates"",""id"":""com.urbanairship.default"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 32)","(id, 32)","(channel_id, com.urbanairship.service)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Service Notifications"",""description"":""Service Messages"",""id"":""com.urbanairship.service"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 33)","(id, 33)","(channel_id, com.urbanairship.news)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""News Notifications"",""description"":""News Messages"",""id"":""com.urbanairship.news"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 34)","(id, 34)","(channel_id, com.urbanairship.urgent)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":4,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Urgent Notifications"",""description"":""Urgent Messages"",""id"":""com.urbanairship.urgent"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 35)","(id, 35)","(channel_id, com.urbanairship.low.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":2,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Low priority Notifications"",""description"":""Low priority Messages"",""id"":""com.urbanairship.low.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 36)","(id, 36)","(channel_id, com.urbanairship.min.priority)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":1,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Minimum priority Notifications"",""description"":""Minimum priority Messages"",""id"":""com.urbanairship.min.priority"",""light_color"":0,""can_show_badge"":true})"
"(Package Name, com.tmobile.tuesdays)","(Original Database Name, 0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_notification_channel_registry.db)","(Table Name, notification_channels)","(Line ID, 37)","(id, 37)","(channel_id, com.urbanairship.default)","(data, {""can_bypass_dnd"":false,""lockscreen_visibility"":-1000,""should_vibrate"":false,""importance"":3,""sound"":""content:\/\/settings\/system\/notification_sound"",""should_show_lights"":false,""name"":""Notifications"",""description"":""General app updates"",""id"":""com.urbanairship.default"",""light_color"":0,""can_show_badge"":true})"
