PID,DN,DP,TN,RL,stickerId,packId,cacheKey,stickerType,capFriends,capGeo,targetPreview,targetChat,targetOdg,animated,priority,expandable,sponsored,displayCount,stickerPackTitle,boltMediaToken,rank,targetStickerQuickReply,miniAppId,miniShareInfo,capabilities
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 11)","(stickerId, test_chat_hometab_pack_en_011420~studying.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/TrfpfhPCKqO5MU7WoYerE?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCL210fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 12)","(stickerId, test_chat_hometab_pack_en_011420~thank_you.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/KIjKz1TUZaOmBTWzANcaa?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCL610fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 13)","(stickerId, test_chat_hometab_pack_en_011420~tired.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/WFb28Coo6tw8kffrJt2v1?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCL-10fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 14)","(stickerId, test_chat_hometab_pack_en_011420~turn_it_up.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/ukOuaSljdmOstARtXpxo2?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCMC10fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 15)","(stickerId, test_chat_hometab_pack_en_011420~wow_so_cool.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/rYmb08YJqAwoJyLdSCdIE?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCMC10fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 16)","(stickerId, test_chat_hometab_pack_en_011420~love_you_edit.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/zlFfOrHy3SKY2T5LwjazZ?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCL3fgPMFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 17)","(stickerId, test_chat_hometab_pack_en_011420~amazing.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 18)","(stickerId, test_chat_hometab_pack_en_011420~boring.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 19)","(stickerId, test_chat_hometab_pack_en_011420~bring_food.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 20)","(stickerId, test_chat_hometab_pack_en_011420~dream.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 21)","(stickerId, test_chat_hometab_pack_en_011420~goals.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 22)","(stickerId, test_chat_hometab_pack_en_011420~good_vibes.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 23)","(stickerId, test_chat_hometab_pack_en_011420~great.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 24)","(stickerId, test_chat_hometab_pack_en_011420~love_heart.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 25)","(stickerId, test_chat_hometab_pack_en_011420~haha.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 26)","(stickerId, test_chat_hometab_pack_en_011420~look_arrow.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 27)","(stickerId, test_chat_hometab_pack_en_011420~ice_cold.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 28)","(stickerId, test_chat_hometab_pack_en_011420~im_busy.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 29)","(stickerId, test_chat_hometab_pack_en_011420~love.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 30)","(stickerId, test_chat_hometab_pack_en_011420~magic.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 31)","(stickerId, test_chat_hometab_pack_en_011420~mood.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 32)","(stickerId, test_chat_hometab_pack_en_011420~sorry.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 33)","(stickerId, test_chat_hometab_pack_en_011420~this_is_it.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 34)","(stickerId, test_chat_hometab_pack_en_011420~wow.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 35)","(stickerId, test_chat_hometab_pack_en_011420~xoxo.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
