PID,DN,DP,TN,RL,_id,client_key,group_key,sync_token
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 11)","(_id, 13)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_food_drinks	)","(sync_token, CAEY04jR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 12)","(_id, 14)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_text	)","(sync_token, CAIY1IjR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 13)","(_id, 15)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_objects	)","(sync_token, CAEY1YjR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 14)","(_id, 16)","(client_key, stickers)","(group_key, StickerPackMetadata	asian_heritage_apida_month_country_050121	)","(sync_token, CAMY14jR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 15)","(_id, 17)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_sweets	)","(sync_token, CAEY14jR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 16)","(_id, 18)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_happy_sad_mad_haha	)","(sync_token, CAEY2IjR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 17)","(_id, 19)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_love	)","(sync_token, CAIY2IjR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 18)","(_id, 20)","(client_key, stickers)","(group_key, StickerPackMetadata	contextual_holiday_stop_asian_hate_041521	)","(sync_token, CAEY44jR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 19)","(_id, 21)","(client_key, stickers)","(group_key, StickerPackMetadata	contextual_holiday_covid_vaccine_en_051121	)","(sync_token, CAEYoInR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 20)","(_id, 22)","(client_key, stickers)","(group_key, StickerPackMetadata	monday	)","(sync_token, CAEYoYnR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 21)","(_id, 23)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_apparel_props	)","(sync_token, CAEYoYnR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 22)","(_id, 24)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_decoratives	)","(sync_token, CAEYoYnR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 23)","(_id, 25)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_characters	)","(sync_token, CAMYoonR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 24)","(_id, 26)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_replies	)","(sync_token, CAMYo4nR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 25)","(_id, 27)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_greetings	)","(sync_token, CAgYponR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 26)","(_id, 28)","(client_key, stickers)","(group_key, StickerPackMetadata	hometab_megapack_animals	)","(sync_token, CAEYponR2Jcv)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, DeltaForceSync)","(RL, 27)","(_id, 29)","(client_key, bitmoji_stickers)","(group_key, StickerPackMetadata	bitmoji-en-04:00	)","(sync_token, COKAAhjWjNHYly8=)"
