PID,DN,DP,TN,RL,_id,storyId,featureType,timestamp,videoTrackUrl,remoteSequenceMax,numPrefetchedBytes
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 11)","(_id, 1440)","(storyId, 16::5075335791771648#2221176656740352::1626170433000)","(featureType, 1)","(timestamp, 1626288015333)","(videoTrackUrl, None)","(remoteSequenceMax, 41)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 12)","(_id, 1441)","(storyId, 16::6315636286029840#1899019189516288::1625849110000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/FDdVLUjMX7I8zDfdlcGFS.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCN3VoYcGSAISACAVogE2CIULEhwKGkoYChMeEBALBxcNDAkNAQkBCQMFAgwCEPQDIhMKDToBfUIGCN3VoYcGSAISACAWogE2CIYLEhwKGkoYChMeEBALBxcNDAkNAQkBCQMFAgwCEPQDIhMKDToBfUIGCN3VoYcGSAISACAWogE2CIcLEhwKGkoYChM7Kx4aEh8YFxEVAQMCHAsOCgoCEPQDIhMKDToBfUIGCJzVoYcGSAISACAWogE2CIgLEhwKGkoYChMeEBALBxgNCwkNAQkBCQMFAgwCEPQDIhMKDToBfUIGCKfVoYcGSAISACAWogEYCMIJIhMKDToBfUIGCKfVoYcGSAISACAVogEYCMMJIhMKDToBfUIGCJzVoYcGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 40)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 13)","(_id, 1442)","(storyId, 16::6327647166267408#2374008248504320::1626044433000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/PdGTv9hA1c8LTfW6H5v1q.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCIXgoocGSAISACAVogE2CIULEhwKGkoYChMVDQkOBQ4GBhQYFC0LEhEICRMHEPQDIhMKDToBfUIGCIXgoocGSAISACAWogE2CIYLEhwKGkoYChMVDQkOBQ4GBhQYFC0LEhEICRMHEPQDIhMKDToBfUIGCIXgoocGSAISACAWogE2CIcLEhwKGkoYChMnGhIRFwwKCUtGOEouLycODw8MEPQDIhMKDToBfUIGCPLfoocGSAISACAWogE2CIgLEhwKGkoYChMVDQkOBQ4GBhQYFC0LEhEICRMHEPQDIhMKDToBfUIGCIXgoocGSAISACAWogEYCMIJIhMKDToBfUIGCIXgoocGSAISACAVogEYCMMJIhMKDToBfUIGCPLfoocGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 47)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 14)","(_id, 1443)","(storyId, 16::4884560968679440#2578498131068928::1616454014000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/4RKkfpajpKXCJ0OIeElsz.1413.mpd?mo=GrwBGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCPKY5IIGSAISACAVogE2CIULEhwKGkoYChMYDg0PEg8JDxUTEBUPFBYYFx4QEPQDIhMKDToBfUIGCPOY5IIGSAISACAWogEYCMAJIhMKDToBfUIGCM-Z5IIGSAISACAVogEYCMEJIhMKDToBfUIGCPKY5IIGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 48)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 15)","(_id, 1444)","(storyId, 16::5297934188675088#2801718292934656::1625872508000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/y7yfEf0aalv6944nOMZ9O.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCImto4cGSAISACAVogE2CIULEhwKGkoYChMTCQQTCBkKDAUDAgoKAwMEAhcDEPQDIhMKDToBfUIGCImto4cGSAISACAWogE2CIYLEhwKGkoYChMTCQQTCBkKDAUDAgoKAwMEAhcDEPQDIhMKDToBfUIGCIqto4cGSAISACAWogE2CIcLEhwKGkoYChMfDgssCxUVFQYGBhMGBwcHBRcIEPQDIhMKDToBfUIGCPOso4cGSAISACAWogE2CIgLEhwKGkoYChMTCQQTCBkKDQQDAgoKAwMEAhcEEPQDIhMKDToBfUIGCPeso4cGSAISACAWogEYCMIJIhMKDToBfUIGCPeso4cGSAISACAVogEYCMMJIhMKDToBfUIGCPOso4cGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 44)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 16)","(_id, 1445)","(storyId, 16::6349131544789008#408082134949888::1626193548000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/DLph0o6Vf39CZc4xXeFpV.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCL72tocGSAISACAVogE2CIULEhwKGkoYChMgCBILDRwIBQwIBhAJBwgGCxQFEPQDIhMKDToBfUIGCL32tocGSAISACAWogE2CIYLEhwKGkoYChMgCBILDRwIBQwIBhAJBwgGCxQFEPQDIhMKDToBfUIGCL32tocGSAISACAWogE2CIcLEhwKGkoYChNPHCseIR4jEB8TEgwXERMSNBAQEPQDIhMKDToBfUIGCOD1tocGSAISACAWogE2CIgLEhwKGkoYChMgCBILDRwIBQwIBhAJBwgGCxQFEPQDIhMKDToBfUIGCPH0tocGSAISACAWogEYCMIJIhMKDToBfUIGCPH0tocGSAISACAVogEYCMMJIhMKDToBfUIGCOD1tocGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 42)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 17)","(_id, 1446)","(storyId, 16::5594144225099792#2112324671537152::1626274803000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/NKkkypwdiklMPpDDS0S8l.1413.SB54QKA.mpd?mo=Gv0EGiISFUE4MjJkdmFJUVJhdnZWdGFVRkw0RRoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2Eid6N2UwNjMyV01XYVlCdGN3NHV4TkcuMTIwMy5TQjU0UUtBLm0zdTg6AX1CBgiPs6iHBkgCogFaCIULEhwKGkoYChMgCxYOEBoODBMLDRsLCQsIERYMEPQDIjcKNRImTktra3lwd2Rpa2xNUHBERFMwUzhsLjE0MTMuU0I1NFFLQS5tcGQ6AX1CBgiPs6iHBkgCogFaCIYLEhwKGkoYChMgCxYOEBoODBMLDRsLCQsIERYMEPQDIjcKNRImWVdZR0V6ZDJtMmRrZ2NhSFNrRWlSLjE0MTQuU0I1NFFLQS5tcGQ6AX1CBgiPs6iHBkgCogFaCIcLEhwKGkoYChM5FiUZHRYbHBsYGxcYExMRIRMWEPQDIjcKNRImeE9GaEN4Vkp6SjEyNmNnTlBKbjJ3LjE0MTUuU0I1NFFLQS5tcGQ6AX1CBgj4sqiHBkgCogFaCIgLEhwKGkoYChMgDBUOEBsOCxMLDhsLCQsIERcLEPQDIjcKNRImZWdBc2VYcXRVTzFHV015bWprMXpuLjE0MTYuU0I1NFFLQS5tcGQ6AX1CBgj8sqiHBkgCogE9CNAJIjgKNhInVjhYTjNDWE1KWlF1THpkbGhUWHZ4LjEyMzIuU0I1NFFLQS5tM3U4OgF9QgYI_LKohwZIAqIBPQjRCSI4CjYSJ0NDZFh4alZwaENkdVlRNnFzUktzRy4xMjMzLlNCNTRRS0EubTN1ODoBfUIGCPiyqIcGSAKiAQsIASIHCgUyAX1IAQ%3D%3D&uc=5)","(remoteSequenceMax, 36)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 18)","(_id, 1447)","(storyId, 16::4918328776458256#3206333568020480::1623661221000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/Q8MdmNXjpHW1rNwLlE7se.1413.7D4PMSQ.mpd?mo=GqADGiISFTZiOGpEZjJORFdkUnY5MTZsTlBhbhoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2EidseVpCclpWR1ZOVER5ekN5MTllQk0uMTIwMy43RDRQTVNRLm0zdTg6AX1CBgjolI6GBkgCogFaCIULEhwKGkoYChMOBAwEBBACAgYFBQ4MBAICBhADEPQDIjcKNRImUThNZG1OWGpwSFcxck53TGxFN3NlLjE0MTMuN0Q0UE1TUS5tcGQ6AX1CBgjolI6GBkgCogFaCIYLEhwKGkoYChMOBAwEBBACAgYFBQ4MBAICBhADEPQDIjcKNRImVEptNDdwTlE5SFQzSHpZY1ZIeVM0LjE0MTQuN0Q0UE1TUS5tcGQ6AX1CBgjolI6GBkgCogFaCIcLEhwKGkoYChMaCBIGBgUFAwkJCAYWBwYDHAYHEPQDIjcKNRImdXQ2a0c3Y1haMGVyczNhV2NKTGRDLjE0MTUuN0Q0UE1TUS5tcGQ6AX1CBgjKlI6GBkgCogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 37)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 19)","(_id, 1448)","(storyId, 16::6164636594077712#397086388410368::1625886196000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/xmj2stmDwxRMuRLhhOMSg.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCMqcpIcGSAISACAVogE2CIULEhwKGkoYChMQCQUFBgwEBQcCAw0HDAQCBQ0CEPQDIhMKDToBfUIGCMqcpIcGSAISACAWogE2CIYLEhwKGkoYChMQCQUFBgwEBQcCAw0HDAQCBQ0CEPQDIhMKDToBfUIGCMqcpIcGSAISACAWogE2CIcLEhwKGkoYChMbDgcJCgcGCgoFBQoMFQgIFgYIEPQDIhMKDToBfUIGCLGcpIcGSAISACAWogE2CIgLEhwKGkoYChMQCQUFBgwEBgYCAw0HDAQCBQ0DEPQDIhMKDToBfUIGCMKcpIcGSAISACAWogEYCMIJIhMKDToBfUIGCMKcpIcGSAISACAVogEYCMMJIhMKDToBfUIGCLGcpIcGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 16)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 20)","(_id, 1449)","(storyId, 16::5204207426338816#2801718809628672::1626170401000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/hIbFgQQYm71QJYJTP7nXO.1413.BDOOSCI.mpd?mo=Gv0EGiISFVBjWXNjZU1BSzFud0JiTkx1c2dSYxoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2Eid1azBtdWVVbUF1Tlc2aWlKQTRxWVcuMTIwMy5CRE9PU0NJLm0zdTg6AX1CBgil37KHBkgCogFaCIULEhwKGkoYChMTDAwLCxYDCgoHBhIGCgUHAxEKEPQDIjcKNRImaEliRmdRUVltNzFRSllKVFA3blhPLjE0MTMuQkRPT1NDSS5tcGQ6AX1CBgil37KHBkgCogFaCIYLEhwKGkoYChMTDAwLCxYDCgoHBhIGCgUHAxEKEPQDIjcKNRImYVIxYW9aWWJWUzhmN2pyZ0VwbHVLLjE0MTQuQkRPT1NDSS5tcGQ6AX1CBgil37KHBkgCogFaCIcLEhwKGkoYChMZDxEPFCAHERQREAkQEAgOCgsQEPQDIjcKNRImb0dkYXFEbzFNYTZyY2M5VGtHOUJvLjE0MTUuQkRPT1NDSS5tcGQ6AX1CBgiD37KHBkgCogFaCIgLEhwKGkoYChMTDAwLCxcCCgoHBhIGCgUHAxEKEPQDIjcKNRImNFBlZ1Z1VnZlMXY5UXY0Zmp0dm9uLjE0MTYuQkRPT1NDSS5tcGQ6AX1CBgj03rKHBkgCogE9CNAJIjgKNhInclZQbU0yNjhaVDNWTVdiV1JmSUtELjEyMzIuQkRPT1NDSS5tM3U4OgF9QgYI9N6yhwZIAqIBPQjRCSI4CjYSJ05SRkc1eHVhNVJFS3VwcTkwZW9Bei4xMjMzLkJET09TQ0kubTN1ODoBfUIGCIPfsocGSAKiAQsIASIHCgUyAX1IAQ%3D%3D&uc=5)","(remoteSequenceMax, 56)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 21)","(_id, 1450)","(storyId, 16::5069419474321408#2801718978697216::1626282000000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, None)","(remoteSequenceMax, 29)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 22)","(_id, 1451)","(storyId, 16::6660573905027088#2112324885723136::1626061171000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/I9ZVcIEf08mNVzcDlxfaE.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCNPsrocGSAISACAVogE2CIULEhwKGkoYChMTFAoBAQ0BAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCNLsrocGSAISACAWogE2CIYLEhwKGkoYChMTFAoBAQ0BAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCNLsrocGSAISACAWogE2CIcLEhwKGkoYChMmIhQEBAQDAgQWIx8UGAoSMhUTEPQDIhMKDToBfUIGCLvsrocGSAISACAWogE2CIgLEhwKGkoYChMTFAoBAgwBAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCLnsrocGSAISACAWogEYCMIJIhMKDToBfUIGCLnsrocGSAISACAVogEYCMMJIhMKDToBfUIGCLvsrocGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 22)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 23)","(_id, 1452)","(storyId, 16::5067512307515392#2801718988777472::1626256800000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, None)","(remoteSequenceMax, 27)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 24)","(_id, 1453)","(storyId, 16::5695077541216256#2245365391589376::1626258658000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/942cj47g98AwpLb2yuMCt.1413.AEOSALQ.mpd?mo=GrsDGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEkCLMJIh8KDToBfUIGCMXst4cGSAIaDDEyMDMuQUVPU0FMUSAVogFCCIULEhwKGkoYChMeDwoKBxIQExATDhESDhENChsSEPQDIh8KDToBfUIGCMXst4cGSAIaDDE0MTMuQUVPU0FMUSAWogFCCIYLEhwKGkoYChMeDwoKBxIQExATDhESDhENChsSEPQDIh8KDToBfUIGCMbst4cGSAIaDDE0MTQuQUVPU0FMUSAWogFCCIcLEhwKGkoYChM6HwwNChMkJSQjHRImGxwTFR4pEPQDIh8KDToBfUIGCN7rt4cGSAIaDDE0MTUuQUVPU0FMUSAWogFCCIgLEhwKGkoYChMeDwoKBxIQExATDxATDRENChsSEPQDIh8KDToBfUIGCJ_rt4cGSAIaDDE0MTYuQUVPU0FMUSAWogEkCNAJIh8KDToBfUIGCKDrt4cGSAIaDDEyMzIuQUVPU0FMUSAVogEkCNEJIh8KDToBfUIGCN7rt4cGSAIaDDEyMzMuQUVPU0FMUSAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 52)","(numPrefetchedBytes, 0)"
