PID,DN,DP,TN,RL,seq_num,start_walltime,start_uptime,start_event,end_walltime,end_uptime,end_event
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 17)","(seq_num, 124)","(start_walltime, 1618199889)","(start_uptime, 50337)","(start_event, 1)","(end_walltime, 1618199891)","(end_uptime, 50339)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 18)","(seq_num, 125)","(start_walltime, 1618348881)","(start_uptime, 58429)","(start_event, 7)","(end_walltime, 1618348881)","(end_uptime, 58429)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 19)","(seq_num, 126)","(start_walltime, 1618348881)","(start_uptime, 58429)","(start_event, 1)","(end_walltime, 1618348881)","(end_uptime, 58429)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 20)","(seq_num, 127)","(start_walltime, 1618348881)","(start_uptime, 58429)","(start_event, 1)","(end_walltime, 1618348904)","(end_uptime, 58452)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 21)","(seq_num, 128)","(start_walltime, 1618426521)","(start_uptime, 64310)","(start_event, 1)","(end_walltime, 1618426522)","(end_uptime, 64311)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 22)","(seq_num, 129)","(start_walltime, 1618426522)","(start_uptime, 64311)","(start_event, 1)","(end_walltime, 1618426523)","(end_uptime, 64312)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 23)","(seq_num, 130)","(start_walltime, 1618770420)","(start_uptime, 119394)","(start_event, 7)","(end_walltime, 1618770420)","(end_uptime, 119394)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 24)","(seq_num, 131)","(start_walltime, 1618770420)","(start_uptime, 119394)","(start_event, 1)","(end_walltime, 1618770422)","(end_uptime, 119396)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 25)","(seq_num, 132)","(start_walltime, 1618770422)","(start_uptime, 119396)","(start_event, 1)","(end_walltime, 1618770428)","(end_uptime, 119402)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 26)","(seq_num, 133)","(start_walltime, 1618770457)","(start_uptime, 119431)","(start_event, 7)","(end_walltime, 1618770457)","(end_uptime, 119431)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 27)","(seq_num, 134)","(start_walltime, 1618770457)","(start_uptime, 119431)","(start_event, 1)","(end_walltime, 1618770457)","(end_uptime, 119431)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 28)","(seq_num, 135)","(start_walltime, 1618770457)","(start_uptime, 119431)","(start_event, 1)","(end_walltime, 1618770467)","(end_uptime, 119441)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 29)","(seq_num, 136)","(start_walltime, 1619375277)","(start_uptime, 144821)","(start_event, 7)","(end_walltime, 1619375277)","(end_uptime, 144821)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 30)","(seq_num, 137)","(start_walltime, 1619375277)","(start_uptime, 144821)","(start_event, 1)","(end_walltime, 1619375277)","(end_uptime, 144821)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 31)","(seq_num, 138)","(start_walltime, 1619375277)","(start_uptime, 144821)","(start_event, 1)","(end_walltime, 1619375277)","(end_uptime, 144821)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 32)","(seq_num, 139)","(start_walltime, 1619375277)","(start_uptime, 144821)","(start_event, 1)","(end_walltime, 1619375283)","(end_uptime, 144827)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 33)","(seq_num, 140)","(start_walltime, 1621123996)","(start_uptime, 7385)","(start_event, 7)","(end_walltime, 1621123996)","(end_uptime, 7385)","(end_event, 2)"
"(PID, com.facebook.katana)","(DN, time_in_app_100065791655767.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/time_in_app_100065791655767.db)","(TN, intervals)","(RL, 34)","(seq_num, 141)","(start_walltime, 1621123996)","(start_uptime, 7385)","(start_event, 1)","(end_walltime, 1621123998)","(end_uptime, 7387)","(end_event, 2)"
