PID,DN,DP,TN,RL,_id,capture_time,capture_file_name,capture_server_ip,capture_server_port,capture_app_name_main,capture_app_name_all,capture_proxy_type,capture_protocol_no,capture_pkg_name_all,capture_set_id
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 11)","(_id, 11)","(capture_time, 1618077687381)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7358716297848954913.dat)","(capture_server_ip, 34.107.140.103)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 12)","(_id, 12)","(capture_time, 1618077687549)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1917178512796086511.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 13)","(_id, 13)","(capture_time, 1618077687681)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7414243809164055006.dat)","(capture_server_ip, 34.107.140.103)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 14)","(_id, 14)","(capture_time, 1618077688065)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1678346330359633428.dat)","(capture_server_ip, 130.44.212.180)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 15)","(_id, 15)","(capture_time, 1618077688086)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5968079022637651795.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 16)","(_id, 16)","(capture_time, 1618077688336)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5843553840507868247.dat)","(capture_server_ip, 52.114.76.37)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 17)","(_id, 17)","(capture_time, 1618077688994)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5787276059128375373.dat)","(capture_server_ip, 130.44.212.180)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 18)","(_id, 18)","(capture_time, 1618077689199)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture437001191663242990.dat)","(capture_server_ip, 34.120.163.4)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 19)","(_id, 19)","(capture_time, 1618077689220)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6144254285011884130.dat)","(capture_server_ip, 199.232.130.133)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 20)","(_id, 20)","(capture_time, 1618077689364)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3308435064608227114.dat)","(capture_server_ip, 130.44.212.180)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 21)","(_id, 21)","(capture_time, 1618077689562)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture8086429713236666997.dat)","(capture_server_ip, 34.107.140.103)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 22)","(_id, 22)","(capture_time, 1618077689569)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7958702953818658757.dat)","(capture_server_ip, 151.101.118.133)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 23)","(_id, 23)","(capture_time, 1618077689789)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4815912730571022412.dat)","(capture_server_ip, 172.217.9.226)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 24)","(_id, 24)","(capture_time, 1618077690193)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3026406407872424684.dat)","(capture_server_ip, 184.28.190.64)","(capture_server_port, 443)","(capture_app_name_main, TikTok)","(capture_app_name_all, TikTok)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.zhiliaoapp.musically)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 25)","(_id, 25)","(capture_time, 1618077691198)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7041463807382682024.dat)","(capture_server_ip, 172.217.11.10)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 26)","(_id, 26)","(capture_time, 1618077691532)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture3585066463303313765.dat)","(capture_server_ip, 172.253.115.188)","(capture_server_port, 5228)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 27)","(_id, 27)","(capture_time, 1618077691932)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1892789046065074711.dat)","(capture_server_ip, 172.217.11.10)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 28)","(_id, 28)","(capture_time, 1618077692035)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6116260174474282679.dat)","(capture_server_ip, 52.114.76.37)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 29)","(_id, 29)","(capture_time, 1618077692450)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6577725049176476867.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 30)","(_id, 30)","(capture_time, 1618077693256)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture7849405984326191771.dat)","(capture_server_ip, 172.217.11.10)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 31)","(_id, 31)","(capture_time, 1618077694769)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6056221640514369438.dat)","(capture_server_ip, 52.170.57.27)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 32)","(_id, 32)","(capture_time, 1618077697770)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5589115975609893850.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 33)","(_id, 33)","(capture_time, 1618077697937)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4834267071242859116.dat)","(capture_server_ip, 52.114.88.20)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 34)","(_id, 34)","(capture_time, 1618077701899)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture55962419495558300.dat)","(capture_server_ip, 172.253.115.188)","(capture_server_port, 5228)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 35)","(_id, 35)","(capture_time, 1618077702544)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture687288088305070781.dat)","(capture_server_ip, 52.114.88.20)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 36)","(_id, 36)","(capture_time, 1618077706512)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture5953538898586595478.dat)","(capture_server_ip, 13.73.26.107)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 37)","(_id, 37)","(capture_time, 1618077707103)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture6586097014285516771.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 38)","(_id, 38)","(capture_time, 1618077715533)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4949133452178165081.dat)","(capture_server_ip, 52.170.57.27)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 39)","(_id, 39)","(capture_time, 1618077718341)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4845023630965359002.dat)","(capture_server_ip, 172.217.9.226)","(capture_server_port, 443)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 40)","(_id, 40)","(capture_time, 1618077718909)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2963510275091769600.dat)","(capture_server_ip, 52.170.57.27)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 41)","(_id, 41)","(capture_time, 1618077720531)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture2434500403745703154.dat)","(capture_server_ip, 69.171.250.34)","(capture_server_port, 443)","(capture_app_name_main, Facebook Services)","(capture_app_name_all, Facebook Services)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.facebook.services)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 42)","(_id, 42)","(capture_time, 1618077722271)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture1467156252796151174.dat)","(capture_server_ip, 172.253.115.188)","(capture_server_port, 5228)","(capture_app_name_main, Google Play services)","(capture_app_name_all, Google Play services,Google Services Framework)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.google.android.gms,com.google.android.gsf)","(capture_set_id, 1618077687062)"
"(PID, app.greyshirts.sslcapture)","(DN, schedule.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/app.greyshirts.sslcapture/databases/schedule.db)","(TN, capture)","(RL, 43)","(_id, 43)","(capture_time, 1618077735446)","(capture_file_name, /data/user/0/app.greyshirts.sslcapture/files/capture4153411553706123324.dat)","(capture_server_ip, 40.78.128.150)","(capture_server_port, 443)","(capture_app_name_main, OneDrive)","(capture_app_name_all, OneDrive)","(capture_proxy_type, 1)","(capture_protocol_no, 6)","(capture_pkg_name_all, com.microsoft.skydrive)","(capture_set_id, 1618077687062)"
