PID,DN,DP,TN,RL,key,last_modified_time,pending_delete,size
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 14)","(key, 4957f9a820d1b28b1d3094c6d323e8a1eb3a04026c05ca77f4ab86b8ebe79983)","(last_modified_time, 1623689481889)","(pending_delete, 0)","(size, 8674)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 15)","(key, 51da18d4a2dd9757d4681f3f2726b7e3142e9ba97d3449ff132855fcfcdc6699)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 8129)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 16)","(key, 043e1499ad38c1b851f351e054373864e3bb33d835b471e4c4ca91162e0b7306)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 7577)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 17)","(key, 5cf2d21725cf9f48cc53c7c37a1fb757279356dac352a65f40099f9cd65c279d)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 9341)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 18)","(key, 3544ba99cf49e608b93197e725492a3f12a662fc09e5c070d3681d4af1cdacd0)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 11364)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 19)","(key, 1a9d51ce8a7a9b293bfb6a56c065eedc6a1148f433457eb8f30fc2b435592a71)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 8531)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 20)","(key, 4cb26fca4b22fc54a6f2068738a2f62d73bf68f13366b43732db90bec8a3aa34)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 9973)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 21)","(key, 118ae910294ee6b769c33f6a9975a49296f1df2a988137ab283edd58171c13b5)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 7676)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 22)","(key, 0b4b2a39d3b17986bb8598a07228652863a4c2a852e7dbe4d6562ef84c342f18)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 7689)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 23)","(key, 8a81ed614bd501337914e8fdb0034a3f70d6948f68562e57a8e0eaf1433bf0f6)","(last_modified_time, 1623689481889)","(pending_delete, 0)","(size, 13548)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 24)","(key, 9e72d0b6349f945f707bae8db12d0615c692973f3aab3b643575792e1ccbd219)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 10015)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 25)","(key, 2d9af4e641a6e4c213de9fcbf0b6c607462b31a72923828a03edfe3a361a941d)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 6992)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 26)","(key, 5b7022da181b8d8cfbf7e817e1c03d1a404f242424fdbdfe7f7b5deac26d6547)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 11241)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 27)","(key, 1a3fa4b66b806d6b016405b1ca97a43ea46b2125fc8817954058db35a893ffa4)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 14265)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 28)","(key, a6027e6fa59f83c76cfc806d02d63710ff7aa72bca81613a61d4a4107c2d9549)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 15999)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 29)","(key, 23ff5f05f3bc6b94a2c02c07077aa6fabb770dbca98891dce21daea945abd6b8)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 8706)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 30)","(key, 91db60137b37a48e4c3384110b842daafb960e5e70c368ee15208dead9f2a949)","(last_modified_time, 1625717975910)","(pending_delete, 0)","(size, 11972)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 31)","(key, b608663c8f6bb2af15800a42d629d3136d8ee74402c80946d4ba1736acee0c37)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 8735)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 32)","(key, a8e630c1beccb9f3c86835d181ad0506efd7df2a1492264225aa73582a32095e)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 43122)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 33)","(key, 07852aec7d4bc87c086f57adf6130f0a6b361f5b550395a6836b3a2b7d44c4f7)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 43125)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 34)","(key, ef9f30139e77d579a227493c4cef7456e80d08721fc366cbfddc3fcdd9f3614c)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 58602)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 35)","(key, 40d31ba36dd15ff996f2abfbd569702737fa2e12ec4f99c35ddd622eeebdc662)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 104926)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 36)","(key, c88f10d48913a4834563f2269a783ca156c55a56ac5d601c7faca9bf9c330573)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 155147)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 37)","(key, 9a8dd9b723c288de9ed47a8769c7f12c1426e797c37266e7f1aa6210127b1e9c)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 104993)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 38)","(key, 65addcc3c9ff743fa4940561507e4c70b5f3ea7aef469debe433caff2d05402c)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 71244)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 39)","(key, 4838b2d63ee48e0e27f1239f01c88865e9d50d3e778c88652759bd4ed6c4281b)","(last_modified_time, 1623689505367)","(pending_delete, 0)","(size, 225902)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 40)","(key, 7a0d9c9d4df1f083dd188ad6f84a24325cf6c7c4c53aaf150ce903a6d0134b4c)","(last_modified_time, 1623689505367)","(pending_delete, 0)","(size, 86697)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 41)","(key, 43362cf9e0432902ab48e06cff940d0fd002b47e7b732cfcff9639400a4e22bf)","(last_modified_time, 1623689679518)","(pending_delete, 0)","(size, 184012)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 42)","(key, 34da4a3c53461ea079bb972fdb5aecdb6b693e86c8c148dcae78703ee168279c)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 62531)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 43)","(key, 53911baf5509db6bdb99065db0341ba56669813b73f8401b53884b7a1290f8ef)","(last_modified_time, 1622774464402)","(pending_delete, 0)","(size, 54773)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 44)","(key, f8d3850b7d8a8717223623dfdc0dd3e16cc2426c5191c372a60e4a932772e2e2)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 57127)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 45)","(key, df07e695666287e394b67c6a3f70ae245bc67198397f6d5a91128910ab5ff865)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 167384)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 46)","(key, 3f2b0ed3b0c6bd7a4e46615bdeae9fb159b0999de2d2cce1f6e30e83e24862c2)","(last_modified_time, 1622774464402)","(pending_delete, 0)","(size, 135873)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 47)","(key, eb80a8c62aeac688db4309bad6a507a23e920c92ee2f17939fa2d9c70755a90c)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 152535)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 48)","(key, 147c6675c55db552481fbb449b5912b6249a1f5424b63b27b14f590cc4a0712d)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1798)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 49)","(key, 47c277394e96d996e9b0a0542f5de089b7d1cf6d94123d38feee8a6cd00f841d)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1944)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 50)","(key, 2b96fb7a64ea25b26ff2cab744b1cc1c25ff770452d62343847c909991a3fd39)","(last_modified_time, 1625719066274)","(pending_delete, 0)","(size, 13030)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 51)","(key, 8b498d2db23d410f98ee657f5394cde179d1d116f59324c44105df1db64f94f1)","(last_modified_time, 1625719065670)","(pending_delete, 0)","(size, 13586)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 52)","(key, 885953296d92e1b3cb1faf0e957dbb5871b1bd5a82571f096f54ee9df5e4cfbf)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1880)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 53)","(key, 38db88e35aa81cdaf4e6163d62d9dfefb8a254928c63ec60eb481124d779d8af)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1837)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 54)","(key, 057882c0c787c165d5cf6279d18cc4c2cf1fc2f09b7c26ee1a7f0186fe8cfa28)","(last_modified_time, 1625719066274)","(pending_delete, 0)","(size, 12855)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 55)","(key, 9fad66231571cf854376ed7954ea5c291d1ac1a8e48a6ccd8c1354a4325728c3)","(last_modified_time, 1625719065670)","(pending_delete, 0)","(size, 13123)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 56)","(key, 648f0e142812891f7b6331e31569996ba688d1cbc72f03d9f07e96a422e5a432)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 144457)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 57)","(key, 048d80b84e0e8e66937557beff86f8ff44de5332266f16d296f1e2a6445b94f8)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 457353)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 58)","(key, 5a6437380c98fa4a5975c56d18b1374b58e5a72c3241fc73ea4679146df5c10e)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 121596)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 59)","(key, f373f1f72796af4b8dcde052db951d9192922dd227a7f5840b6800593bd7dff4)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 123052)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 60)","(key, b0cf4ac988819ed173e8ed742b166020d38f9c5771873d52cda945233e1dd0f1)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 542349)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 61)","(key, 91c00f5cd757c8cab3a9c67a0d507dd82bdcde272e2bec101c02b2313e3863b7)","(last_modified_time, 1625717997238)","(pending_delete, 0)","(size, 453314)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 62)","(key, b3798276b5888b2305191f166835e9a6d6606f5ab792ec026e9c01d19056ad50)","(last_modified_time, 1622609859370)","(pending_delete, 0)","(size, 101941)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 63)","(key, c704e74633bb656cc5633466a02c839d5ebd7e290b6343f0091bf491b53b827d)","(last_modified_time, 1620249233564)","(pending_delete, 0)","(size, 399408)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 64)","(key, e47a8ab2849c42a5855d6d927ffb83d89c981a659cc33ce05ee2e22f620f8364)","(last_modified_time, 1623689505367)","(pending_delete, 0)","(size, 67887)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 65)","(key, d0c9cb661e3ff2c9b06fcefe0fab37fc0d03307aa537d591eac1d8c69530a48f)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 50467)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 66)","(key, 36f37f485ae3de02c280c52ec45e1254671e04a77e521bfc90e3508fcfeeba70)","(last_modified_time, 1623689505367)","(pending_delete, 0)","(size, 177650)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 67)","(key, 12fc4b7a7a1ae9e895db7e62abd05cd8f85176225f41ad4b07a26f32f51c21cc)","(last_modified_time, 1623689503137)","(pending_delete, 0)","(size, 132410)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 68)","(key, 918fb81555f497b86d267e245178b0ca030744cc1e4611428bc2e97ec153f2bc)","(last_modified_time, 1625719063538)","(pending_delete, 0)","(size, 1609)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 69)","(key, f336e96e960847eeebad61d67e64f65e469d41509187ffc72d75cfa70a337f8e)","(last_modified_time, 1625719063538)","(pending_delete, 0)","(size, 1562)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 70)","(key, 9e12495bd4d369538ccece0ca54a66cc9139b3bfbb7d60c81f7ad67dff8d7abf)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1333)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 71)","(key, a06905aae2d81b839e2f0af483db29060009cc3d944675824b957a8361bc5f0c)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1769)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 72)","(key, 06982cfd23946c6d1b8c0e86f2250e1f270405c263607fe3a7b0d9cea3771714)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1347)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 73)","(key, 7b178ce9467f89ae8bc0bb059735e311669a28bb95d355f0cfb609f3e6c1e48f)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1493)"
"(PID, com.google.android.apps.photos)","(DN, disk_cache)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.apps.photos/databases/disk_cache)","(TN, journal)","(RL, 74)","(key, 844da947d4604fa45561fb53a6d5544f4973bea6ffc30f204e940b6a6813584d)","(last_modified_time, 1625719065190)","(pending_delete, 0)","(size, 1436)"
