PID,DN,DP,TN,RL,_id,packId,cacheKey,categoryId,packType,version,priority,targetPreview,targetChat,targetOdg,targetBitmojiQuickReply,hasBanner,displayCount,isSponsored,isExpandable,stickerPackTitle
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 11)","(_id, 25)","(packId, contextual_black_lives_matter_060220)","(cacheKey, 767712542)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 2)","(priority, 478)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 12)","(_id, 26)","(packId, hometab_megapack_sky)","(cacheKey, 1550597768)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 4)","(priority, 275)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 16)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 13)","(_id, 27)","(packId, Asian_Heritage_APIDA_Month_050121)","(cacheKey, -604029297)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 2)","(priority, 698)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 14)","(_id, 28)","(packId, hometab_megapack_objects)","(cacheKey, 1169991865)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 8)","(priority, 200)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 35)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 15)","(_id, 29)","(packId, cameo-pack-TopMiddleTimeInfoStickers)","(cacheKey, -1216023001)","(categoryId, geosticker)","(packType, BLOOPS)","(version, 107)","(priority, 891)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 1)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 16)","(_id, 30)","(packId, hometab_megapack_love)","(cacheKey, 1390637002)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 9)","(priority, 465)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 20)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 17)","(_id, 31)","(packId, cameo-pack-IncreasedMiddayStickers)","(cacheKey, -1599659274)","(categoryId, geosticker)","(packType, BLOOPS)","(version, 107)","(priority, 489)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 5)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 18)","(_id, 32)","(packId, cameo-pack-FeaturedUniversalStickers)","(cacheKey, 1987453161)","(categoryId, geosticker)","(packType, BLOOPS)","(version, 222)","(priority, 487)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 1)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 19)","(_id, 33)","(packId, asian_heritage_apida_month_country_050121)","(cacheKey, 800629670)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 2)","(priority, 697)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 20)","(_id, 34)","(packId, bitmoji-geopack-en-bitmoji-hometab-preview-hometab_exp)","(cacheKey, -1081847327)","(categoryId, bitmoji-megapack)","(packType, BITMOJI_META)","(version, -1778897843)","(priority, 501)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 21)","(_id, 35)","(packId, contextual_holiday_stop_asian_hate_041521)","(cacheKey, 1137510918)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 1)","(priority, 479)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 22)","(_id, 36)","(packId, hometab_megapack_happy_sad_mad_haha)","(cacheKey, -1110844915)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 12)","(priority, 400)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 20)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 23)","(_id, 37)","(packId, cameo-pack-MondayStickers)","(cacheKey, 797946586)","(categoryId, geosticker)","(packType, BLOOPS)","(version, 222)","(priority, 488)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 1)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 24)","(_id, 38)","(packId, hometab_megapack_sweets)","(cacheKey, 1253656531)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 3)","(priority, 300)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 20)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 25)","(_id, 39)","(packId, monday)","(cacheKey, -920600117)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 21)","(priority, 770)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, 🌎🌎monday🌎🌎)"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 26)","(_id, 40)","(packId, hometab_megapack_apparel_props)","(cacheKey, 794459104)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 5)","(priority, 150)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 16)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 27)","(_id, 41)","(packId, hometab_megapack_replies)","(cacheKey, 16777797)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 8)","(priority, 460)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 20)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 28)","(_id, 42)","(packId, contextual_holiday_covid_vaccine_en_051121)","(cacheKey, 1355315226)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 1)","(priority, 697)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 29)","(_id, 43)","(packId, hometab_megapack_characters)","(cacheKey, -745272174)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 9)","(priority, 100)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 35)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 30)","(_id, 44)","(packId, hometab_megapack_decoratives)","(cacheKey, 400030836)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 2)","(priority, 450)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 28)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 31)","(_id, 45)","(packId, hometab_megapack_greetings)","(cacheKey, -477490994)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 14)","(priority, 463)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 12)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 32)","(_id, 46)","(packId, hometab_megapack_animals)","(cacheKey, 775360753)","(categoryId, geosticker)","(packType, GEOSTICKER)","(version, 3)","(priority, 125)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 35)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 33)","(_id, 47)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(categoryId, geosticker)","(packType, SNAPCHAT)","(version, 11)","(priority, 1000)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 7)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 34)","(_id, 48)","(packId, albaka)","(cacheKey, -287214309)","(categoryId, albaka)","(packType, SNAPCHAT)","(version, 10)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 35)","(_id, 49)","(packId, cheeky_pop_fun)","(cacheKey, 1676822433)","(categoryId, cheeky_pop_fun)","(packType, SNAPCHAT)","(version, 33)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 36)","(_id, 50)","(packId, chocomi_town)","(cacheKey, -1996220001)","(categoryId, chocomi_town)","(packType, SNAPCHAT)","(version, 15)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 37)","(_id, 51)","(packId, day_in_the_life)","(cacheKey, 1547940998)","(categoryId, day_in_the_life)","(packType, SNAPCHAT)","(version, 9)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 38)","(_id, 52)","(packId, en-megapack)","(cacheKey, -843414527)","(categoryId, en-megapack)","(packType, SNAPCHAT)","(version, 60)","(priority, 0)","(targetPreview, 1)","(targetChat, 0)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 39)","(_id, 53)","(packId, ghost_world_pack)","(cacheKey, 87134643)","(categoryId, ghost_world_pack)","(packType, SNAPCHAT)","(version, 34)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 40)","(_id, 54)","(packId, leetle_seedlings)","(cacheKey, 1183926861)","(categoryId, leetle_seedlings)","(packType, SNAPCHAT)","(version, 25)","(priority, 500)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 41)","(_id, 55)","(packId, lost_n_found)","(cacheKey, -1540752011)","(categoryId, lost_n_found)","(packType, SNAPCHAT)","(version, 14)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 42)","(_id, 56)","(packId, me_n_bae)","(cacheKey, -1131180560)","(categoryId, me_n_bae)","(packType, SNAPCHAT)","(version, 17)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 43)","(_id, 57)","(packId, pb_n_j)","(cacheKey, 359335978)","(categoryId, pb_n_j)","(packType, SNAPCHAT)","(version, 13)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 44)","(_id, 58)","(packId, sheep_2)","(cacheKey, -2141941364)","(categoryId, sheep_2)","(packType, SNAPCHAT)","(version, 17)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/stickers.core.db)","(TN, StickerPackMetadata)","(RL, 45)","(_id, 59)","(packId, sloth_2)","(cacheKey, 651416761)","(categoryId, sloth_2)","(packType, SNAPCHAT)","(version, 26)","(priority, 0)","(targetPreview, 1)","(targetChat, 1)","(targetOdg, 0)","(targetBitmojiQuickReply, 0)","(hasBanner, 0)","(displayCount, 4)","(isSponsored, 0)","(isExpandable, 0)","(stickerPackTitle, )"
