PID,DN,DP,TN,RL,app_id,audience_id,current_results
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 31)","(app_id, com.tmobile.tuesdays)","(audience_id, 26)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 32)","(app_id, com.tmobile.tuesdays)","(audience_id, 27)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 33)","(app_id, com.tmobile.tuesdays)","(audience_id, 28)","(current_results, CAEQARoICAAQxY/hhwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 34)","(app_id, com.tmobile.tuesdays)","(audience_id, 29)","(current_results, CAMQAxoICAAQxY/hhwYaCAgBEMWP4YcG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 35)","(app_id, com.tmobile.tuesdays)","(audience_id, 30)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 36)","(app_id, com.tmobile.tuesdays)","(audience_id, 31)","(current_results, CAEQARoICAAQxY/hhwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 37)","(app_id, com.tmobile.tuesdays)","(audience_id, 32)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 38)","(app_id, com.tmobile.tuesdays)","(audience_id, 33)","(current_results, CAMQAxoICAAQxI/hhwYiCAgBEMSP4YcG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 39)","(app_id, com.tmobile.tuesdays)","(audience_id, 34)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 40)","(app_id, com.tmobile.tuesdays)","(audience_id, 35)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 41)","(app_id, com.tmobile.tuesdays)","(audience_id, 36)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 42)","(app_id, com.tmobile.tuesdays)","(audience_id, 37)","(current_results, CBEQERoICAAQwvuzgwYaCAgEEL/7s4MG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 43)","(app_id, com.tmobile.tuesdays)","(audience_id, 38)","(current_results, CBEQERoICAAQwvuzgwYaCAgEEL/7s4MG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 44)","(app_id, com.tmobile.tuesdays)","(audience_id, 39)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 45)","(app_id, com.tmobile.tuesdays)","(audience_id, 40)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 46)","(app_id, com.tmobile.tuesdays)","(audience_id, 41)","(current_results, CBEQERoICAAQwvuzgwYaCAgEEL/7s4MG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 47)","(app_id, com.tmobile.tuesdays)","(audience_id, 42)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 48)","(app_id, com.tmobile.tuesdays)","(audience_id, 43)","(current_results, CBE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 49)","(app_id, com.tmobile.tuesdays)","(audience_id, 44)","(current_results, CAk=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 50)","(app_id, com.tmobile.tuesdays)","(audience_id, 45)","(current_results, CAU=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 51)","(app_id, com.tmobile.tuesdays)","(audience_id, 48)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 52)","(app_id, com.tmobile.tuesdays)","(audience_id, 49)","(current_results, CAM=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 53)","(app_id, com.google.android.apps.maps)","(audience_id, 8)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 54)","(app_id, com.google.android.apps.maps)","(audience_id, 15)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 55)","(app_id, com.google.android.apps.maps)","(audience_id, 18)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 56)","(app_id, com.google.android.apps.maps)","(audience_id, 30)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 57)","(app_id, com.google.android.apps.maps)","(audience_id, 34)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 58)","(app_id, com.google.android.apps.maps)","(audience_id, 46)","(current_results, CAIQAg==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 59)","(app_id, com.zhiliaoapp.musically)","(audience_id, 15)","(current_results, CAEQARoICAAQ//nXhwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 60)","(app_id, com.zhiliaoapp.musically)","(audience_id, 17)","(current_results, CAEQARoICAAQ8ffXhwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 61)","(app_id, com.zhiliaoapp.musically)","(audience_id, 18)","(current_results, CAEQARoICAAQ//nXhwY=)"
