PID,DN,DP,TN,RL,row_id,server_perm_id,settings_proto,is_dirty
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 11)","(row_id, 12)","(server_perm_id, 8)","(settings_proto, CgE4yvag0AIJCgE42KTSzQEA)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 12)","(row_id, 13)","(server_perm_id, 13)","(settings_proto, CgIxM8r2oNACCgoCMTPwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 13)","(row_id, 14)","(server_perm_id, 33)","(settings_proto, CgIzM8r2oNACCgoCMzPwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 14)","(row_id, 15)","(server_perm_id, 89)","(settings_proto, CgI4Ocr2oNACuwEKAjg5mtLBtAWwAQgCEAAaGAgCEgIIAhICCAMSAggEGAEoASgCKANgASIgCAMSCAgIIBkoADAAEggIByAKKAAwACAAKAEoAigDMAEqIAgDEggICSAZKAAwABIICAcgCigAMAAgACgBKAIoAzACMiAIAxIICAsgGSgAMAASCAgHIAooADAAIAAoASgCKAMwAzoqCAMSCAgKIBkoADAAEggICyAKKAAwABIICAcgGSgAMAAgACgBKAIoAzAE)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 15)","(row_id, 16)","(server_perm_id, 50)","(settings_proto, CgI1MMr2oNACIgoCNTDCu/PIAxgIAhICCAISAggDEgIIBBgBKAEoAigDYAE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 16)","(row_id, 17)","(server_perm_id, 32)","(settings_proto, CgIzMsr2oNACCgoCMzLwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 17)","(row_id, 18)","(server_perm_id, 108)","(settings_proto, CgMxMDjK9qDQAg8KAzEwONqVkJUHBBAACAE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 18)","(row_id, 19)","(server_perm_id, 92)","(settings_proto, CgI5Msr2oNACCgoCOTLYpNLNAQE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 19)","(row_id, 20)","(server_perm_id, 38)","(settings_proto, CgIzOMr2oNACCgoCMzj6/Z3AAgA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 20)","(row_id, 21)","(server_perm_id, 84)","(settings_proto, CgI4NMr2oNACCgoCODTqpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 21)","(row_id, 22)","(server_perm_id, 47)","(settings_proto, CgI0N8r2oNACCgoCNDfS7+qiAwA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 22)","(row_id, 23)","(server_perm_id, 53)","(settings_proto, CgI1M8r2oNACCgoCNTPYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 23)","(row_id, 24)","(server_perm_id, 58)","(settings_proto, CgI1OMr2oNACCgoCNTjqpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 24)","(row_id, 25)","(server_perm_id, 16)","(settings_proto, CgIxNsr2oNACUAoCMTbK5o31AUYIARIZaGVpc2VuYmVyZ2NhcnJvQGdtYWlsLmNvbRoMSGVpc2VuYmVyZyBXUhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29t)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 25)","(row_id, 26)","(server_perm_id, 64)","(settings_proto, CgI2NMr2oNACCgoCNjTYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 26)","(row_id, 27)","(server_perm_id, 111)","(settings_proto, CgMxMTHK9qDQAgsKAzExMdik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 27)","(row_id, 28)","(server_perm_id, 109)","(settings_proto, CgMxMDnK9qDQAgsKAzEwOdik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 28)","(row_id, 29)","(server_perm_id, 110)","(settings_proto, CgMxMTDK9qDQAgsKAzExMNik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 29)","(row_id, 30)","(server_perm_id, 60)","(settings_proto, CgI2MMr2oNACCgoCNjDYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 30)","(row_id, 31)","(server_perm_id, 61)","(settings_proto, CgI2Mcr2oNACKwoCNjHCkrSRBCEKHwoZaGVpc2VuYmVyZ2NhcnJvQGdtYWlsLmNvbRICEgA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 31)","(row_id, 32)","(server_perm_id, 106)","(settings_proto, CgMxMDbK9qDQAgsKAzEwNtik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 32)","(row_id, 33)","(server_perm_id, 100)","(settings_proto, CgMxMDDK9qDQAgsKAzEwMNik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 33)","(row_id, 34)","(server_perm_id, 112)","(settings_proto, CgMxMTLK9qDQAhoKAzExMuqk0s0BDzAxMjEwNjE4MjEzMjAwMA==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 34)","(row_id, 35)","(server_perm_id, 120)","(settings_proto, CgMxMjDK9qDQAgsKAzEyMNik0s0BAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 35)","(row_id, 36)","(server_perm_id, 96)","(settings_proto, CgI5Nsr2oNACCgoCOTbYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 36)","(row_id, 37)","(server_perm_id, 97)","(settings_proto, CgI5N8r2oNACCgoCOTfYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 37)","(row_id, 38)","(server_perm_id, 83)","(settings_proto, CgI4M8r2oNACDAoCODPasdP5BAIYAQ==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 38)","(row_id, 39)","(server_perm_id, 77)","(settings_proto, CgI3N8r2oNACCgoCNzfqpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 39)","(row_id, 40)","(server_perm_id, 68)","(settings_proto, CgI2OMr2oNACCgoCNjjYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 40)","(row_id, 41)","(server_perm_id, 31)","(settings_proto, CgIzMcr2oNACCgoCMzHYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 41)","(row_id, 42)","(server_perm_id, 114)","(settings_proto, CgMxMTTK9qDQAg0KAzExNILvw9MIAggE)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 42)","(row_id, 43)","(server_perm_id, 80)","(settings_proto, CgI4MMr2oNACCgoCODDYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 43)","(row_id, 44)","(server_perm_id, 34)","(settings_proto, CgIzNMr2oNACCgoCMzTqpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 44)","(row_id, 45)","(server_perm_id, 107)","(settings_proto, CgMxMDfK9qDQAgsKAzEwN9ik0s0BAA==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 45)","(row_id, 46)","(server_perm_id, 117)","(settings_proto, CgMxMTfK9qDQAowBCgMxMTfqpNLNAYABZDUyOGM3YmFjODgzMTVkYjBlMWI0NmJmNjU1Njk4ZjY0ZTAxOTgzNjk1MzUxMmRlNDg5NmFjOGM2OTUyZmE0NDljM2E0ZWZmYmRmYjhmMzNlYTU2OTAwNGRlZTEyN2ZmZTI3MDAzYzViNzZkMWFhODFlMzU4NjA0ZWQxOTk1NGE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 46)","(row_id, 47)","(server_perm_id, 59)","(settings_proto, CgI1Ocr2oNACCgoCNTnYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 47)","(row_id, 48)","(server_perm_id, 85)","(settings_proto, CgI4Ncr2oNACCgoCODXwpNLNAQE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 48)","(row_id, 49)","(server_perm_id, 105)","(settings_proto, CgMxMDXK9qDQAgsKAzEwNdLU98wGAA==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 49)","(row_id, 50)","(server_perm_id, 4)","(settings_proto, CgE0yvag0AIJCgE02KTSzQEB)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 50)","(row_id, 51)","(server_perm_id, 65)","(settings_proto, CgI2Ncr2oNACCgoCNjXYpNLNAQE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 51)","(row_id, 52)","(server_perm_id, 66)","(settings_proto, CgI2Nsr2oNACCgoCNjbYpNLNAQE=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 52)","(row_id, 53)","(server_perm_id, 49)","(settings_proto, CgI0Ocr2oNACFAoCNDnqpNLNAQo1MjZiMGQxNzRl)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 53)","(row_id, 54)","(server_perm_id, 3)","(settings_proto, CgEzyvag0AIJCgEz2KTSzQEB)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 54)","(row_id, 55)","(server_perm_id, 70)","(settings_proto, CgI3MMr2oNACCgoCNzDYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 55)","(row_id, 56)","(server_perm_id, 81)","(settings_proto, CgI4Mcr2oNACCgoCODHYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 56)","(row_id, 57)","(server_perm_id, 67)","(settings_proto, CgI2N8r2oNACCgoCNjfYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 57)","(row_id, 58)","(server_perm_id, 30)","(settings_proto, CgIzMMr2oNACCgoCMzDwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 58)","(row_id, 59)","(server_perm_id, 45)","(settings_proto, CgI0Ncr2oNACpwEKAjQ16qTSzQGcAWh0dHBzOi8vd3d3Lmdvb2dsZS5jb20vaW5zaWdodHMvY29uc3VtZXJzdXJ2ZXlzL2FzeW5jX3N1cnZleT9zaXRlPWVlc25sZTRhMzRiZjJpNzZ1Z2p5d2Z2NHQ0JnA9YW5kcm9pZCZ2PWNvbnN1bWVyJmI9MjAyMS4wNS4wMi4zNzM0ODc2MjcuUmVsZWFzZSZyPW5vbmUmbD1lbg==)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 59)","(row_id, 60)","(server_perm_id, 40)","(settings_proto, CgI0MMr2oNACCgoCNDDYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 60)","(row_id, 61)","(server_perm_id, 41)","(settings_proto, CgI0Mcr2oNACCgoCNDHYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 61)","(row_id, 62)","(server_perm_id, 76)","(settings_proto, CgI3Nsr2oNACCgoCNzbYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 62)","(row_id, 63)","(server_perm_id, 43)","(settings_proto, CgI0M8r2oNACCgoCNDPYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 63)","(row_id, 64)","(server_perm_id, 42)","(settings_proto, CgI0Msr2oNACCgoCNDLYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 64)","(row_id, 65)","(server_perm_id, 18)","(settings_proto, CgIxOMr2oNACCgoCMTjYpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 65)","(row_id, 66)","(server_perm_id, 72)","(settings_proto, CgI3Msr2oNACCgoCNzLwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 66)","(row_id, 67)","(server_perm_id, 73)","(settings_proto, CgI3M8r2oNACDgoCNzPwpNLNAcKhmYcG)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 67)","(row_id, 68)","(server_perm_id, 74)","(settings_proto, CgI3NMr2oNACCgoCNzTwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 68)","(row_id, 69)","(server_perm_id, 75)","(settings_proto, CgI3Ncr2oNACCgoCNzXwpNLNAQA=)","(is_dirty, 0)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, settings)","(RL, 69)","(row_id, 70)","(server_perm_id, 115)","(settings_proto, CgMxMTXK9qDQAhkKAzExNar18IgJDgoICAEQAhgCIAISAggE)","(is_dirty, 0)"
