PID,DN,DP,TN,RL,facet_id,id
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 19)","(facet_id, https://mbasic.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 20)","(facet_id, https://id-id.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 21)","(facet_id, https://mobile.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 22)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.workchat/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 23)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.analytics/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 24)","(facet_id, https://www.fb.me/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 25)","(facet_id, https://th-th.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 26)","(facet_id, https://www.fb.watch/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 27)","(facet_id, https://af-za.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 28)","(facet_id, https://msngr.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 29)","(facet_id, https://free.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 30)","(facet_id, android://kmwFUO2u567RIRuR_eBr5MxHSOYdjxr74L0S85SaDQmhz0MGxy5mYq5Me4rnpXOoHX5S5bYSRETq-PQT5rH6aQ==@com.facebook.wakizashi/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 31)","(facet_id, https://work-m.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 32)","(facet_id, https://www.messenger.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 33)","(facet_id, https://www.msngr.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 34)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.wakizashi/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 35)","(facet_id, android://kmwFUO2u567RIRuR_eBr5MxHSOYdjxr74L0S85SaDQmhz0MGxy5mYq5Me4rnpXOoHX5S5bYSRETq-PQT5rH6aQ==@com.facebook.katana/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 36)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.katana/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 37)","(facet_id, https://fb.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 38)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.work/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 39)","(facet_id, https://pt-br.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 40)","(facet_id, https://en-in.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 41)","(facet_id, https://hi-in.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 42)","(facet_id, https://apps.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
