PID,DN,DP,TN,RL,_id,friendRowId,userId,suggestionReason,suggestionToken,added,hidden,seen,deltaForceKey,hiddenTimestamp,score,rankingProfileId,suggestionReasonForToken
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 11)","(_id, 7411)","(friendRowId, 209)","(userId, df82ffc6-ef32-44ac-a793-585717ef63b8)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAACzKCMtuqAwrHFWuOXwK8JrX5r6Jk0Q_VGQ-1igpNNgM-0U8eq9RJF-aGazZ1SDTsms7Wx7fF6QuWXtyagDxlUCBrXRSNAcYTLkqGlaYFjrnxX6eDLaWLohX_IPZYSBh5BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAq_eJO_P8pMGn876rcJmbOw)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 12)","(_id, 7412)","(friendRowId, 1380)","(userId, b5e12fc0-1e06-4de3-a450-883d8ee03232)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAACV8cK853WC9FLScUbh2XiefUl-j6F170VrTOBJ9VQU4i6jRLAsuIYpcPi4KlpnDoHlTuQ8Kr8Di2M2De0ICh-H1M6NamrWsO5R5XJYF31U8GA3A6cXA6HT1o5aF-cbOHhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAXsYhi1_J8zDSSHH6Y0xLAQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 13)","(_id, 7413)","(friendRowId, 1383)","(userId, 30156785-c672-4df7-9a1a-1662990e8376)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAD_NXlecBM9bt2CsgkYJhMconWBcoQDqFj4CVqtMnPRy1RQiBpSfYOwadBWrm22OeaI3vOFnW0V4LHDUGiuMEkFaTFPcImu42XgtljIKyReIYp8eA1y_IA7nxi0iDTezhBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAQi2mAPk1uy8-loiPij9TEA)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 14)","(_id, 7414)","(friendRowId, 80)","(userId, 7fc5c4da-d586-475a-81bd-90b104e349de)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAANRiyF4-Oo8sul7rCPbb04qUf_vshRY-86YXX6WzOu31o20VjiqB05u_JE6IcHgajHhNa0H4riVg3JyPcknKIk4hBZbq4YiIoxnTI9Y7u5WDZdw1XdnX36RpEH-DQbesJBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAjLFJB3WsepcLoQwPCLMcfA)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 15)","(_id, 7415)","(friendRowId, 10)","(userId, 63c77857-a91a-4076-9544-31bdab011e69)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAJ_3Nvegmw7LU1FF-UjeyMh2DMwekPyYvDiBgByab01JuA0C6V_mUNU0Tg4xoX8Z4mVSuGoi2slNjWT4EmevL5XYqlhD0ZlI3Q-T8EKrrxcj_SSNKWdOUqmIRPUuZd9dhxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA7SRBcuwjRlJHgo8SwZPY6Q)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 16)","(_id, 7416)","(friendRowId, 55)","(userId, 11f99a3b-5762-48f2-be17-d404c6b9d9c1)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAALBO89NfMESn9FiISyremdxt5wcHutQV-KRXsX9LfX7JNUljfZgcvfmKeK57GjCaQcthdhlzLaJmLJFDOa59rc-IMn0gCybyujuWyWcLR6SYkTX9nNVv1cIkATP_kSCyuhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA8EclYZdzspg2YozpBh6h9w)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 17)","(_id, 7417)","(friendRowId, 119)","(userId, c9ab63df-1343-4fc2-9bba-419a8dc4e904)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAOWCUVLJJLL-eMVmpmpcYatDIgh2d0xY59VVdS02f1nbicNdE34zV0OdYCZRGKpgdupLgviX-d5TI_z81US8DAXpDcwBQLvZ6lMtGwovtsX81xxVJZR4fEI8ECgzcW9ebxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg8EiMhxzpvNhExYX9hL4iQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 18)","(_id, 7418)","(friendRowId, 83)","(userId, 6e63a0a3-7fe3-4dba-af79-0a809e178935)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAIi6z5JpDsgFKdcKOjQN1pcXcTeg3Hpq48WI6iocKvV3WI-Q2xNndbOzxFrAybhplfNqUux6dGtJ8XHKYKPzADN8fphgs2i1BHITFiwwUXns5RXoXgKH1Rer_W270QTYWxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAgYcD4jtdWRJv0pm0xXQXig)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 19)","(_id, 7419)","(friendRowId, 1424)","(userId, 04290dd8-b1f9-463c-8a33-19c87a300165)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAEZwXJxrTy2snxAbZW1UhPc1aGW4EPnMmsfHWJBmbZnCHXSKB5IY8Cp0NxUtWreuLB59t_IatERKR-1DSOa8C2VY8gobMSK7r3UxdW50zLjfx01LSJl5V5J2QoUOEcnAEhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAbhPb-8lWeX4LLCzdNhFs7w)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 20)","(_id, 7420)","(friendRowId, 117)","(userId, 3dda6465-286d-41a6-99b6-614a493a2f47)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAPDiVt7NtxIDC_fKfnmr_8qeZgiG7k6WYiMK2rY_iLFnF-KefXV1jh0KjoPxHhLq-lOciI38wcQM3X8c-0-PfpEqnAFMdicgj8F65qOFtcYnQqm_J4aGT5woFkI8__WGdhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAg2zNfb066yIjiWYFBzdRcQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 21)","(_id, 7421)","(friendRowId, 1409)","(userId, 8f3d2fc2-19e2-4ad0-9a7d-ab2db2f519f3)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAHvqRrpUMvzSVnTdXqu0fSqD0MYbEXnSvtnGl1Sg5AJfVv1QiqyEus1rak_O_gBw00hsGglA9lJ32WW8UxdElJd23L86L_uxXhHvJFoHOwNPMDdNqFArDGRGesElyFjW-BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA4MixR3XrWtfsoDfZjE-cYg)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 22)","(_id, 7422)","(friendRowId, 1404)","(userId, bd313431-9305-4028-99db-feff8f83bdc5)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAExW7Mws6BLrgDFwJvl2ZWzoiKxMW7z4LbMbWUzEZvVJoMzsYI-7-kptb1pp-BPPc1LMamsEXZfAGqhLvV7Z2iyDlgJst3QU-5SjQvAI71JL8bLoQ2OWV66vy-yiopUI5BUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAUwRqTaHWuyGDLOVKDdpotA)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 23)","(_id, 7423)","(friendRowId, 27)","(userId, cccb42f1-e747-4163-a52f-308bdadb3b4d)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAPOpK_1Fb45AAa0Ky8sk3xaMraCqUDqpzDhTrzT-VRrZ-7jzTV9ZnNPieH0qDLFgvJsXGzsUWglSkujLH5HAxQAtmR10xu2t-0aUVZpSPCJAmT612Ir8bCdHzupRqCvBqBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAEht9v9IVtqS4wS-_00vasQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 24)","(_id, 7424)","(friendRowId, 1005)","(userId, 1fe98709-9f7f-4bd6-971d-0b2d1efc5d0a)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAHcT-RCijiQGLfDLay2WMSedrDX7NmuRdy2qIX94YhlfRF63sGqACjJPbHgt8xZ5hxHM9NjPNL8Vdjwa2qkWGon8VeUWhEvxABEd6kB2hBJA06TbWP6b00CxasA1DeGXZhUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAOzf_kqn-H7O8QtgiyblnRg)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 25)","(_id, 7425)","(friendRowId, 1007)","(userId, effe4305-ebff-4c6f-97c6-567978d3bb74)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAKUsf5w2xj8kfAULFhXR6LfmjoSK6CABRBuT_uiANbDwF6gO-R2H5aVa7OdLMI-kRbNhqe4MhQLkk3-Z7ilk7tZWLUJpKs4QtS36JIRKWZExyEA6GmjORo5WRcAni2Hr0RUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAA4xQ6dEwm2pqaQ4YhpI9_bA)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 26)","(_id, 7426)","(friendRowId, 1410)","(userId, 992718b4-8cb8-4229-8e21-3e4e08c898a2)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAIJOzGgVvx-EynJYHsc2t6kqYm80gBP4BLpQZXve9T6UrascpbTS4hV40w4lfGrIG3hPDQWaK89g8vspCctMHROUBp8jiB9PPLbDsCwH8mXngqBSRJ1N14QwQQqJJTLyhRUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAB_z-nxLkZ_iD_la8Sli6Jw)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 27)","(_id, 7427)","(friendRowId, 250)","(userId, b59d5453-04d1-4499-b6b3-7c02669c10f4)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAPm0uf-k0m7fwuVybUTi8IWfk98CxuPD5L7gmYPIl5jpzF5zLyknLswOMhMvT7IhZt7Z8fMrD-1Fsf9C4iDw9HqOQpkzUdlqP9oTGWlraWU-Soqpx-zK80Tg9_5FGAgJrxUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAGmPd9R58T1atmEsI0HG4iQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 28)","(_id, 7428)","(friendRowId, 101)","(userId, 66c5c5aa-cd4a-4805-9818-28de1594f532)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAHtZ1YqVjMADI0Tb1hRSh_UAI8AeLWmA9gfsn-147fXp00XJtkOF_Hs4yEtAT3CyneVaU7uruCWSIa6Rv3BWLSyfSi7F2vhANIatHrleyornQr36CXY0HvSOl6hQSFYm9xUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAZ5uypZNefkU3qgzoQn4p9g)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, SuggestedFriend)","(RL, 29)","(_id, 7429)","(friendRowId, 1379)","(userId, 15296585-776e-41ab-857e-46a581ac3631)","(suggestionReason, )","(suggestionToken, BgAAAAcAAABrNDEwMjk5YAAAAFQUJPCa1eFhGcuICtAKwhkXhboB-1n6HEN5Xi08yI7wVAQiXGowWK2LT2buvTkoGjk8htSZDInyyH1eTOxH1TLlIhtYGiLOKXZefYR-13Opcp1i0TQ5ka3xXWDlF_rrBBUAAABmcmllbmQtcmVjb21tZW5kYXRpb24QAAAAkA43KwO52Q7s5bqxaQRBaQ)","(added, 0)","(hidden, 0)","(seen, 1)","(deltaForceKey, 0)","(hiddenTimestamp, 0)","(score, None)","(rankingProfileId, None)","(suggestionReasonForToken, None)"
