PID,DN,DP,TN,RL,_id,hashtag,asset_url,start_time,end_time,animations
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 21)","(_id, 21)","(hashtag, 20YıldırAynıSofrada)","(asset_url, https://abs.twimg.com/hashflags/YemekSepeti_2021/YemekSepeti_2021.png)","(start_time, 1623287700000)","(end_time, 1630977360000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 22)","(_id, 22)","(hashtag, 20YılıYedik)","(asset_url, https://abs.twimg.com/hashflags/YemekSepeti_2021/YemekSepeti_2021.png)","(start_time, 1623287700000)","(end_time, 1630977360000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 23)","(_id, 23)","(hashtag, 24時間短冊)","(asset_url, https://abs.twimg.com/hashflags/2021StarFestivalTanabata/2021StarFestivalTanabata.png)","(start_time, 1625151600000)","(end_time, 1626533940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 24)","(_id, 24)","(hashtag, 2inOneByPoise)","(asset_url, https://abs.twimg.com/hashflags/Poise_May_2021/Poise_May_2021.png)","(start_time, 1621987200000)","(end_time, 1630036800000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 25)","(_id, 25)","(hashtag, 2Kratings)","(asset_url, https://abs.twimg.com/hashflags/NBA2K22_July_2021/NBA2K22_July_2021.png)","(start_time, 1626246000000)","(end_time, 1641020340000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 26)","(_id, 26)","(hashtag, 2PM)","(asset_url, https://abs.twimg.com/hashflags/Kpop_VIT_2PM/Kpop_VIT_2PM.png)","(start_time, 1624806000000)","(end_time, 1632754800000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 27)","(_id, 27)","(hashtag, 2・5周年大決戦祭)","(asset_url, https://abs.twimg.com/hashflags/Romasaga_25y_May_2021/Romasaga_25y_May_2021.png)","(start_time, 1622214000000)","(end_time, 1629989940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 28)","(_id, 28)","(hashtag, 3Imagined)","(asset_url, https://abs.twimg.com/hashflags/PaulMcCartney_April_2021/PaulMcCartney_April_2021.png)","(start_time, 1618502400000)","(end_time, 1627660800000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 29)","(_id, 29)","(hashtag, 4aKlondikeShake)","(asset_url, https://abs.twimg.com/hashflags/KlondikeMasterband_2021/KlondikeMasterband_2021.png)","(start_time, 1622185200000)","(end_time, 1629961200000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 30)","(_id, 30)","(hashtag, 4TheValley)","(asset_url, https://abs.twimg.com/hashflags/WNBA_Teams_2021_PHX_v2/WNBA_Teams_2021_PHX_v2.png)","(start_time, 1620921600000)","(end_time, 1634921940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 31)","(_id, 31)","(hashtag, 50周年・思い出のメニューが続々)","(asset_url, https://abs.twimg.com/hashflags/McDonalds50thanniversaryJP2021/McDonalds50thanniversaryJP2021.png)","(start_time, 1623942000000)","(end_time, 1630421940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 32)","(_id, 32)","(hashtag, 5ASide)","(asset_url, https://abs.twimg.com/hashflags/Ladbrokes5ASide_May_2021/Ladbrokes5ASide_May_2021.png)","(start_time, 1622246400000)","(end_time, 1630022400000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 33)","(_id, 33)","(hashtag, 5GForOman)","(asset_url, https://abs.twimg.com/hashflags/OmanTel5G_2021_v3/OmanTel5G_2021_v3.png)","(start_time, 1623715200000)","(end_time, 1631282400000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 34)","(_id, 34)","(hashtag, 6in6)","(asset_url, https://abs.twimg.com/hashflags/XboxLoveStory_2021/XboxLoveStory_2021.png)","(start_time, 1623600000000)","(end_time, 1631574000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 35)","(_id, 35)","(hashtag, 6months6games)","(asset_url, https://abs.twimg.com/hashflags/XboxLoveStory_2021/XboxLoveStory_2021.png)","(start_time, 1623600000000)","(end_time, 1631574000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 36)","(_id, 36)","(hashtag, 6thRaven)","(asset_url, https://abs.twimg.com/hashflags/CDL_Team_2021_LON/CDL_Team_2021_LON.png)","(start_time, 1610373600000)","(end_time, 1641020400000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 37)","(_id, 37)","(hashtag, 7AFL)","(asset_url, https://abs.twimg.com/hashflags/AFL_2021_7AFL/AFL_2021_7AFL.png)","(start_time, 1616025600000)","(end_time, 1637539140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 38)","(_id, 38)","(hashtag, 7anosINTZ)","(asset_url, https://abs.twimg.com/hashflags/INTZ_June_2021/INTZ_June_2021.png)","(start_time, 1622689200000)","(end_time, 1626965940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 39)","(_id, 39)","(hashtag, 7月7日はカルピスの誕生日)","(asset_url, https://abs.twimg.com/hashflags/AsahiSoftDrinkCalpis02TanabataJapan2021/AsahiSoftDrinkCalpis02TanabataJapan2021.png)","(start_time, 1625497200000)","(end_time, 1633273140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 40)","(_id, 40)","(hashtag, 88RISING)","(asset_url, https://abs.twimg.com/hashflags/88RISING_May_2021/88RISING_May_2021.png)","(start_time, 1621990800000)","(end_time, 1627254000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 41)","(_id, 41)","(hashtag, GrowTogether)","(asset_url, https://abs.twimg.com/hashflags/GrowTogether_v4/GrowTogether_v4.png)","(start_time, 1505919600000)","(end_time, 32526144000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 42)","(_id, 42)","(hashtag, HeForShe)","(asset_url, https://abs.twimg.com/hashflags/HeForShe_fixed/HeForShe_fixed.png)","(start_time, 1474376400000)","(end_time, 2452597200000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 43)","(_id, 43)","(hashtag, InclusionIsHappening)","(asset_url, https://abs.twimg.com/hashflags/TwitterTogether_InclusionIsHappening_v2/TwitterTogether_InclusionIsHappening_v2.png)","(start_time, 1528993800000)","(end_time, 3485635140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 44)","(_id, 44)","(hashtag, MeToo)","(asset_url, https://abs.twimg.com/hashflags/MeToo_v3/MeToo_v3.png)","(start_time, 1515431700000)","(end_time, 33072278400000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 45)","(_id, 45)","(hashtag, MeTooIndia)","(asset_url, https://abs.twimg.com/hashflags/MeToo_India_2018/MeToo_India_2018.png)","(start_time, 1539536700000)","(end_time, 33096470340000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 46)","(_id, 46)","(hashtag, MyTwitterAnniversary)","(asset_url, https://abs.twimg.com/hashflags/MyTwitterAnniversary/MyTwitterAnniversary.png)","(start_time, 1506013200000)","(end_time, 32526489600000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 47)","(_id, 47)","(hashtag, NBATwitter)","(asset_url, https://abs.twimg.com/hashflags/NBATwitter_2018_RefreshEmoji/NBATwitter_2018_RefreshEmoji.png)","(start_time, 1539705600000)","(end_time, 3471897600000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 48)","(_id, 48)","(hashtag, NetNeutrality)","(asset_url, https://abs.twimg.com/hashflags/Net_Emoji_Evergreen/Net_Emoji_Evergreen.png)","(start_time, 1550707200000)","(end_time, 32535129600000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 49)","(_id, 49)","(hashtag, Nowruz)","(asset_url, https://abs.twimg.com/hashflags/nowruz2018_v4/nowruz2018_v4.png)","(start_time, 1521846300000)","(end_time, 33095260800000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 50)","(_id, 50)","(hashtag, PersianNewYear)","(asset_url, https://abs.twimg.com/hashflags/nowruz2018_v4/nowruz2018_v4.png)","(start_time, 1521846300000)","(end_time, 33095260800000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 51)","(_id, 51)","(hashtag, StudentsStandUp)","(asset_url, https://abs.twimg.com/hashflags/Parkland_Extension/Parkland_Extension.png)","(start_time, 1527747600000)","(end_time, 33053011200000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 52)","(_id, 52)","(hashtag, VidasNegrasImportam)","(asset_url, https://abs.twimg.com/hashflags/BlackLivesMatter_VidasNegrasImportam/BlackLivesMatter_VidasNegrasImportam.png)","(start_time, 1550534400000)","(end_time, 7861881600000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 53)","(_id, 53)","(hashtag, WeMetOnTwitter)","(asset_url, https://abs.twimg.com/hashflags/WeMetOnt_Emoji/WeMetOnt_Emoji.png)","(start_time, 1501718400000)","(end_time, 32522169600000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 54)","(_id, 54)","(hashtag, AAPI)","(asset_url, https://abs.twimg.com/hashflags/AHM_RepresentAsian_2021/AHM_RepresentAsian_2021.png)","(start_time, 1619765940000)","(end_time, 1635749940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 55)","(_id, 55)","(hashtag, AAPIHM)","(asset_url, https://abs.twimg.com/hashflags/AHM_RepresentAsian_2021/AHM_RepresentAsian_2021.png)","(start_time, 1619765940000)","(end_time, 1635749940000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 56)","(_id, 56)","(hashtag, AbandonarOBarco)","(asset_url, https://abs.twimg.com/hashflags/Disney_JungleCruise_Boat_2021/Disney_JungleCruise_Boat_2021.png)","(start_time, 1626262200000)","(end_time, 1634194740000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 57)","(_id, 57)","(hashtag, ABlackLadySketchShow)","(asset_url, https://abs.twimg.com/hashflags/HBO_ABLSS_May_2021/HBO_ABLSS_May_2021.png)","(start_time, 1620878400000)","(end_time, 1628568000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 58)","(_id, 58)","(hashtag, ABLSS)","(asset_url, https://abs.twimg.com/hashflags/HBO_ABLSS_May_2021/HBO_ABLSS_May_2021.png)","(start_time, 1620878400000)","(end_time, 1628568000000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 59)","(_id, 59)","(hashtag, ACE)","(asset_url, https://abs.twimg.com/hashflags/KpopACE_June_2021/KpopACE_June_2021.png)","(start_time, 1623596400000)","(end_time, 1631545140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 60)","(_id, 60)","(hashtag, ACE_comeback)","(asset_url, https://abs.twimg.com/hashflags/KpopACE_June_2021/KpopACE_June_2021.png)","(start_time, 1623596400000)","(end_time, 1631545140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 61)","(_id, 61)","(hashtag, ACE_higher)","(asset_url, https://abs.twimg.com/hashflags/KpopACE_June_2021/KpopACE_June_2021.png)","(start_time, 1623596400000)","(end_time, 1631545140000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 62)","(_id, 62)","(hashtag, acer)","(asset_url, https://abs.twimg.com/hashflags/Acer_aspirevero_2021/Acer_aspirevero_2021.png)","(start_time, 1622073600000)","(end_time, 1629985440000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 63)","(_id, 63)","(hashtag, AcesHigh)","(asset_url, https://abs.twimg.com/hashflags/OWL_Season4_Team_Feb_2021_London/OWL_Season4_Team_Feb_2021_London.png)","(start_time, 1613397600000)","(end_time, 1641020400000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 64)","(_id, 64)","(hashtag, AdaAqua)","(asset_url, https://abs.twimg.com/hashflags/KebaikanAqua_April_2021/KebaikanAqua_April_2021.png)","(start_time, 1618800420000)","(end_time, 1626662820000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 65)","(_id, 65)","(hashtag, Adaptoid)","(asset_url, https://abs.twimg.com/hashflags/HuluMODOK2021/HuluMODOK2021.png)","(start_time, 1620716400000)","(end_time, 1628578740000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 66)","(_id, 66)","(hashtag, adidasFORUM)","(asset_url, https://abs.twimg.com/hashflags/adidasFORUM_2021/adidasFORUM_2021.png)","(start_time, 1626159600000)","(end_time, 1631343540000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 67)","(_id, 67)","(hashtag, adidasOriginals)","(asset_url, https://abs.twimg.com/hashflags/adidasFORUM_2021/adidasFORUM_2021.png)","(start_time, 1626159600000)","(end_time, 1631343540000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 68)","(_id, 68)","(hashtag, adidasOriginalsFORUM)","(asset_url, https://abs.twimg.com/hashflags/adidasFORUM_2021/adidasFORUM_2021.png)","(start_time, 1626159600000)","(end_time, 1631343540000)","(animations, None)"
"(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 69)","(_id, 69)","(hashtag, AdobeSummit)","(asset_url, https://abs.twimg.com/hashflags/AdobeSummit_2021/AdobeSummit_2021.png)","(start_time, 1619161200000)","(end_time, 1627023600000)","(animations, None)"
