Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,tag,lensId,lensIconContentUri
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 16)","(tag, flower)","(lensId, 46785460901)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FkWMnyc7EBHZeK1brPGQN6%3Fbo%3DEhgaABoAMgF9OgEEQgYI2ezE9QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 17)","(tag, food)","(lensId, 47343710912)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FlTJBNDaBQywtpL4rqtKPl%3Fbo%3DEhgaABoAMgF9OgEEQgYIgrGZ9gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 18)","(tag, goo)","(lensId, 52045131108)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FQykwqITzScGvWPOiPe8ji%3Fbo%3DEhgaABoAMgF9OgEEQgYI0_mm-wVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 19)","(tag, good morning)","(lensId, 42151550932)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FyVFXd3xhUxTURFvPjVDDQ%3Fbo%3DEhgaABoAMgF9OgEEQgYI4bbC8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 20)","(tag, good nig)","(lensId, 49661000895)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FXEzy2MLQp5tvmO7D9kqyo%3Fbo%3DEhgaABoAMgF9OgEEQgYIyeuU-gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 21)","(tag, good night)","(lensId, 29929687239)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FelDuwviDEd2BjOrdrzmYU%3Fbo%3DEhgaABoAMgF9OgEEQgYIy-3J8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 22)","(tag, ha)","(lensId, 5189866427682816)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2F0NGmIySytY6xL07NGJTCb%3Fbo%3DEhgaABoAMgF9OgEEQgYIm_jF9QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 23)","(tag, hap)","(lensId, 55959300917)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2Fe84A4guhyVhBtPALn21ZH%3Fbo%3DEhgaABoAMgF9OgEEQgYIqrL3-wVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 24)","(tag, happy)","(lensId, 38965010875)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FAUTDHkfWx7umVtT3WlN0Q%3Fbo%3DEhgaABoAMgF9OgEEQgYI8evP8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 25)","(tag, happy bi)","(lensId, 25445737229)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FWhPA0JSiEr184lT2qpyjK%3Fbo%3DEhgaABoAMgF9OgEEQgYIz5rM8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 26)","(tag, happy birthday)","(lensId, 41050540996)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FZCYipLJy0j2FzSeWI5uk2%3Fbo%3DEhgaABoAMgF9OgEEQgYInNLG8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 27)","(tag, heart)","(lensId, 50844650944)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FDb1Kh12p90DmAT9M8fKQS%3Fbo%3DEhgaABoAMgF9OgEEQgYIp-XK-QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 28)","(tag, hearts)","(lensId, 44396261296)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FjnemvTYoyiEa7660VpjB8%3Fbo%3DEhgaABoAMgF9OgEEQgYIsYn08gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 29)","(tag, hot)","(lensId, 54238890888)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FdDhZQgrXDxyq19Db2ikfs%3Fbo%3DEhgaABoAMgF9OgEEQgYIxqjM_AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 30)","(tag, kiss)","(lensId, 20919147253)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FnoQD2ixerkd0DzICddkvo%3Fbo%3DEhgaABoAMgF9OgEEQgYIq-v19QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 31)","(tag, lo)","(lensId, 42716371407)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FYoFaP371p3EGgVszu75tE%3Fbo%3DEhgaABoAMgF9OgEEQgYIxc_O8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 32)","(tag, lov)","(lensId, 47076330875)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FSat4I2MTGRtEOQFPYiM9T%3Fbo%3DEhgaABoAMgF9OgEEQgYI0sLW9AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 33)","(tag, love)","(lensId, 46481490875)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FNmMe3i1fKvGN3LEk4hW5o%3Fbo%3DEhgaABoAMgF9OgEEQgYIivup9QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 34)","(tag, love you)","(lensId, 49142271346)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2F45pqjoGsEV0AshemHQcoK%3Fbo%3DEhgaABoAMgF9OgEEQgYI8PHS9wVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 35)","(tag, miss)","(lensId, 52977111041)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FWA9V5HFntuCcaB1wqww5x%3Fbo%3DEhgaABoAMgF9OgEEQgYIhKWx-wVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 36)","(tag, miss you)","(lensId, 54181030889)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FkwWrWjRuL19D2GxklZhvk%3Fbo%3DEhgaABoAMgF9OgEEQgYIo82R_AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 37)","(tag, mood)","(lensId, 45682010905)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FIgfXav9WmCyI81QDS1810%3Fbo%3DEhgaABoAMgF9OgEEQgYIpdjB9AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 38)","(tag, night)","(lensId, 45693770899)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FUglBUfbpfNYZ2Pn440hQD%3Fbo%3DEhgaABoAMgF9OgEEQgYI7Ou79AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 39)","(tag, rain)","(lensId, 53546841072)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FynPeCTAsvi14BY3okVGfB%3Fbo%3DEhgaABoAMgF9OgEEQgYIhePv_AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 40)","(tag, sad)","(lensId, 47810311215)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FCcIJE9GQRAkiSR32Ar7K7%3Fbo%3DEhgaABoAMgF9OgEEQgYI0LvZ9gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 41)","(tag, sick)","(lensId, 43927061042)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FEpJ4lYoU6dvQqplbIgBeH%3Fbo%3DEhgaABoAMgF9OgEEQgYIsviz8gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 42)","(tag, sleep)","(lensId, 47986330908)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FDOr7EVYCdJuVWNOpUwqY3%3Fbo%3DEhgaABoAMgF9OgEEQgYIp8ro9gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 43)","(tag, star)","(lensId, 37889050984)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FAJ6AM3Sal7RWT1npV161M%3Fbo%3DEhgaABoAMgF9OgEEQgYIwMC88AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 44)","(tag, stre)","(lensId, 24993727246)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FvOUHQIq83ro6wBM9BtYDR%3Fbo%3DEhgaABoAMgF9OgEEQgYI2Jyn8QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 45)","(tag, strea)","(lensId, 43504750920)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FyqrNtCmnKFJUD9mDCC58D%3Fbo%3DEhgaABoAMgF9OgEEQgYIhtTG8QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 46)","(tag, streak)","(lensId, 43504750920)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FyqrNtCmnKFJUD9mDCC58D%3Fbo%3DEhgaABoAMgF9OgEEQgYIhtTG8QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 47)","(tag, streaks)","(lensId, 43504750920)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FyqrNtCmnKFJUD9mDCC58D%3Fbo%3DEhgaABoAMgF9OgEEQgYIhtTG8QVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 48)","(tag, summer)","(lensId, 50763900891)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2Fz1WmbF9jBSAGU1twqlJBO%3Fbo%3DEhgaABoAMgF9OgEEQgYIwaT39wVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 49)","(tag, sun)","(lensId, 31045217243)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2F97FtGYR9RsCkGnebUaKz4%3Fbo%3DEhgaABoAMgF9OgEEQgYIlrLP8AVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 50)","(tag, ti)","(lensId, 50728750886)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2F7OBfeMHWbZwESlTvFPb5S%3Fbo%3DEhgaABoAMgF9OgEEQgYIqYeU9gVIAlASYAE%253D%26uc%3D18)"
"(Package Name, com.snapchat.android)","(Original Database Name, feature)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/feature)","(Table Name, LensesToSuggest)","(Line ID, 51)","(tag, tired)","(lensId, 48253071308)","(lensIconContentUri, content://com.snapchat.android.provider/lens_icon/https%3A%2F%2Fbolt-gcdn.sc-cdn.net%2F3%2FqcnsMvo2mN6YAT1Wu3xl1%3Fbo%3DEhgaABoAMgF9OgEEQgYIs6iO9wVIAlASYAE%253D%26uc%3D18)"
