Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,feedback_action
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 11)","(_id, 218)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 12)","(_id, 219)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 13)","(_id, 220)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 14)","(_id, 221)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 15)","(_id, 222)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 16)","(_id, 223)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 17)","(_id, 224)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 18)","(_id, 225)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 19)","(_id, 226)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 20)","(_id, 227)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 21)","(_id, 228)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 22)","(_id, 229)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 23)","(_id, 230)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 24)","(_id, 231)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 25)","(_id, 248)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12849075430715936768XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 26)","(_id, 249)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12848959431836487680XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 27)","(_id, 250)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12898648511855550464XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 28)","(_id, 251)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12898645455344517120XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 29)","(_id, 252)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12930484568305541120XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 30)","(_id, 253)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12898657691010191360XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 31)","(_id, 254)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x0b10027232467XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 32)","(_id, 255)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x0b10027604610XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 33)","(_id, 256)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12848921866995613696XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 34)","(_id, 257)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12898262889378619392XXj\x10LBUeHBXEATkMAAAAX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 35)","(_id, 258)","(feedback_action, b'J\x02j\x0cRichBehaviori8jM/2/timeline/feedback.json?feedback_type=RichBehavior&action_metadata=FcQBOQwA1I\x08\x01\x11\tX\x118j\x04NONEI\x12\x07Ij\x12898672147031146496XXj\x10LBUeHBXEATkMAAAAX')"
