PID,DN,DP,TN,RL,update_id,permission
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 74)","(update_id, 65)","(permission, com.facebook.permission.prod.FB_APP_COMMUNICATION)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 75)","(update_id, 65)","(permission, android.permission.READ_CONTACTS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 76)","(update_id, 65)","(permission, android.permission.GET_ACCOUNTS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 77)","(update_id, 65)","(permission, android.permission.ACCESS_MEDIA_LOCATION)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 78)","(update_id, 65)","(permission, android.permission.READ_SYNC_SETTINGS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 79)","(update_id, 65)","(permission, android.permission.READ_SMS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 80)","(update_id, 65)","(permission, android.permission.CALL_PHONE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 81)","(update_id, 65)","(permission, com.sonyericsson.home.permission.BROADCAST_BADGE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 82)","(update_id, 65)","(permission, com.htc.launcher.permission.READ_SETTINGS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 83)","(update_id, 65)","(permission, android.permission.AUTHENTICATE_ACCOUNTS)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 84)","(update_id, 65)","(permission, com.facebook.orca.permission.CROSS_PROCESS_BROADCAST_MANAGER)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 85)","(update_id, 65)","(permission, com.facebook.orca.permission.RECEIVE_ADM_MESSAGE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 86)","(update_id, 65)","(permission, android.permission.FOREGROUND_SERVICE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 87)","(update_id, 65)","(permission, android.permission.BLUETOOTH_ADMIN)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 88)","(update_id, 65)","(permission, android.permission.SYSTEM_ALERT_WINDOW)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 89)","(update_id, 65)","(permission, com.amazon.device.messaging.permission.RECEIVE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 90)","(update_id, 65)","(permission, android.permission.READ_PROFILE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 91)","(update_id, 65)","(permission, android.permission.RECEIVE_BOOT_COMPLETED)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 92)","(update_id, 65)","(permission, android.permission.NFC)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 93)","(update_id, 65)","(permission, android.permission.WRITE_EXTERNAL_STORAGE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 94)","(update_id, 65)","(permission, android.permission.BLUETOOTH_ADVERTISE)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 95)","(update_id, 65)","(permission, android.permission.ACCESS_FINE_LOCATION)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.facebook.appmanager/databases/update_service)","(TN, package_permission)","(RL, 96)","(update_id, 65)","(permission, com.sec.android.provider.badge.permission.READ)"
