PID,DN,DP,TN,RL,frosting_id,apk_path,last_updated,pk,data
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 11)","(frosting_id, 0)","(apk_path, /system/app/ChromeCustomizations/ChromeCustomizations.apk)","(last_updated, 1230735600000)","(pk, com.sec.android.app.chromecustomizations)","(data, Cihjb20uc2VjLmFuZHJvaWQuYXBwLmNocm9tZWN1c3RvbWl6YXRpb25zEIDTu+zoIxo5L3N5c3RlbS9hcHAvQ2hyb21lQ3VzdG9taXphdGlvbnMvQ2hyb21lQ3VzdG9taXphdGlvbnMuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 12)","(frosting_id, 0)","(apk_path, /system/priv-app/CocktailBarService_v3.2/CocktailBarService_v3.2.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.app.cocktailbarservice)","(data, Cipjb20uc2Ftc3VuZy5hbmRyb2lkLmFwcC5jb2NrdGFpbGJhcnNlcnZpY2UQgNO77OgjGkQvc3lzdGVtL3ByaXYtYXBwL0NvY2t0YWlsQmFyU2VydmljZV92My4yL0NvY2t0YWlsQmFyU2VydmljZV92My4yLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 13)","(frosting_id, 0)","(apk_path, /vendor/overlay/DisplayCutoutEmulationCorner/DisplayCutoutEmulationCornerOverlay.apk)","(last_updated, 1230735600000)","(pk, com.android.internal.display.cutout.emulation.corner)","(data, CjRjb20uYW5kcm9pZC5pbnRlcm5hbC5kaXNwbGF5LmN1dG91dC5lbXVsYXRpb24uY29ybmVyEIDTu+zoIxpUL3ZlbmRvci9vdmVybGF5L0Rpc3BsYXlDdXRvdXRFbXVsYXRpb25Db3JuZXIvRGlzcGxheUN1dG91dEVtdWxhdGlvbkNvcm5lck92ZXJsYXkuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 14)","(frosting_id, 0)","(apk_path, /vendor/overlay/DisplayCutoutEmulationDouble/DisplayCutoutEmulationDoubleOverlay.apk)","(last_updated, 1230735600000)","(pk, com.android.internal.display.cutout.emulation.double)","(data, CjRjb20uYW5kcm9pZC5pbnRlcm5hbC5kaXNwbGF5LmN1dG91dC5lbXVsYXRpb24uZG91YmxlEIDTu+zoIxpUL3ZlbmRvci9vdmVybGF5L0Rpc3BsYXlDdXRvdXRFbXVsYXRpb25Eb3VibGUvRGlzcGxheUN1dG91dEVtdWxhdGlvbkRvdWJsZU92ZXJsYXkuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 15)","(frosting_id, 0)","(apk_path, /system/priv-app/SecTelephonyProvider/SecTelephonyProvider.apk)","(last_updated, 1230735600000)","(pk, com.android.providers.telephony)","(data, Ch9jb20uYW5kcm9pZC5wcm92aWRlcnMudGVsZXBob255EIDTu+zoIxo+L3N5c3RlbS9wcml2LWFwcC9TZWNUZWxlcGhvbnlQcm92aWRlci9TZWNUZWxlcGhvbnlQcm92aWRlci5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 16)","(frosting_id, 0)","(apk_path, /system/app/BGMProvider/BGMProvider.apk)","(last_updated, 1230735600000)","(pk, com.sec.android.app.ve.vebgm)","(data, Chxjb20uc2VjLmFuZHJvaWQuYXBwLnZlLnZlYmdtEIDTu+zoIxonL3N5c3RlbS9hcHAvQkdNUHJvdmlkZXIvQkdNUHJvdmlkZXIuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 17)","(frosting_id, 0)","(apk_path, /system/app/DRParser/DRParser.apk)","(last_updated, 1230735600000)","(pk, com.sec.android.app.parser)","(data, Chpjb20uc2VjLmFuZHJvaWQuYXBwLnBhcnNlchCA07vs6CMaIS9zeXN0ZW0vYXBwL0RSUGFyc2VyL0RSUGFyc2VyLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 18)","(frosting_id, 0)","(apk_path, /system/priv-app/DynamicSystemInstallationService/DynamicSystemInstallationService.apk)","(last_updated, 1230735600000)","(pk, com.android.dynsystem)","(data, ChVjb20uYW5kcm9pZC5keW5zeXN0ZW0QgNO77OgjGlYvc3lzdGVtL3ByaXYtYXBwL0R5bmFtaWNTeXN0ZW1JbnN0YWxsYXRpb25TZXJ2aWNlL0R5bmFtaWNTeXN0ZW1JbnN0YWxsYXRpb25TZXJ2aWNlLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 19)","(frosting_id, 0)","(apk_path, /vendor/overlay/NavigationBarModeGesturalNoHintWideBack/NavigationBarModeGesturalNoHintOverlayWideBack.apk)","(last_updated, 1230735600000)","(pk, com.samsung.internal.systemui.navbar.gestural_no_hint_wide_back)","(data, Cj9jb20uc2Ftc3VuZy5pbnRlcm5hbC5zeXN0ZW11aS5uYXZiYXIuZ2VzdHVyYWxfbm9faGludF93aWRlX2JhY2sQgNO77OgjGmovdmVuZG9yL292ZXJsYXkvTmF2aWdhdGlvbkJhck1vZGVHZXN0dXJhbE5vSGludFdpZGVCYWNrL05hdmlnYXRpb25CYXJNb2RlR2VzdHVyYWxOb0hpbnRPdmVybGF5V2lkZUJhY2suYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 20)","(frosting_id, 0)","(apk_path, /system/app/NetworkStackOverlay/NetworkStackOverlay.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.networkstack)","(data, CiBjb20uc2Ftc3VuZy5hbmRyb2lkLm5ldHdvcmtzdGFjaxCA07vs6CMaNy9zeXN0ZW0vYXBwL05ldHdvcmtTdGFja092ZXJsYXkvTmV0d29ya1N0YWNrT3ZlcmxheS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 21)","(frosting_id, 0)","(apk_path, /vendor/overlay/IconShapePebble/IconShapePebbleOverlay.apk)","(last_updated, 1230735600000)","(pk, com.android.theme.icon.pebble)","(data, Ch1jb20uYW5kcm9pZC50aGVtZS5pY29uLnBlYmJsZRCA07vs6CMaOi92ZW5kb3Ivb3ZlcmxheS9JY29uU2hhcGVQZWJibGUvSWNvblNoYXBlUGViYmxlT3ZlcmxheS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 22)","(frosting_id, 0)","(apk_path, /system/app/SamsungCalendar/SamsungCalendar.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.calendar)","(data, Chxjb20uc2Ftc3VuZy5hbmRyb2lkLmNhbGVuZGFyEIDTu+zoIxovL3N5c3RlbS9hcHAvU2Ftc3VuZ0NhbGVuZGFyL1NhbXN1bmdDYWxlbmRhci5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 23)","(frosting_id, 0)","(apk_path, /system/priv-app/SamsungTimeZoneUpdater/SamsungTimeZoneUpdater.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.timezone.updater)","(data, CiRjb20uc2Ftc3VuZy5hbmRyb2lkLnRpbWV6b25lLnVwZGF0ZXIQgNO77OgjGkIvc3lzdGVtL3ByaXYtYXBwL1NhbXN1bmdUaW1lWm9uZVVwZGF0ZXIvU2Ftc3VuZ1RpbWVab25lVXBkYXRlci5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 24)","(frosting_id, 0)","(apk_path, /system/priv-app/SamsungCalendarProvider/SamsungCalendarProvider.apk)","(last_updated, 1230735600000)","(pk, com.android.providers.calendar)","(data, Ch5jb20uYW5kcm9pZC5wcm92aWRlcnMuY2FsZW5kYXIQgNO77OgjGkQvc3lzdGVtL3ByaXYtYXBwL1NhbXN1bmdDYWxlbmRhclByb3ZpZGVyL1NhbXN1bmdDYWxlbmRhclByb3ZpZGVyLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 25)","(frosting_id, 0)","(apk_path, /system/priv-app/SamsungAccount/SamsungAccount.apk)","(last_updated, 1230735600000)","(pk, com.osp.app.signin)","(data, ChJjb20ub3NwLmFwcC5zaWduaW4QgNO77OgjGjIvc3lzdGVtL3ByaXYtYXBwL1NhbXN1bmdBY2NvdW50L1NhbXN1bmdBY2NvdW50LmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 26)","(frosting_id, 0)","(apk_path, /system/priv-app/AREmoji/AREmoji.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.aremoji)","(data, Chtjb20uc2Ftc3VuZy5hbmRyb2lkLmFyZW1vamkQgNO77OgjGiQvc3lzdGVtL3ByaXYtYXBwL0FSRW1vamkvQVJFbW9qaS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 27)","(frosting_id, 0)","(apk_path, /system/priv-app/ClipboardSaveService/ClipboardSaveService.apk)","(last_updated, 1230735600000)","(pk, com.samsung.clipboardsaveservice)","(data, CiBjb20uc2Ftc3VuZy5jbGlwYm9hcmRzYXZlc2VydmljZRCA07vs6CMaPi9zeXN0ZW0vcHJpdi1hcHAvQ2xpcGJvYXJkU2F2ZVNlcnZpY2UvQ2xpcGJvYXJkU2F2ZVNlcnZpY2UuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 28)","(frosting_id, 0)","(apk_path, /system/app/TetheringAutomation/TetheringAutomation.apk)","(last_updated, 1230735600000)","(pk, com.sec.automation)","(data, ChJjb20uc2VjLmF1dG9tYXRpb24QgNO77OgjGjcvc3lzdGVtL2FwcC9UZXRoZXJpbmdBdXRvbWF0aW9uL1RldGhlcmluZ0F1dG9tYXRpb24uYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 29)","(frosting_id, 0)","(apk_path, /system/priv-app/SmartEye/SmartEye.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.service.airviewdictionary)","(data, Ci1jb20uc2Ftc3VuZy5hbmRyb2lkLnNlcnZpY2UuYWlydmlld2RpY3Rpb25hcnkQgNO77OgjGiYvc3lzdGVtL3ByaXYtYXBwL1NtYXJ0RXllL1NtYXJ0RXllLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 30)","(frosting_id, 0)","(apk_path, /system/priv-app/MediaProviderLegacy/MediaProviderLegacy.apk)","(last_updated, 1230735600000)","(pk, com.android.providers.media)","(data, Chtjb20uYW5kcm9pZC5wcm92aWRlcnMubWVkaWEQgNO77OgjGjwvc3lzdGVtL3ByaXYtYXBwL01lZGlhUHJvdmlkZXJMZWdhY3kvTWVkaWFQcm92aWRlckxlZ2FjeS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 31)","(frosting_id, 0)","(apk_path, /system/system_ext/priv-app/GoogleOneTimeInitializer/GoogleOneTimeInitializer.apk)","(last_updated, 1230735600000)","(pk, com.google.android.onetimeinitializer)","(data, CiVjb20uZ29vZ2xlLmFuZHJvaWQub25ldGltZWluaXRpYWxpemVyEIDTu+zoIxpRL3N5c3RlbS9zeXN0ZW1fZXh0L3ByaXYtYXBwL0dvb2dsZU9uZVRpbWVJbml0aWFsaXplci9Hb29nbGVPbmVUaW1lSW5pdGlhbGl6ZXIuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 32)","(frosting_id, 0)","(apk_path, /system/app/GoogleExtShared/GoogleExtShared.apk)","(last_updated, 1230735600000)","(pk, com.google.android.ext.shared)","(data, Ch1jb20uZ29vZ2xlLmFuZHJvaWQuZXh0LnNoYXJlZBCA07vs6CMaLy9zeXN0ZW0vYXBwL0dvb2dsZUV4dFNoYXJlZC9Hb29nbGVFeHRTaGFyZWQuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 33)","(frosting_id, 0)","(apk_path, /vendor/overlay/NavigationBarModeGesturalWideBack/NavigationBarModeGesturalOverlayWideBack.apk)","(last_updated, 1230735600000)","(pk, com.android.internal.systemui.navbar.gestural_wide_back)","(data, Cjdjb20uYW5kcm9pZC5pbnRlcm5hbC5zeXN0ZW11aS5uYXZiYXIuZ2VzdHVyYWxfd2lkZV9iYWNrEIDTu+zoIxpeL3ZlbmRvci9vdmVybGF5L05hdmlnYXRpb25CYXJNb2RlR2VzdHVyYWxXaWRlQmFjay9OYXZpZ2F0aW9uQmFyTW9kZUdlc3R1cmFsT3ZlcmxheVdpZGVCYWNrLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 34)","(frosting_id, 0)","(apk_path, /system/system_ext/priv-app/WallpaperCropper/WallpaperCropper.apk)","(last_updated, 1230735600000)","(pk, com.android.wallpapercropper)","(data, Chxjb20uYW5kcm9pZC53YWxscGFwZXJjcm9wcGVyEIDTu+zoIxpBL3N5c3RlbS9zeXN0ZW1fZXh0L3ByaXYtYXBwL1dhbGxwYXBlckNyb3BwZXIvV2FsbHBhcGVyQ3JvcHBlci5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 35)","(frosting_id, 0)","(apk_path, /vendor/overlay/IconShapeVessel/IconShapeVesselOverlay.apk)","(last_updated, 1230735600000)","(pk, com.android.theme.icon.vessel)","(data, Ch1jb20uYW5kcm9pZC50aGVtZS5pY29uLnZlc3NlbBCA07vs6CMaOi92ZW5kb3Ivb3ZlcmxheS9JY29uU2hhcGVWZXNzZWwvSWNvblNoYXBlVmVzc2VsT3ZlcmxheS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 36)","(frosting_id, 0)","(apk_path, /system/priv-app/wallpaper-res/wallpaper-res.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.wallpaper.res)","(data, CiFjb20uc2Ftc3VuZy5hbmRyb2lkLndhbGxwYXBlci5yZXMQgNO77OgjGjAvc3lzdGVtL3ByaXYtYXBwL3dhbGxwYXBlci1yZXMvd2FsbHBhcGVyLXJlcy5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 37)","(frosting_id, 0)","(apk_path, /vendor/overlay/AccentColorCinnamon/AccentColorCinnamonOverlay.apk)","(last_updated, 1230735600000)","(pk, com.android.theme.color.cinnamon)","(data, CiBjb20uYW5kcm9pZC50aGVtZS5jb2xvci5jaW5uYW1vbhCA07vs6CMaQi92ZW5kb3Ivb3ZlcmxheS9BY2NlbnRDb2xvckNpbm5hbW9uL0FjY2VudENvbG9yQ2lubmFtb25PdmVybGF5LmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 38)","(frosting_id, 0)","(apk_path, /system/app/SmartMirroring/SmartMirroring.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.smartmirroring)","(data, CiJjb20uc2Ftc3VuZy5hbmRyb2lkLnNtYXJ0bWlycm9yaW5nEIDTu+zoIxotL3N5c3RlbS9hcHAvU21hcnRNaXJyb3JpbmcvU21hcnRNaXJyb3JpbmcuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 39)","(frosting_id, 0)","(apk_path, /system/priv-app/SKMSAgent/SKMSAgent.apk)","(last_updated, 1230735600000)","(pk, com.skms.android.agent)","(data, ChZjb20uc2ttcy5hbmRyb2lkLmFnZW50EIDTu+zoIxooL3N5c3RlbS9wcml2LWFwcC9TS01TQWdlbnQvU0tNU0FnZW50LmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 40)","(frosting_id, 0)","(apk_path, /system/app/MAPSAgent/MAPSAgent.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.mapsagent)","(data, Ch1jb20uc2Ftc3VuZy5hbmRyb2lkLm1hcHNhZ2VudBCA07vs6CMaIy9zeXN0ZW0vYXBwL01BUFNBZ2VudC9NQVBTQWdlbnQuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 41)","(frosting_id, 0)","(apk_path, /system/priv-app/SendHelpMessage/SendHelpMessage.apk)","(last_updated, 1230735600000)","(pk, com.sec.android.app.safetyassurance)","(data, CiNjb20uc2VjLmFuZHJvaWQuYXBwLnNhZmV0eWFzc3VyYW5jZRCA07vs6CMaNC9zeXN0ZW0vcHJpdi1hcHAvU2VuZEhlbHBNZXNzYWdlL1NlbmRIZWxwTWVzc2FnZS5hcGs=)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 42)","(frosting_id, 0)","(apk_path, /system/priv-app/SamsungInCallUI/SamsungInCallUI.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.incallui)","(data, Chxjb20uc2Ftc3VuZy5hbmRyb2lkLmluY2FsbHVpEIDTu+zoIxo0L3N5c3RlbS9wcml2LWFwcC9TYW1zdW5nSW5DYWxsVUkvU2Ftc3VuZ0luQ2FsbFVJLmFwaw==)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 43)","(frosting_id, 0)","(apk_path, /system/priv-app/KnoxCore/KnoxCore.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.knox.containercore)","(data, CiZjb20uc2Ftc3VuZy5hbmRyb2lkLmtub3guY29udGFpbmVyY29yZRCA07vs6CMaJi9zeXN0ZW0vcHJpdi1hcHAvS25veENvcmUvS25veENvcmUuYXBr)"
"(PID, com.android.vending)","(DN, frosting.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/frosting.db)","(TN, frosting)","(RL, 44)","(frosting_id, 0)","(apk_path, /system/app/LiveDrawing/LiveDrawing.apk)","(last_updated, 1230735600000)","(pk, com.samsung.android.service.livedrawing)","(data, Cidjb20uc2Ftc3VuZy5hbmRyb2lkLnNlcnZpY2UubGl2ZWRyYXdpbmcQgNO77OgjGicvc3lzdGVtL2FwcC9MaXZlRHJhd2luZy9MaXZlRHJhd2luZy5hcGs=)"
