Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,text,data,path,storage_type,text_type,update_time
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 25)","(text, watch out, snow reported ahead)",,"(path, database//Jane//1625260854-884242-12.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 26)","(text, watch out, Construction on road ahead)",,"(path, database//Jane//1625260854-884243-13.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 27)","(text, watch out, vehicle stopped on road ahead)",,"(path, database//Jane//1625260854-884244-14.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 28)","(text, police reported ahead)",,"(path, database//Jane//1625260854-884244-15.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 29)","(text, in)",,"(path, database//Jane//1625260855-367390-44.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 30)","(text, to)",,"(path, database//Jane//1625260855-367395-45.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 31)","(text, on)",,"(path, database//Jane//1625260855-367396-46.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 32)","(text, meters)",,"(path, database//Jane//1625260855-367397-47.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 33)","(text, Approaching stop point)",,"(path, database//Jane//1625260855-365752-40.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 34)","(text, Did you drop off your rider?)",,"(path, database//Jane//1625260855-365757-41.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 35)","(text, you've arrived at)",,"(path, database//Jane//1625260855-365758-42.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 36)","(text, within)",,"(path, database//Jane//1625260855-365759-43.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 37)","(text, Reminder, turn on your headlights.)",,"(path, database//Jane//1625260855-85391-32.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 38)","(text, Wazer needs help)",,"(path, database//Jane//1625260855-85394-33.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 39)","(text, Let's go)",,"(path, database//Jane//1625260855-85395-34.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 40)","(text, All set, let's go!)",,"(path, database//Jane//1625260855-85396-35.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 41)","(text, We're all set, let's go!)",,"(path, database//Jane//1625260855-224122-36.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 42)","(text, We're all set, drive safely)",,"(path, database//Jane//1625260855-224126-37.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 43)","(text, Let's get started, drive safely)",,"(path, database//Jane//1625260855-224127-38.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 44)","(text, Let’s Carpool today)",,"(path, database//Jane//1625260855-224128-39.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 45)","(text, Entering a high crime area2)",,"(path, database//Jane//1625260854-885421-28.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 46)","(text, Your drive passes through a high risk or illegal area)",,"(path, database//Jane//1625260854-885422-29.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 47)","(text, High crime area2)",,"(path, database//Jane//1625260854-885423-30.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 48)","(text, Entering a road that requires headlights. Don't forget to turn them on.)",,"(path, database//Jane//1625260854-885423-31.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 49)","(text, at)",,"(path, database//Jane//1625260855-377950-52.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 50)","(text, in two hundred meters)",,"(path, database//Jane//1625260855-377954-53.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 51)","(text, in four hundred meters)",,"(path, database//Jane//1625260855-377955-54.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 52)","(text, in five hundred meters)",,"(path, database//Jane//1625260855-377956-55.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 53)","(text, in eight hundred meters)",,"(path, database//Jane//1625260855-382509-56.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 54)","(text, in one kilometer)",,"(path, database//Jane//1625260855-382513-57.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 55)","(text, in one point five kilometers)",,"(path, database//Jane//1625260855-382514-58.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 56)","(text, in 500 feet)",,"(path, database//Jane//1625260855-382515-59.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 57)","(text, miles)",,"(path, database//Jane//1625260855-376903-48.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 58)","(text, take the)",,"(path, database//Jane//1625260855-376907-49.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 59)","(text, exit)",,"(path, database//Jane//1625260855-376908-50.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 60)","(text, then)",,"(path, database//Jane//1625260855-376909-51.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 61)","(text, in a quarter of a mile)",,"(path, database//Jane//1625260855-486050-60.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 62)","(text, in O point three miles)",,"(path, database//Jane//1625260855-486053-61.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 63)","(text, in half a mile)",,"(path, database//Jane//1625260855-486054-62.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 64)","(text, in O point six miles)",,"(path, database//Jane//1625260855-486055-63.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 65)","(text, in one mile)",,"(path, database//Jane//1625260855-498488-64.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 66)","(text, the coupon was saved in your inbox)",,"(path, database//Jane//1625260855-498492-65.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 67)","(text, don't forget to check out your coupon before purchase)",,"(path, database//Jane//1625260855-498493-66.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 68)","(text, you're approaching your destination)",,"(path, database//Jane//1625260855-498494-67.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260855)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 69)","(text, you'll arrive)",,"(path, database//Jane//1625260855-504544-68.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 70)","(text, take the first exit)",,"(path, database//Jane//1625260855-504548-69.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 71)","(text, take the second exit)",,"(path, database//Jane//1625260855-504549-70.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 72)","(text, take the third exit)",,"(path, database//Jane//1625260855-504549-71.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 73)","(text, continue straight)",,"(path, database//Jane//1625260855-668304-80.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 74)","(text, at the roundabout)",,"(path, database//Jane//1625260855-668308-81.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 75)","(text, at the roundabout, turn left)",,"(path, database//Jane//1625260855-668310-82.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 76)","(text, at the roundabout, continue straight)",,"(path, database//Jane//1625260855-668310-83.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 77)","(text, at the roundabout, turn right)",,"(path, database//Jane//1625260855-703882-84.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 78)","(text, at the roundabout, make a u-turn)",,"(path, database//Jane//1625260855-703887-85.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
"(Package Name, com.waze)","(Original Database Name, tts.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.waze/waze/tts/tts.db)","(Table Name, Jane)","(Line ID, 79)","(text, you've arrived at your destination)",,"(path, database//Jane//1625260855-703888-86.tts)","(storage_type, 2)","(text_type, 0)","(update_time, 1625260856)"
