Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,creation_utc,host_key,name,value,path,expires_utc,is_secure,is_httponly,last_access_utc,has_expires,is_persistent,priority,encrypted_value,samesite,source_scheme,source_port,is_same_party
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 14)","(creation_utc, 13268462487889082)","(host_key, .ibm.com)","(name, _abck)","(value, 82999014B91A786AF5D63D2BD2B94978~0~YAAQD+EZuOOozxd6AQAAyuBHHQYUfWGFn/kK7VwNCryWpWHBIEotsTDrc5WA3iWGmVzPM+3fNPLYhNIrTUkH3pxZn2v9DRgmROfzMohcuIaeOSKPa5MdyzsFJHPNFzvlHE8XOwOEfCy8CFeKqwVq0fc8fZOvfa7/LOCPexKyLWF9kodd1Kv7QLaiFPsaBcmc3PSiR0iYOX/TaYGgBSGZvVmgAfiY0OiAi8ai0NSiMR7Vir3CaGM6HVX/1MQ2oQS3MPi/MnZouahjEt4NWjGx4BO65cyAoLE6voVyxD3hXoR+GI9EaaH6gKf6Ho+Wf4Mv7DLLN9nbnieRP/9H5gjWRKXVRAyDVar92Eu7u7O4aGA2HvuXzucUW/giwcBDIsZU24ZDun4GW2sNECQLt8nzcCBd68K07w==~-1~||-1||~-1)","(path, /)","(expires_utc, 13299998487889082)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 15)","(creation_utc, 13268462492375270)","(host_key, .ibm.com)","(name, _ga)","(value, GA1.2.313964959.1623988892)","(path, /)","(expires_utc, 13331534492000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 16)","(creation_utc, 13268462492378478)","(host_key, .ibm.com)","(name, _gid)","(value, GA1.2.956972362.1623988892)","(path, /)","(expires_utc, 13268548892000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 17)","(creation_utc, 13268462492838987)","(host_key, .ibm.com)","(name, _hjTLDTest)","(value, 1)","(path, /)","(expires_utc, 0)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, 1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 18)","(creation_utc, 13268462492841097)","(host_key, .ibm.com)","(name, _hjid)","(value, d672cced-1031-4d2a-825a-94397ecfe5e3)","(path, /)","(expires_utc, 13299998492000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 19)","(creation_utc, 13268462493741134)","(host_key, .ibm.com)","(name, ajs%3Acookies)","(value, true)","(path, /)","(expires_utc, 13299998493000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 20)","(creation_utc, 13268462485614464)","(host_key, .ibm.com)","(name, ak_bmsc)","(value, 27D2F26E7A37191FEF96D4E5E7B6EEC3~000000000000000000000000000000~YAAQD+EZuH+ozxd6AQAA5tdHHQy+E0tx79rzOpWOAwKF9xkhsC+X1loiJFhX2QYj91fFfRT6IUA7vAtsAuFrwr3bB+fRNLnnwEspAzbP8d4Hik9Q4fmKTjDyEAia6zA0DCueA3WWP4Z63VnE5kqFbePrcJ5aiXO9DuOnSljFzoxADK9IQtbq5WpgPvDbtU+ee8qR2cF2h7lYI0GNJkV8HG51zTlhhwHkyVgWve4v6wtuQs+7/qegMJdJfIqxq8/I5gxrMWRlwNX3gtPCGgZ8Ofqic3x45zHyeJkjQDRvfdRfxDfa0bD5Cmr3Vc56gII+sT0OkH2TMzAGWRDej/3jmpEd6pTKnGF2lwMs5Ui2UNtrxQWdNzh381YhBZ+oztNKOdrlFOdTLDitLvGQhhARSl0dsGezoV6+KSHqpigNmtvX)","(path, /)","(expires_utc, 13268469685614464)","(is_secure, 0)","(is_httponly, 1)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 21)","(creation_utc, 13268462489406841)","(host_key, cloud.ibm.com)","(name, analytics-csrf)","(value, OAGsaVZRCrEJLN6dIa2S0RgZ)","(path, /analytics)","(expires_utc, 0)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466376740374)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 22)","(creation_utc, 13268462485614047)","(host_key, .ibm.com)","(name, bm_sz)","(value, 766A8D2B90E62675B8541CD5B5AE5327~YAAQD+EZuH2ozxd6AQAA5tdHHQxSeoGe36LcgxWriwud5Ox/6Tat84rtV0QKFA57yuUSUEOQ3raKSYyCToNGtmobB0PtMwLR0lQgDTMQ262RvF8KADHcadJui8rT8cHIewwafNy3tdkCMsTumSiPTxkSjuRFiz7FWRM4QKq0vhRF2RjcpPPSOxLqs1GM)","(path, /)","(expires_utc, 13268476885614047)","(is_secure, 0)","(is_httponly, 1)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 23)","(creation_utc, 13268462492348030)","(host_key, www.ibm.com)","(name, cm-pill-events)","(value, {%22hasCollapseAnimated%22:true})","(path, /)","(expires_utc, 0)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 24)","(creation_utc, 13268462490432616)","(host_key, .contact-module.ibm.com)","(name, cmaas.sid)","(value, 3237331d-4dc6-447d-97f3-c221af577c64)","(path, /)","(expires_utc, 13299566490432616)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268462490432616)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 25)","(creation_utc, 13268462489275282)","(host_key, .cloud.ibm.com)","(name, com.ibm.cloud.console.nEU)","(value, 1)","(path, /)","(expires_utc, 13268548889407234)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466376740374)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 26)","(creation_utc, 13268462493309195)","(host_key, www.ibm.com)","(name, kampyleSessionPageCounter)","(value, 1)","(path, /)","(expires_utc, 13299998493000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 27)","(creation_utc, 13268462493289217)","(host_key, www.ibm.com)","(name, kampyleUserSession)","(value, 1623988893288)","(path, /)","(expires_utc, 13299998493000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 28)","(creation_utc, 13268462493292676)","(host_key, www.ibm.com)","(name, kampyleUserSessionsCount)","(value, 1)","(path, /)","(expires_utc, 13299998493000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 29)","(creation_utc, 13268462493275297)","(host_key, www.ibm.com)","(name, kampyle_userid)","(value, dafa-1de8-2a36-af84-5334-948a-9f3b-7216)","(path, /)","(expires_utc, 13299998493000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 30)","(creation_utc, 13268466377798398)","(host_key, .ibm.com)","(name, BM_SESSION_ID)","(value, 1623992777575)","(path, /analytics)","(expires_utc, 13268468177798398)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466377798398)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 31)","(creation_utc, 13268466376335342)","(host_key, login.ibm.com)","(name, CIPD-S-SESSION-ID)","(value, 1_2_0_VtFqt494jI5ggD6f+CUaxi+mHM+6VDGlSy6S8ZwVFFhJgZPo)","(path, /)","(expires_utc, 0)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466376335342)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 32)","(creation_utc, 13268466376469793)","(host_key, .ibm.com)","(name, OPTOUTMULTI)","(value, 0:0%7Cc1:1%7Cc2:0%7Cc3:0)","(path, /)","(expires_utc, 13300002376000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466376469793)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 33)","(creation_utc, 13268466377905166)","(host_key, idaas.iam.ibm.com)","(name, PD-S-SESSION-ID)","(value, 1_2_0_q85P7UUqVgvk+bQ2idRUHdPh4IQRyr1eyeD2l0GP1IVxsxFe)","(path, /)","(expires_utc, 0)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466377905166)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 34)","(creation_utc, 13268466377661083)","(host_key, .ibm.com)","(name, _gcl_dc)","(value, GCL.1623992778.COK-isO0oPECFSeDywEdH6wADA)","(path, /)","(expires_utc, 13276242377000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466377661083)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 35)","(creation_utc, 13268466377746891)","(host_key, .ibm.com)","(name, _uetsid)","(value, ddb4be20cfe911eb99099b6cf4f2ffa3)","(path, /)","(expires_utc, 13268552777000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466377746891)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 36)","(creation_utc, 13268466377758786)","(host_key, .ibm.com)","(name, _uetvid)","(value, ddb564f0cfe911eba9bfd15542e1f34c)","(path, /)","(expires_utc, 13302162377000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466377758786)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 37)","(creation_utc, 13268462491403177)","(host_key, .ibm.com)","(name, at_check)","(value, true)","(path, /)","(expires_utc, 0)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466376648012)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 38)","(creation_utc, 13268466377905256)","(host_key, .iam.ibm.com)","(name, bm_sv)","(value, 3912096E2BEB39F8FE3C87104B6C968D~c1T2ABV4JTspzTeU2djrN/uo0vqBhWqludtZwmOoLVRQgnoDSUTswIWkVH3mdOtMes/EW+fI88bHSzQ7X7oYkvAMCWF1r9VL9znsptIPttBl4Kp8JLn9/EAz4ZhYjeHtBWbnAq3Ud+HaQLoNyWI4l8dtPbIlWcr83GicZLrzHhg=)","(path, /)","(expires_utc, 13268469685905256)","(is_secure, 0)","(is_httponly, 1)","(last_access_utc, 13268466377905256)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
