PID,DN,DP,TN,RL,_id,originalUsername,mutableUsername,encodedUsername
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 1)","(_id, 1)","(originalUsername, heisenbergcarro)","(mutableUsername, heisenbergcarro)","(encodedUsername, heisenbergcarro|heisenbergcarro)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 18)","(_id, 24)","(originalUsername, chloe_ann72)","(mutableUsername, None)","(encodedUsername, chloe_ann72|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 19)","(_id, 25)","(originalUsername, lighhskinn.sxdd)","(mutableUsername, None)","(encodedUsername, lighhskinn.sxdd|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 20)","(_id, 26)","(originalUsername, official.rayy24)","(mutableUsername, None)","(encodedUsername, official.rayy24|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 21)","(_id, 27)","(originalUsername, baebae20045)","(mutableUsername, None)","(encodedUsername, baebae20045|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 22)","(_id, 28)","(originalUsername, june_elyse7)","(mutableUsername, None)","(encodedUsername, june_elyse7|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 23)","(_id, 29)","(originalUsername, ksnuffer23)","(mutableUsername, None)","(encodedUsername, ksnuffer23|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 24)","(_id, 30)","(originalUsername, mel.boouni)","(mutableUsername, None)","(encodedUsername, mel.boouni|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 25)","(_id, 31)","(originalUsername, period_2018)","(mutableUsername, None)","(encodedUsername, period_2018|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 26)","(_id, 32)","(originalUsername, vanessaazhu)","(mutableUsername, None)","(encodedUsername, vanessaazhu|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 27)","(_id, 33)","(originalUsername, johanelly005_gv)","(mutableUsername, None)","(encodedUsername, johanelly005_gv|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 28)","(_id, 34)","(originalUsername, babygirl_ali124)","(mutableUsername, None)","(encodedUsername, babygirl_ali124|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 29)","(_id, 35)","(originalUsername, luissolis4093)","(mutableUsername, None)","(encodedUsername, luissolis4093|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 30)","(_id, 36)","(originalUsername, aaronquinn212)","(mutableUsername, None)","(encodedUsername, aaronquinn212|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 31)","(_id, 37)","(originalUsername, itsnotashen)","(mutableUsername, None)","(encodedUsername, itsnotashen|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 32)","(_id, 38)","(originalUsername, angel021888)","(mutableUsername, None)","(encodedUsername, angel021888|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 33)","(_id, 39)","(originalUsername, xfreyac.x)","(mutableUsername, None)","(encodedUsername, xfreyac.x|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 34)","(_id, 40)","(originalUsername, lari_mart1nez)","(mutableUsername, None)","(encodedUsername, lari_mart1nez|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 35)","(_id, 41)","(originalUsername, thareal_dmj1)","(mutableUsername, None)","(encodedUsername, thareal_dmj1|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 36)","(_id, 42)","(originalUsername, tm.jaysnick)","(mutableUsername, None)","(encodedUsername, tm.jaysnick|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 37)","(_id, 43)","(originalUsername, s_king9407)","(mutableUsername, None)","(encodedUsername, s_king9407|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 38)","(_id, 44)","(originalUsername, jisseltorres20)","(mutableUsername, None)","(encodedUsername, jisseltorres20|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 39)","(_id, 45)","(originalUsername, alemiipe)","(mutableUsername, None)","(encodedUsername, alemiipe|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 40)","(_id, 46)","(originalUsername, thatplug.trap)","(mutableUsername, None)","(encodedUsername, thatplug.trap|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 41)","(_id, 47)","(originalUsername, globabyk12)","(mutableUsername, None)","(encodedUsername, globabyk12|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 42)","(_id, 48)","(originalUsername, celine.cch29)","(mutableUsername, None)","(encodedUsername, celine.cch29|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 43)","(_id, 49)","(originalUsername, jadasmokesalot)","(mutableUsername, None)","(encodedUsername, jadasmokesalot|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 44)","(_id, 50)","(originalUsername, kays_truths)","(mutableUsername, None)","(encodedUsername, kays_truths|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 45)","(_id, 51)","(originalUsername, overland_cg)","(mutableUsername, None)","(encodedUsername, overland_cg|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 46)","(_id, 52)","(originalUsername, bryanf7430)","(mutableUsername, None)","(encodedUsername, bryanf7430|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 47)","(_id, 53)","(originalUsername, kcm2sm)","(mutableUsername, None)","(encodedUsername, kcm2sm|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 48)","(_id, 54)","(originalUsername, krystal_m108)","(mutableUsername, None)","(encodedUsername, krystal_m108|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 49)","(_id, 55)","(originalUsername, felipeignacio_3)","(mutableUsername, None)","(encodedUsername, felipeignacio_3|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 50)","(_id, 56)","(originalUsername, ostreetz206)","(mutableUsername, None)","(encodedUsername, ostreetz206|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 51)","(_id, 57)","(originalUsername, isabelacobley)","(mutableUsername, None)","(encodedUsername, isabelacobley|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 52)","(_id, 58)","(originalUsername, baddie_meg06)","(mutableUsername, None)","(encodedUsername, baddie_meg06|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 53)","(_id, 59)","(originalUsername, bramirez1553)","(mutableUsername, None)","(encodedUsername, bramirez1553|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 54)","(_id, 60)","(originalUsername, kennadii92)","(mutableUsername, None)","(encodedUsername, kennadii92|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 55)","(_id, 61)","(originalUsername, isabelasalasl)","(mutableUsername, None)","(encodedUsername, isabelasalasl|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 56)","(_id, 62)","(originalUsername, vb_rose27)","(mutableUsername, None)","(encodedUsername, vb_rose27|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 57)","(_id, 63)","(originalUsername, tok_rosexomay)","(mutableUsername, None)","(encodedUsername, tok_rosexomay|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 58)","(_id, 64)","(originalUsername, its_jeiland)","(mutableUsername, None)","(encodedUsername, its_jeiland|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 59)","(_id, 65)","(originalUsername, brazzyb_mya01)","(mutableUsername, None)","(encodedUsername, brazzyb_mya01|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 60)","(_id, 66)","(originalUsername, marley_670)","(mutableUsername, None)","(encodedUsername, marley_670|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 61)","(_id, 67)","(originalUsername, itzjaboi837)","(mutableUsername, None)","(encodedUsername, itzjaboi837|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 62)","(_id, 68)","(originalUsername, divapeyton12)","(mutableUsername, None)","(encodedUsername, divapeyton12|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 63)","(_id, 69)","(originalUsername, doodamostt)","(mutableUsername, None)","(encodedUsername, doodamostt|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 64)","(_id, 70)","(originalUsername, reyesreyz)","(mutableUsername, None)","(encodedUsername, reyesreyz|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 65)","(_id, 71)","(originalUsername, yl.yaya)","(mutableUsername, None)","(encodedUsername, yl.yaya|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 66)","(_id, 72)","(originalUsername, kaleb.20almb17)","(mutableUsername, None)","(encodedUsername, kaleb.20almb17|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 67)","(_id, 73)","(originalUsername, marlomike24)","(mutableUsername, None)","(encodedUsername, marlomike24|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 68)","(_id, 74)","(originalUsername, roce_p20)","(mutableUsername, None)","(encodedUsername, roce_p20|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 69)","(_id, 75)","(originalUsername, bankrolltyrell1)","(mutableUsername, None)","(encodedUsername, bankrolltyrell1|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 70)","(_id, 76)","(originalUsername, hoverway1)","(mutableUsername, None)","(encodedUsername, hoverway1|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 71)","(_id, 77)","(originalUsername, yaboyranger2020)","(mutableUsername, None)","(encodedUsername, yaboyranger2020|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 72)","(_id, 78)","(originalUsername, whiteboy_mcfly)","(mutableUsername, None)","(encodedUsername, whiteboy_mcfly|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 73)","(_id, 79)","(originalUsername, michellegon9121)","(mutableUsername, None)","(encodedUsername, michellegon9121|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 74)","(_id, 80)","(originalUsername, katelynnguye25)","(mutableUsername, None)","(encodedUsername, katelynnguye25|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 75)","(_id, 81)","(originalUsername, cleo_2775)","(mutableUsername, None)","(encodedUsername, cleo_2775|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 76)","(_id, 82)","(originalUsername, maddoxvonpr2020)","(mutableUsername, None)","(encodedUsername, maddoxvonpr2020|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 77)","(_id, 83)","(originalUsername, lonley4life420)","(mutableUsername, None)","(encodedUsername, lonley4life420|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 78)","(_id, 84)","(originalUsername, jaylen_lacy)","(mutableUsername, None)","(encodedUsername, jaylen_lacy|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 79)","(_id, 85)","(originalUsername, keyki777)","(mutableUsername, None)","(encodedUsername, keyki777|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 80)","(_id, 86)","(originalUsername, h_musse2019)","(mutableUsername, None)","(encodedUsername, h_musse2019|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 81)","(_id, 87)","(originalUsername, tysimmons.gloat)","(mutableUsername, None)","(encodedUsername, tysimmons.gloat|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 82)","(_id, 88)","(originalUsername, wxnderllandboy)","(mutableUsername, None)","(encodedUsername, wxnderllandboy|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 83)","(_id, 89)","(originalUsername, cesara9797)","(mutableUsername, None)","(encodedUsername, cesara9797|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 84)","(_id, 90)","(originalUsername, diana_a663)","(mutableUsername, None)","(encodedUsername, diana_a663|)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/main.db)","(TN, CombinedUsername)","(RL, 85)","(_id, 91)","(originalUsername, c_j32143)","(mutableUsername, None)","(encodedUsername, c_j32143|)"
