PID,DN,DP,TN,RL,_id,value
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 25)","(_id, com.urbanairship.iam.tags.TAG_CACHE_MAX_AGE_TIME)","(value, 600000)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 26)","(_id, com.urbanairship.push.CHANNEL_ID)","(value, 2e73e951-2a33-48ad-86b5-da305f4d4afd)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 27)","(_id, com.urbanairship.user.LAST_UPDATE_TIME)","(value, 1621789955458)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 28)","(_id, com.urbanairship.user.REGISTERED_CHANNEL_ID)","(value, 2e73e951-2a33-48ad-86b5-da305f4d4afd)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 29)","(_id, com.urbanairship.user.ID)","(value, hiOO0jz3Q_-xJJG7RQxiLg)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 30)","(_id, com.urbanairship.user.USER_TOKEN)","(value, 3d38170a7a0d300b032c5c1e0727096311354c060410)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 31)","(_id, com.urbanairship.analytics.MAX_TOTAL_DB_SIZE)","(value, 5242880)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 32)","(_id, com.urbanairship.analytics.MAX_BATCH_SIZE)","(value, 512000)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 33)","(_id, com.urbanairship.analytics.MIN_BATCH_INTERVAL)","(value, 60000)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 34)","(_id, com.urbanairship.remotedata.LAST_REFRESH_METADATA)","(value, {""sdk_version"":""14.1.1"",""country"":""US"",""language"":""en""})"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 35)","(_id, com.urbanairship.config.REMOTE_CONFIG_KEY)","(value, {""device_api_url"":""https:\/\/device-api.urbanairship.com"",""analytics_url"":""https:\/\/combine.urbanairship.com"",""wallet_url"":""https:\/\/wallet-api.urbanairship.com""})"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 36)","(_id, com.urbanairship.iam.data.LAST_PAYLOAD_METADATA)","(value, {""sdk_version"":""14.1.1"",""country"":""US"",""language"":""en""})"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 37)","(_id, com.urbanairship.analytics.ANALYTICS_ENABLED)","(value, true)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 38)","(_id, com.urbanairship.application.metrics.APP_VERSION)","(value, 3749)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 39)","(_id, com.urbanairship.push.LAST_REGISTRATION_PAYLOAD)","(value, {""identity_hints"":{""user_id"":""hiOO0jz3Q_-xJJG7RQxiLg""},""channel"":{""android_api_version"":30,""app_version"":""6.7.2"",""device_model"":""SM-N970U1"",""timezone"":""America\/New_York"",""android"":{""delivery_type"":""fcm""},""set_tags"":true,""device_type"":""android"",""locale_country"":""US"",""tags"":[],""carrier"":""T-Mobile"",""background"":true,""sdk_version"":""14.1.1"",""opt_in"":true,""locale_language"":""en"",""push_address"":""coI3EiBMScOt_yOcrO39Iy:APA91bGtaOdORKAhpplD2QWFkjBD41ji3irNH91MS6h9HJA6rjhwAaopTcD-IigSwvmOoiQn5ahVh71WiQvuM1ciGV7-UAyfltidea46Wov75JDygBWp_BirWuSf2d2w9EUJScED17ay""}})"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 40)","(_id, com.urbanairship.remotedata.LAST_REFRESH_APP_VERSION)","(value, 3749)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 41)","(_id, com.urbanairship.iam.data.LAST_PAYLOAD_TIMESTAMP)","(value, 1624924800000)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 42)","(_id, com.urbanairship.remotedata.LAST_MODIFIED)","(value, Fri, 09 Jul 2021 00:00:00 GMT)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 43)","(_id, com.urbanairship.push.LAST_CANONICAL_IDS)","(value, [""d97581f7-5f17-412b-8570-3ae4eaf192cd"",""64c4b855-2ea2-448d-a303-0e4312cc9aaf"",""2f291222-d269-4088-83dd-a66beebae25a"",""6740c454-1d7d-4490-a9ed-1835de5e413d"",""612bac5e-a675-4105-9251-647eba2cc2d4"",""f5fa8aff-512d-48bf-b5ac-cd2be2169809"",""b45151ab-98e3-42b5-82ca-e9c9c006265b"",""bde9cca6-1768-4437-b161-a98333716e48"",""cbb1561c-7581-4dfd-8177-b93ae128c00f"",""6f2b1488-c810-4d85-b4de-de0db7bbde02""])"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 44)","(_id, com.urbanairship.push.LAST_RECEIVED_METADATA)","(value, eyJ2ZXJzaW9uX2lkIjoxLCJ0aW1lIjoxNjI2ODE4NzkwNDAyLCJwdXNoX2lkIjoiNmYyYjE0ODgtYzgxMC00ZDg1LWI0ZGUtZGUwZGI3YmJkZTAyIiwiZ3JvdXBfaWQiOiJjODIxNzg4OS00NGYwLTQyMjQtOWUzMy0yZTk5ZDQ4NjY0NzEiLCJjYW1wYWlnbnMiOnsiY2F0ZWdvcmllcyI6W119fQ==)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 45)","(_id, com.urbanairship.user.LAST_MESSAGE_REFRESH_TIME)","(value, 1626771814000)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 46)","(_id, com.urbanairship.push.LAST_REGISTRATION_TIME)","(value, 1626878432880)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 47)","(_id, com.urbanairship.application.metrics.LAST_OPEN)","(value, 1626884036532)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 48)","(_id, com.urbanairship.analytics.SCHEDULED_SEND_TIME)","(value, 1626884046570)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 49)","(_id, com.urbanairship.remotedata.LAST_REFRESH_TIME)","(value, 1626884038001)"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 50)","(_id, com.urbanairship.push.ATTRIBUTE_DATA_STORE)","(value, [])"
"(PID, com.tmobile.tuesdays)","(DN, 0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.tmobile.tuesdays/no_backup/com.urbanairship.databases/0QBR4KljRIewFwzcD6iz9g_ua_preferences.db)","(TN, preferences)","(RL, 51)","(_id, com.urbanairship.analytics.LAST_SEND)","(value, 1626884046610)"
