PID,DN,DP,TN,RL,packageName,count
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 34)","(packageName, com.google.android.configupdater)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 35)","(packageName, com.google.android.platform.statsd_native_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 36)","(packageName, com.google.android.client_error_logging)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 37)","(packageName, com.google.android.gms.auth_api_proxy)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 38)","(packageName, com.google.android.platform.input_native)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 39)","(packageName, com.google.android.gms.analytics)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 40)","(packageName, com.google.android.platform.game_driver)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 41)","(packageName, com.google.android.platform.exo)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 42)","(packageName, com.google.android.platform.profcollect_native_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 43)","(packageName, com.google.android.platform.adaptive_charging)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 44)","(packageName, alt.com.google.android.gms)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 45)","(packageName, com.google.android.platform.attention_manager_service)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 46)","(packageName, com.google.android.platform.car)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 47)","(packageName, com.google.android.platform.app_compat)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 48)","(packageName, com.google.android.platform.window_manager_native_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 49)","(packageName, com.google.android.platform.runtime_native)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 50)","(packageName, com.google.android.platform.on_device_abuse)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 51)","(packageName, com.google.android.gms.firebase.auth)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 52)","(packageName, com.google.android.platform.statsd_java_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 53)","(packageName, com.google.android.platform.bluetooth)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 54)","(packageName, com.google.android.gms.walletp2p.v2)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 55)","(packageName, com.google.android.platform.widget)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 56)","(packageName, com.google.android.platform.activity_manager)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 57)","(packageName, com.google.android.platform.statsd_java)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 58)","(packageName, com.google.android.platform.statsd_native)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 59)","(packageName, com.google.android.platform.notification_assistant)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 60)","(packageName, com.google.android.platform.media_native)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 61)","(packageName, com.google.android.platform.backup_service)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 62)","(packageName, com.google.android.platform.textclassifier)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 63)","(packageName, com.google.android.platform.game_overlay)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 64)","(packageName, com.google.android.gms.phonesky_recovery)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 65)","(packageName, com.google.android.libraries.personalization.footprints#com.google.android.gms)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 66)","(packageName, com.google.android.gms.photos)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 67)","(packageName, com.google.android.platform.storage_native_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 68)","(packageName, com.google.android.platform.interaction_jank_monitor)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 69)","(packageName, com.google.android.platform.latency_tracker)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 70)","(packageName, com.google.android.platform.runtime)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 71)","(packageName, com.google.android.platform.rollback_boot)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 72)","(packageName, com.google.android.gms.easysignin)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 73)","(packageName, com.google.android.libraries.consent.flows.location#com.google.android.music)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 74)","(packageName, com.google.android.gms.settings.platform)","(count, 22)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 75)","(packageName, com.google.android.gms.lockbox)","(count, 12)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 76)","(packageName, com.google.android.gms.family)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 77)","(packageName, com.google.android.gms.udc)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 78)","(packageName, com.google.android.libraries.consentverifier#com.google.android.gms)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 79)","(packageName, com.google.android.gms.smart_profile)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 80)","(packageName, com.google.android.gms.appinvite)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 81)","(packageName, com.google.android.gms.trustlet_onbody)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 82)","(packageName, org.chromium.net.cronet)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 83)","(packageName, com.google.android.gms.auth_api_early_update)","(count, 15)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 84)","(packageName, com.google.android.platform.systemui)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 85)","(packageName, com.google.android.libraries.onegoogle#com.google.ar.core)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 86)","(packageName, com.google.android.gms.usagereporting)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 87)","(packageName, com.google.android.gms.fonts)","(count, 20)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 88)","(packageName, com.google.android.platform.appsearch)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 89)","(packageName, com.google.android.platform.ota)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 90)","(packageName, com.google.android.gms.beacon)","(count, 19)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 91)","(packageName, com.google.android.gms.mobile_data_plan)","(count, 21)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 92)","(packageName, com.google.android.gms.dck)","(count, 2)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 93)","(packageName, com.google.android.gms.herrevad)","(count, 6)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 94)","(packageName, com.google.android.gms.drive)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 95)","(packageName, com.google.android.libraries.lens.nbu.user#com.google.android.googlequicksearchbox)","(count, 6)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 96)","(packageName, com.google.android.libraries.lens.nbu.device#com.google.android.googlequicksearchbox)","(count, 7)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 97)","(packageName, com.google.android.libraries.consentverifier#com.google.android.apps.turbo)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 98)","(packageName, com.google.android.apps.internal.zebedee#com.google.android.apps.turbo)","(count, 24)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 99)","(packageName, com.google.android.libraries.personalization.footprints#com.google.android.apps.turbo)","(count, 4)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 100)","(packageName, com.google.android.libraries.social.peoplekit#com.google.android.apps.maps.client_id:36)","(count, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 101)","(packageName, com.google.android.gms.auth.easyunlock)","(count, 3)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 102)","(packageName, com.google.android.gms.languageprofile)","(count, 5)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, ChangeCounts)","(RL, 103)","(packageName, com.google.android.gms.mdisync)","(count, 6)"
