Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,config,param,value,type,logging_id
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 26)","(config, ios_lightspeed_data_trace_config)","(param, task_label_255_send_trace_sample_rate)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 27)","(config, ios_lightspeed_data_trace_config)","(param, task_label_46_request_id_sample_rate)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 28)","(config, ios_lightspeed_data_trace_config)","(param, task_label_4_send_trace_sample_rate)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 29)","(config, ios_lightspeed_data_trace_config)","(param, trace_time_window_ms)","(value, 120000)","(type, 3)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 30)","(config, msys_sync_config)","(param, background_sync_optimization_enabled)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 31)","(config, msys_sync_config)","(param, minimal_sync_interval)","(value, 2000)","(type, 3)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 32)","(config, msys_sync_config)","(param, skip_sync_when_no_mqtt)","(value, 0)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 33)","(config, msys_sync_config)","(param, skip_sync_when_no_network)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 34)","(config, msys_sync_config)","(param, skip_task_when_no_network)",,"(type, 0)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 35)","(config, msys_tam_trace_config)","(param, enable_tam_armadillo_group_action_trace)","(value, 0)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 36)","(config, msys_tam_trace_config)","(param, enable_tam_armadillo_media_download)","(value, 1)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 37)","(config, msys_tam_trace_config)","(param, enable_tam_armadillo_media_receive)","(value, 0)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 38)","(config, msys_tam_trace_config)","(param, enable_tam_armadillo_media_send)","(value, 1)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 39)","(config, msys_tam_trace_config)","(param, enable_tam_armadillo_message_send)","(value, 1)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 40)","(config, msys_tam_trace_config)","(param, enable_tam_carrier_message_send)","(value, 0)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 41)","(config, msys_tam_trace_config)","(param, enable_tam_message_receive_trace)","(value, 1)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 42)","(config, msys_tam_trace_config)","(param, enable_tam_message_send_trace)","(value, 1)","(type, 1)",
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, experiment_value)","(Line ID, 43)","(config, msys_tam_contact_sync)","(param, enable_tam_contact_sync)","(value, 0)","(type, 1)",
