Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,facet,version
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 11)","(facet, cql_schema_v9)","(version, -7874616499585161850)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 12)","(facet, cql_schema_v10)","(version, -4085072330146465473)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 13)","(facet, cql_schema_v11)","(version, 4417390297439052697)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 14)","(facet, cql_schema_v12)","(version, 9058130754586667088)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 15)","(facet, upgrade_pending_task_plugin_type)","(version, 13)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 16)","(facet, cql_schema_v13)","(version, 4328902520591591075)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 17)","(facet, cql_schema_v14)","(version, -3938260131288466175)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 18)","(facet, cql_schema_v15)","(version, -1020751429018872469)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 19)","(facet, cql_schema_v16)","(version, 2433422823460176577)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 20)","(facet, cql_schema_v17)","(version, -6853339801943368747)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 21)","(facet, cql_schema_v18)","(version, 3527976022154772205)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 22)","(facet, cql_schema_v19)","(version, -5469199705470066874)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 23)","(facet, cql_schema_v21)","(version, 2595048770794450075)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 24)","(facet, cql_schema_v22)","(version, -3008814657889235255)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 25)","(facet, cql_schema_v23)","(version, -2871046394210718626)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 26)","(facet, cql_schema_v24)","(version, -6540354738982778211)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 27)","(facet, cql_schema_v25)","(version, -5596117938053157965)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 28)","(facet, cql_schema_v26)","(version, -8397596898432653830)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 29)","(facet, cql_schema_v27)","(version, 3784848020895158043)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 30)","(facet, cql_schema_v28)","(version, -5083879828409765727)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 31)","(facet, cql_schema_v29)","(version, -7394949345505042434)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 32)","(facet, cql_schema_v30)","(version, 5254031986340724008)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 33)","(facet, cql_schema_v31)","(version, -3898759325403965219)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 34)","(facet, cql_schema_v32)","(version, 4210417642021858832)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 35)","(facet, cql_schema_v33)","(version, 394940136220880684)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 36)","(facet, cql_schema_v34)","(version, 5285180256051166944)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 37)","(facet, cql_schema_v35)","(version, -1171087138905306703)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 38)","(facet, cql_schema_v36)","(version, 1728297116858143991)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 39)","(facet, cql_schema_v38)","(version, 6124005209096617594)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 40)","(facet, cql_schema_v39)","(version, -2599580134752848688)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 41)","(facet, cql_schema_v40)","(version, 4746011647489271195)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 42)","(facet, cql_schema_v42)","(version, -697821610491662859)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 43)","(facet, cql_schema_v43)","(version, 7787299755524875662)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 44)","(facet, cql_schema_v44)","(version, 2204814173355046255)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 45)","(facet, cql_schema_v45)","(version, -4661885386096911136)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 46)","(facet, cql_schema_v46)","(version, 8382016551817000378)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 47)","(facet, cql_schema_v47)","(version, -757388765448690292)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 48)","(facet, cql_schema_v48)","(version, -5745198872534797393)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 49)","(facet, cql_schema_v49)","(version, -2113012146355518182)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 50)","(facet, cql_schema_v50)","(version, -8290830247133923691)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 51)","(facet, cql_schema_v51)","(version, 4286372097398525739)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 52)","(facet, cql_schema_v58)","(version, 7947544948597883123)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 53)","(facet, drop_client_contacts)","(version, 59)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 54)","(facet, cql_schema_v59)","(version, -8585666869655389996)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 55)","(facet, cql_schema_v60)","(version, 2527358757503511849)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 56)","(facet, cql_schema_v61)","(version, -2122508016673000340)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 57)","(facet, cql_schema_v62)","(version, 3925335133351118335)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 58)","(facet, cql_schema_v63)","(version, 5395882003135513443)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 59)","(facet, cql_schema_v64)","(version, 3053890349455712137)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 60)","(facet, 1_time_drop_fw_ranking_requests)","(version, 65)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 61)","(facet, 1_time_drop_fw_ranking_scores)","(version, 65)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 62)","(facet, cql_schema_v65)","(version, 6405408925222670714)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 63)","(facet, cql_schema_v66)","(version, 5008336024127453390)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 64)","(facet, cql_schema_v67)","(version, -8749334744104705275)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 65)","(facet, cql_schema_v68)","(version, -1628334684225465971)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 66)","(facet, cql_schema_v69)","(version, 7873992572405677104)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 67)","(facet, echo_file_iterator_table_crc)","(version, -4540226604491715467)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 68)","(facet, app_alerts_group_crc)","(version, 3325592531522045186)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 69)","(facet, cat_group_crc)","(version, -4554327987924719024)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 70)","(facet, content_filter_group_crc)","(version, 690005413659169024)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 71)","(facet, dasm_debug_group_crc)","(version, 5521366757465970996)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 72)","(facet, data_trace_meta_persisted_group_crc)","(version, 8723157003557479229)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 73)","(facet, log_sampling_group_crc)","(version, -1616325564102239043)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 74)","(facet, presence_group_crc)","(version, -4691429273935970463)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 75)","(facet, ranking_group_crc)","(version, 3347356676432877322)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 76)","(facet, ranking_user_boost_history_group_crc)","(version, -5065941611527933745)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 77)","(facet, search_group_crc)","(version, -7595314105933814883)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 78)","(facet, secure_message_decrypt_journal_v2_group_crc)","(version, -5214319764300042987)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 79)","(facet, secure_message_edge_routing_info_v2_group_crc)","(version, -600816992540863674)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 80)","(facet, secure_message_encrypt_journal_individual_v2_group_crc)","(version, -3843253527902798128)"
"(Package Name, com.instagram.android)","(Original Database Name, ig_msys_database_17847227186556794)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/ig_msys_database_17847227186556794)","(Table Name, instagram_upgrade_cql_schema_facets)","(Line ID, 81)","(facet, secure_message_sender_key_v2_group_crc)","(version, 5800045508362389165)"
