Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,category_id,version,expiry_timestamp,last_update_timestamp,key,value,data_size_bytes
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 28)","(_id, 163)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629328320542)","(last_update_timestamp, 1621552320542)","(key, 1392878352831193099)","(value, b'I1\t\x08\x02j\x131394322696401059837X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 29)","(_id, 183)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629328305050)","(last_update_timestamp, 1621552305050)","(key, 1395476381782450178)","(value, b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137827895655072325629X')","(data_size_bytes, 34)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 30)","(_id, 184)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629328305052)","(last_update_timestamp, 1621552305052)","(key, 1395476381782450178)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 31)","(_id, 185)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629328305045)","(last_update_timestamp, 1621552305045)","(key, 1395480272720728065)","(value, b'I0\t\x08\x02j\x137827895655072325619X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 32)","(_id, 186)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629328305051)","(last_update_timestamp, 1621552305051)","(key, 1395480272720728065)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 33)","(_id, 192)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652183229)","(last_update_timestamp, 1621876183229)","(key, 1396221766914117634)","(value, b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137827150269940658173X')","(data_size_bytes, 34)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 34)","(_id, 193)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652183233)","(last_update_timestamp, 1621876183233)","(key, 1396221766914117634)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 35)","(_id, 200)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652205839)","(last_update_timestamp, 1621876205839)","(key, 1395725943042453514)","(value, b'I0\t\t\x08\x01\x12\x02\tj\x010j\x137827646093812322293X')","(data_size_bytes, 34)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 36)","(_id, 201)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652205840)","(last_update_timestamp, 1621876205840)","(key, 1395725943042453514)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 37)","(_id, 202)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652222276)","(last_update_timestamp, 1621876222276)","(key, 1395791142147526657)","(value, b'I0\t\x08\x02j\x137827646093812322283X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 38)","(_id, 203)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652222280)","(last_update_timestamp, 1621876222280)","(key, 1395791142147526657)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 39)","(_id, 204)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652234670)","(last_update_timestamp, 1621876234670)","(key, 1396226396289048576)","(value, b'I0\t\x08\x02j\x137827646093812322263X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 40)","(_id, 205)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652244393)","(last_update_timestamp, 1621876244393)","(key, 1395768108917432322)","(value, b'I0\t\x08\x02j\x137827646093812322253X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 41)","(_id, 206)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652244395)","(last_update_timestamp, 1621876244395)","(key, 1395768457082376204)","(value, b'I0\t\x08\x02j\x137827646093812322253X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 42)","(_id, 207)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652234673)","(last_update_timestamp, 1621876234673)","(key, 1396226396289048576)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 43)","(_id, 208)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652244396)","(last_update_timestamp, 1621876244396)","(key, 1395768108917432322)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 44)","(_id, 209)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652244397)","(last_update_timestamp, 1621876244397)","(key, 1395768457082376204)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 45)","(_id, 210)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652226988)","(last_update_timestamp, 1621876226988)","(key, 1395794299451846659)","(value, b'I0\t\x08\x02j\x137827646093812322283X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 46)","(_id, 211)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652226991)","(last_update_timestamp, 1621876226991)","(key, 1395794299451846659)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 47)","(_id, 212)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652233055)","(last_update_timestamp, 1621876233055)","(key, 1395752641964163072)","(value, b'I0\t\x08\x02j\x137827646093812322273X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 48)","(_id, 213)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652233059)","(last_update_timestamp, 1621876233059)","(key, 1395920505430024197)","(value, b'I0\t\x08\x02j\x137827646093812322263X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 49)","(_id, 214)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652233060)","(last_update_timestamp, 1621876233060)","(key, 1395752641964163072)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 50)","(_id, 215)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652233063)","(last_update_timestamp, 1621876233063)","(key, 1395920505430024197)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 51)","(_id, 216)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652246390)","(last_update_timestamp, 1621876246390)","(key, 1395777438475501570)","(value, b'I0\t\x08\x02j\x137827646093812322243X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 52)","(_id, 217)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652246401)","(last_update_timestamp, 1621876246401)","(key, 1395777438475501570)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 53)","(_id, 218)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652247088)","(last_update_timestamp, 1621876247088)","(key, 1395777774481285127)","(value, b'I0\t\x08\x02j\x137827646093812322243X')","(data_size_bytes, 27)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 54)","(_id, 219)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652247091)","(last_update_timestamp, 1621876247091)","(key, 1395777774481285127)","(value, b'1')","(data_size_bytes, 1)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-lru_key_value.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(Table Name, lru_key_value_table)","(Line ID, 55)","(_id, 220)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652247640)","(last_update_timestamp, 1621876247640)","(key, 1396173056691875842)","(value, b'I0\t\x08\x02j\x137827646093812322233X')","(data_size_bytes, 27)"
