PID,DN,DP,TN,RL,download_id,key,value
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 25)","(download_id, 370)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 26)","(download_id, 371)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 27)","(download_id, 371)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 28)","(download_id, 371)","(key, module_id)","(value, 237)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 29)","(download_id, 371)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 30)","(download_id, 372)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 31)","(download_id, 372)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 32)","(download_id, 372)","(key, module_id)","(value, 238)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 33)","(download_id, 372)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 34)","(download_id, 373)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 35)","(download_id, 373)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 36)","(download_id, 373)","(key, module_id)","(value, 239)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 37)","(download_id, 373)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 38)","(download_id, 374)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 39)","(download_id, 374)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 40)","(download_id, 374)","(key, module_id)","(value, 240)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 41)","(download_id, 374)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 42)","(download_id, 375)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 43)","(download_id, 375)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 44)","(download_id, 375)","(key, module_id)","(value, 241)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 45)","(download_id, 375)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 46)","(download_id, 376)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 47)","(download_id, 376)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 48)","(download_id, 376)","(key, module_id)","(value, 242)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 49)","(download_id, 376)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 50)","(download_id, 377)","(key, update_id)","(value, 66)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 51)","(download_id, 377)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 52)","(download_id, 377)","(key, module_id)","(value, 243)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 53)","(download_id, 377)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 54)","(download_id, 389)","(key, update_id)","(value, 67)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 55)","(download_id, 389)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 56)","(download_id, 389)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 57)","(download_id, 390)","(key, update_id)","(value, 67)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 58)","(download_id, 390)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 59)","(download_id, 390)","(key, module_id)","(value, 244)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 60)","(download_id, 390)","(key, private_state_catalyst_download)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 61)","(download_id, 391)","(key, update_id)","(value, 67)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 62)","(download_id, 391)","(key, multifile_download_id)","(value, 389)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 63)","(download_id, 391)","(key, module_id)","(value, 245)"
"(PID, com.facebook.appmanager)","(DN, file_downloader)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/file_downloader)","(TN, download_extras)","(RL, 64)","(download_id, 391)","(key, private_state_catalyst_download)","(value, false)"
