PID,DN,DP,TN,RL,_id,key,seenMajorUpdateMajorVersion,seenMajorUpdateMinorVersion,seenScoreSharingAlert,acceptedContentAlert,acceptedLeaderboardAlert,hasOpenedApp,acceptedLeaderboardGameAlert
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 11)","(_id, 11)","(key, 9f1b74c7-2f4a-46f0-967d-ec27a2df50a2)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 12)","(_id, 12)","(key, f192abf7-7785-4164-b32e-0e704ab51a5a)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 13)","(_id, 13)","(key, ded5eb36-1978-4686-adef-41a198087ada)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 14)","(_id, 14)","(key, 6258bb46-35c2-4091-8a42-2d69a53fd2d6)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 15)","(_id, 15)","(key, 014133eb-17ef-4089-a364-9a8a042ab038)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 16)","(_id, 16)","(key, 9d6c4bc3-5d01-44cf-bc54-26aea6f57bb2)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 17)","(_id, 17)","(key, a0e69b4a-18db-44c1-b49f-fb78bd877754)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 18)","(_id, 18)","(key, c48692bc-5b38-4546-ae48-fdca3828f464)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 19)","(_id, 19)","(key, 77ecc61a-3d73-47a1-a4b2-f02ebdd72c16)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 20)","(_id, 20)","(key, fccf855e-a11d-4a79-b1ad-2a00199b27b9)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 21)","(_id, 21)","(key, cc3d0401-bc76-4c58-bdd6-d52d3b48dad4)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 22)","(_id, 22)","(key, c718a395-5906-4cc3-aa2d-cc05c94cc70c)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 23)","(_id, 23)","(key, 77a75158-a2aa-4bbf-839b-739807df6e95)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 24)","(_id, 24)","(key, 971e25cc-3839-4702-83b8-1fab6b4ce421)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 25)","(_id, 25)","(key, 79aee42b-7cca-4882-b94d-9e2277be3d7f)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 26)","(_id, 26)","(key, 29d1b781-877e-4087-bfc5-6ce0ed10f89a)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 27)","(_id, 27)","(key, 09db0dcc-7baa-44fd-b114-f16be0126e49)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 28)","(_id, 28)","(key, 9370d3d0-51e0-4186-9ef2-d77889f4a703)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 29)","(_id, 29)","(key, 81ec3ce9-8d8a-4809-b302-5667af452ce8)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 30)","(_id, 30)","(key, ae068769-d12d-4bfa-8881-df03fa45970c)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 31)","(_id, 31)","(key, 1280c8ae-fafa-4b62-a04d-6bc46a4c86b6)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 32)","(_id, 32)","(key, 7fb13069-4071-4200-bf8a-cb5f6730044e)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 33)","(_id, 33)","(key, ca46709e-45d0-47c8-9dce-6c15bf7dc604)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 34)","(_id, 34)","(key, df255c59-e0d2-4efe-b8b4-74889499043d)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 35)","(_id, 35)","(key, cd572b41-0b41-441e-a031-a50470c9c206)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 36)","(_id, 36)","(key, 003ea873-7644-4725-b1d8-c2ae863102d6)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 37)","(_id, 37)","(key, ab089bfc-6074-4fad-a900-9c4a6012e44a)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 38)","(_id, 38)","(key, ed374936-7ad4-4ee8-a42f-1a59a59b13d0)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 39)","(_id, 39)","(key, 00c54e15-799b-4305-b9a8-e77637249724)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 40)","(_id, 40)","(key, 04f15cae-a570-4ed3-8d50-311b77f794db)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 41)","(_id, 41)","(key, b62bec5d-df4a-4bb7-8fca-c949090d5cec)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 42)","(_id, 42)","(key, 68b68cc1-ecf8-4083-83dd-dc161402793b)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 43)","(_id, 43)","(key, 32a7d905-0416-41f7-a348-673b314d7f39)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 44)","(_id, 44)","(key, 5e54ccc9-1c50-4b51-aa90-ce10e7919c26)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 45)","(_id, 45)","(key, 29ca9d01-2e7f-4f6a-b16a-8de352842903)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
"(PID, com.snapchat.android)","(DN, cognac)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/cognac)","(TN, AppLocalState)","(RL, 46)","(_id, 46)","(key, 1e4582cb-826e-44e1-8988-af28b379d74d)","(seenMajorUpdateMajorVersion, None)","(seenMajorUpdateMinorVersion, None)","(seenScoreSharingAlert, 0)","(acceptedContentAlert, 0)","(acceptedLeaderboardAlert, 0)","(hasOpenedApp, 0)","(acceptedLeaderboardGameAlert, 0)"
