PID,DN,DP,TN,RL,id,page_url,icon_id
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 11)","(id, 37)","(page_url, https://www.rent.com/zip-24060-houses?page=2)","(icon_id, 9)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 12)","(id, 40)","(page_url, http://mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 11)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 13)","(id, 41)","(page_url, http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 11)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 14)","(id, 42)","(page_url, https://googleads.g.doubleclick.net/aclk?sa=l&ai=CPdnGkrt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1sQlhW_zTTLUdqYAKAZgLAaEL1e-vhsMiTSHICwLQCxG4DAG4E-wD2BMCghQRGg93d3cueW91dHViZS5jb22IFAGgFwE&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&sig=AOD64_0SI9gLI-5nWL31lNqDvTgdxUTbbQ&client=ca-pub-6219811747049371&adurl=http://mintahoe.com&ms=CoACy6aHNy990CRxJv4ruiuA0psRSYFdyzZnWDzCqNT3KPER5gjaKfkr7loM9AS4CAmBVFKlX16cpWXc-lslKw0ZHgf2AEj54Zkt48p1aF-HyTMf0PF-4FeFwzULMLp6Rxc9nZoVbej9YKhkozCSuNlwZbTKrlHv3OeQYlH1_5ILs8UM9n-kyyV21JjVWXmyEXLztv85TECEOQg3KZCkCEgoUt8psKmyb9HuVJEqinwDfoYv7LhDJ0lkfPp4ry2Sm8V3F53A5oaMi_LJ0Y75MwXpsNzHvXiY9L_yh4HlWATeeCW6NkSDIJjH8nVm4y2ncfCh_mvbqDK0uC6xCasN1jgkEgqAAmHHYjWPTRGY6cBNMTIwizoS4700yxL-Rj44dX1K-Rlsb9aavt4yFGoKxO7ZxQCGsSYftaugzloYfTkyTsbP9HOTdDKAlKu0RAg2DbvLxG9-H-fH8IPrI37JNOJrMRDvRo9oQrfD9KnkeDhXVuohkaLTsgaMXKRutTZSmn7muCzQW53vgdgPdVAmjYvUmvMct6yerNL3ZElJLG4Y7zS_TYmtyMph7YoFvD4xrxwsJjcDbA29uV1lzSbKxWv2HpvrVRt5Ju1tKOMw7pB9Hwe4goJKA0GVRVck44xvpU8R0Dz1mLWz6-HCLxMGMBjBo2xGAeFi_Z4LCDDc9dZNF-Ye3lISEMEDhUIgCmpOQiIVaXpgmZE&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691)","(icon_id, 11)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 15)","(id, 43)","(page_url, https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com)","(icon_id, 11)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 16)","(id, 44)","(page_url, https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 11)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 17)","(id, 45)","(page_url, http://mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 12)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 18)","(id, 46)","(page_url, http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 12)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 19)","(id, 47)","(page_url, https://googleads.g.doubleclick.net/aclk?sa=l&ai=CPdnGkrt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1sQlhW_zTTLUdqYAKAZgLAaEL1e-vhsMiTSHICwLQCxG4DAG4E-wD2BMCghQRGg93d3cueW91dHViZS5jb22IFAGgFwE&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&sig=AOD64_0SI9gLI-5nWL31lNqDvTgdxUTbbQ&client=ca-pub-6219811747049371&adurl=http://mintahoe.com&ms=CoACy6aHNy990CRxJv4ruiuA0psRSYFdyzZnWDzCqNT3KPER5gjaKfkr7loM9AS4CAmBVFKlX16cpWXc-lslKw0ZHgf2AEj54Zkt48p1aF-HyTMf0PF-4FeFwzULMLp6Rxc9nZoVbej9YKhkozCSuNlwZbTKrlHv3OeQYlH1_5ILs8UM9n-kyyV21JjVWXmyEXLztv85TECEOQg3KZCkCEgoUt8psKmyb9HuVJEqinwDfoYv7LhDJ0lkfPp4ry2Sm8V3F53A5oaMi_LJ0Y75MwXpsNzHvXiY9L_yh4HlWATeeCW6NkSDIJjH8nVm4y2ncfCh_mvbqDK0uC6xCasN1jgkEgqAAmHHYjWPTRGY6cBNMTIwizoS4700yxL-Rj44dX1K-Rlsb9aavt4yFGoKxO7ZxQCGsSYftaugzloYfTkyTsbP9HOTdDKAlKu0RAg2DbvLxG9-H-fH8IPrI37JNOJrMRDvRo9oQrfD9KnkeDhXVuohkaLTsgaMXKRutTZSmn7muCzQW53vgdgPdVAmjYvUmvMct6yerNL3ZElJLG4Y7zS_TYmtyMph7YoFvD4xrxwsJjcDbA29uV1lzSbKxWv2HpvrVRt5Ju1tKOMw7pB9Hwe4goJKA0GVRVck44xvpU8R0Dz1mLWz6-HCLxMGMBjBo2xGAeFi_Z4LCDDc9dZNF-Ye3lISEMEDhUIgCmpOQiIVaXpgmZE&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691)","(icon_id, 12)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 20)","(id, 48)","(page_url, https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com)","(icon_id, 12)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 21)","(id, 49)","(page_url, https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(icon_id, 12)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 22)","(id, 50)","(page_url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(icon_id, 3)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 23)","(id, 51)","(page_url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#lkt=LocalPoiPhotos&trex=m_t:lcl_akp,rc_f:nav,rc_ludocids:17742529286704743048,rc_q:Beaver%2520Creek%2520Commons,ru_q:Beaver%2520Creek%2520Commons,trex_id:bo0myb)","(icon_id, 3)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 24)","(id, 52)","(page_url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=beavercreek%20commons)","(icon_id, 3)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 25)","(id, 53)","(page_url, https://www.google.com/search?q=nike+outlet&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tVP1zc0TE_LTclLsohXYDRgdGDw4s7LzE5VyC8tyUktAQCVAwmP&oq=nike+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIOCC4QxwEQrwEQkQIQkwIyCgguEMcBEKMCEEMyCgguEMcBEK8BEEMyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoICC4QxwEQrwE6BggAEBYQHjoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoOCC4QsQMQxwEQowIQkQJQnY4BWJfVAWC1-gFoBXABeAKAAeIBiAGZGZIBBjAuMTQuM5gBAKABAbABFMgBCMABAQ&sclient=mobile-gws-wiz-serp)","(icon_id, 3)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 26)","(id, 54)","(page_url, https://www.google.com/search?q=nike+outlet+monroe+ohio&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tZP1zcsSSk0K8iLN2C0UjWosLAwMTBNNjROgwIrgwpzM4NEY0NjQ0OTVGMTQyNjL_G8zOxUhfzSkpzUEoXc_LyifCAvIzMfAG2uF7M&oq=nike&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCCkQxwEQowIQQzIOCC4QxwEQrwEQkQIQkwIyDgguELEDEMcBEKMCEJECMgoILhDHARCvARBDMgIIADICCAAyAggAMgIIADoECAAQRzoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoICC4QxwEQrwFQlilYwjdgn1BoAnABeACAAesBiAHkBpIBAzItNJgBAKABAbABFcgBCMABAQ&sclient=mobile-gws-wiz-serp)","(icon_id, 3)"
"(PID, com.android.chrome)","(DN, Favicons)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Favicons)","(TN, icon_mapping)","(RL, 27)","(id, 55)","(page_url, https://www.google.com/search?q=apple+mask&oq=apple+mask&aqs=chrome..69i57j0i433i457j0l3.2513j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(icon_id, 3)"
