Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,tag,work_spec_id
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 11)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, b2c0c065-6450-451a-8f5d-b55211707f3c)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 12)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 10de694f-2d86-4723-be81-3820fcd19f86)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 13)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, f533aa0b-3308-4132-823f-e42c8e0ad517)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 14)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 3738bc6f-4be0-43a3-80bf-7d8d83e5b3a4)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 15)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, b02ffd44-ef5d-4530-aa2a-f2e0d18b81a2)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 16)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 2b74c9c5-3c9a-47cc-a3c9-96b9395b5341)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 17)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, eaca3274-8cf9-4863-8e56-ed647a4b03f2)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 18)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, e4d75c02-11d1-4dd6-9074-7cdf8833ed0c)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 19)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 76d5cc9e-999c-497f-ac0c-74b05af2ee8e)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 20)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, f54aba1f-5c80-44c9-a820-b19e662f1def)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 21)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, ae620cbb-01c3-43cf-b0fe-e6a27debcb14)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 22)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 5d686c8c-d9c6-41ee-8247-6bd9d672cc1d)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 23)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, e2cf075d-a425-4dc1-8a39-726d4760022c)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 24)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, cbd4509b-02a3-4fb3-a0fb-338a04d67ed3)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 25)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 11e13062-7e2f-4b12-b5d8-b08a00fd0418)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 26)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 21e2706b-d13d-4917-8449-5ccb0ad04fbd)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 27)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, 4abd215a-9ae4-4c98-9053-90f584afed42)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 28)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, fb5a748c-b839-4ccb-8006-fc675fbf879d)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 29)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, b2fb6329-8591-4a58-806e-7ca65112b876)"
"(Package Name, com.microsoft.appmanager)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.microsoft.appmanager/no_backup/androidx.work.workdb)","(Table Name, WorkTag)","(Line ID, 30)","(tag, com.microsoft.appmanager.telemetry.PerfStopWatch$UploadWorker)","(work_spec_id, dc7e3f47-04fd-48d0-aff5-a29883be9047)"
