PID,DN,DP,TN,RL,_id,target_package,target_class,tag,runtime,flex_time,period,last_runtime,user_id,required_network_type,requires_charging,extras,retry_strategy,task_type,job_id,content_uris,source,source_version,triggered_content_uris,required_uris,preferred_network_type,preferred_charging_state,required_idleness_state,preferred_idleness_state,service_kind,persistence_level
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 11)","(_id, 18)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, MediaStoreCorporaMaintenance)","(runtime, 1626879372071)","(flex_time, 43200000)","(period, 604800000)","(last_runtime, 1626879371904)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 12)","(_id, 19)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, MediaStoreBatchIndexingTask)","(runtime, 1626879371971)","(flex_time, 1800000)","(period, 21600000)","(last_runtime, 1626879371720)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 13)","(_id, 20)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, SmsCorpusUpdateIndexTask)","(runtime, 1627873091640)","(flex_time, 1296000000)","(period, 2592000000)","(last_runtime, 1626742455291)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 210915000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 14)","(_id, 21)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, SmsCorpusBatchIndexingTask)","(runtime, 1626980811315)","(flex_time, 10800000)","(period, 14400000)","(last_runtime, 1626980811114)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 210915000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 15)","(_id, 22)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, AppsCorpusMaintenance)","(runtime, 1626879373106)","(flex_time, 1800000)","(period, 21600000)","(last_runtime, 1626879372683)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 16)","(_id, 23)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ipa.base.IpaGcmTaskService)","(tag, AppUsageReportGeneration)","(runtime, 1626981093799)","(flex_time, 1800000)","(period, 21600000)","(last_runtime, 1626980812807)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 17)","(_id, 24)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.udc.service.UdcContextInitService)","(tag, UdcSyncPeriodic)","(runtime, 1626964746362)","(flex_time, 79200000)","(period, 86400000)","(last_runtime, 1626886351955)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""21600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 18)","(_id, 25)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.checkin.CheckinService)","(tag, PeriodicTaskTag)","(runtime, 1626427149600)","(flex_time, 10800000)","(period, 589244000)","(last_runtime, 1626400071979)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 210915000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 19)","(_id, 26)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.checkin.EventLogService)","(tag, AggregationTaskTag)","(runtime, 1626982704329)","(flex_time, 600000)","(period, 1800000)","(last_runtime, 1626982704012)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 20)","(_id, 27)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.chimera.container.ConfigService)","(tag, ChimeraConfigService)","(runtime, 1626977238806)","(flex_time, 1800000)","(period, 43200000)","(last_runtime, 1626977235904)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, {""allowRetry"":{""true"":3},""reason"":{""2"":0}})","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 21)","(_id, 31)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.matchstick.task.ScheduledTaskService)","(tag, gms:matchstick:pingDuo)","(runtime, 1626138368198)","(flex_time, 1080000000)","(period, 2160000000)","(last_runtime, 1626138368011)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, 1)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 22)","(_id, 34)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.instantapps.routing.DomainFilterUpdateService)","(tag, instantapps.DomainFilterUpdateService)","(runtime, 1626968136448)","(flex_time, 8640000)","(period, 86400000)","(last_runtime, 1626959497613)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 23)","(_id, 35)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.instantapps.routing.DomainFilterUpdateService)","(tag, instantapps.DomainFilterUpdateService.frequentChargingUnmetered)","(runtime, 1623633008322)","(flex_time, 4320000)","(period, 43200000)","(last_runtime, 1623633006456)","(user_id, 0)","(required_network_type, 1)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 24)","(_id, 43)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.telephonyspam.sync.SpamListSyncTaskService)","(tag, telephonyspam.SpamListSyncTask)","(runtime, 1626448128470)","(flex_time, 2160000)","(period, 21600000)","(last_runtime, 0)","(user_id, 0)","(required_network_type, 1)","(requires_charging, 0)","(extras, {""Action"":{""1.0"":1}})","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 25)","(_id, 44)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.telephonyspam.sync.SpamListSyncTaskService)","(tag, telephonyspam.SpamListSyncLtePeriodicTask)","(runtime, 1626907286170)","(flex_time, 8640000)","(period, 86400000)","(last_runtime, 1626907286046)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, {""Action"":{""1.0"":1}})","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, 1)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 26)","(_id, 46)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.mdi.download.service.MddGcmTaskService)","(tag, MDD.MAINTENANCE.PERIODIC.GCM.TASK)","(runtime, 1626879373054)","(flex_time, 8640000)","(period, 86400000)","(last_runtime, 1626879372148)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 27)","(_id, 47)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.mdi.download.service.MddGcmTaskService)","(tag, MDD.CHARGING.PERIODIC.TASK)","(runtime, 1626879371689)","(flex_time, 2160000)","(period, 21600000)","(last_runtime, 1626879371370)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 28)","(_id, 48)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.mdi.download.service.MddGcmTaskService)","(tag, MDD.CELLULAR.CHARGING.PERIODIC.TASK)","(runtime, 1626879371858)","(flex_time, 2160000)","(period, 21600000)","(last_runtime, 1626879371595)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 1)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
