PID,DN,DP,TN,RL,row_id,items_row_id,clusters_row_id,view_type,rank,cluster_rank,write_sequence_id,do_not_show_before_timestamp_ms,do_not_show_after_timestamp_ms,nested_cluster_row_id,display_timestamp_ms,messages_in_view_bitmap
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 11)","(row_id, 2928)","(items_row_id, 133)","(clusters_row_id, None)","(view_type, 58)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 12)","(row_id, 2929)","(items_row_id, 133)","(clusters_row_id, None)","(view_type, 117)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 13)","(row_id, 2930)","(items_row_id, 133)","(clusters_row_id, None)","(view_type, 59)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 14)","(row_id, 2931)","(items_row_id, 133)","(clusters_row_id, 8)","(view_type, 2)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 15)","(row_id, 2932)","(items_row_id, 133)","(clusters_row_id, 8)","(view_type, 107)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 16)","(row_id, 2933)","(items_row_id, 133)","(clusters_row_id, 1)","(view_type, 2)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 17)","(row_id, 2934)","(items_row_id, 133)","(clusters_row_id, 1)","(view_type, 107)","(rank, 9223370415745875567)","(cluster_rank, None)","(write_sequence_id, 412)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621108900240)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 18)","(row_id, 3119)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 116)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 19)","(row_id, 3120)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 45)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 20)","(row_id, 3121)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 49)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 21)","(row_id, 3122)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 62)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 22)","(row_id, 3123)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 96)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 23)","(row_id, 3124)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 57)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 24)","(row_id, 3125)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 109)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 25)","(row_id, 3126)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 58)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 26)","(row_id, 3127)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 117)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 27)","(row_id, 3128)","(items_row_id, 127)","(clusters_row_id, None)","(view_type, 78)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 28)","(row_id, 3129)","(items_row_id, 127)","(clusters_row_id, 1)","(view_type, 2)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 29)","(row_id, 3130)","(items_row_id, 127)","(clusters_row_id, 6)","(view_type, 2)","(rank, 9223370415737094727)","(cluster_rank, None)","(write_sequence_id, 419)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621117681080)","(messages_in_view_bitmap, 2)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 30)","(row_id, 3191)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 100)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 31)","(row_id, 3192)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 116)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 32)","(row_id, 3193)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 45)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 33)","(row_id, 3194)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 51)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 34)","(row_id, 3195)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 98)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 35)","(row_id, 3196)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 88)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 36)","(row_id, 3197)","(items_row_id, 144)","(clusters_row_id, 8)","(view_type, 62)","(rank, 9223370415721363788)","(cluster_rank, 9223370415721363788)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 37)","(row_id, 3198)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 57)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 38)","(row_id, 3199)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 109)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 39)","(row_id, 3200)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 108)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 40)","(row_id, 3201)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 58)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 41)","(row_id, 3202)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 117)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 42)","(row_id, 3203)","(items_row_id, 144)","(clusters_row_id, None)","(view_type, 59)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 43)","(row_id, 3204)","(items_row_id, 144)","(clusters_row_id, 8)","(view_type, 2)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 44)","(row_id, 3205)","(items_row_id, 144)","(clusters_row_id, 8)","(view_type, 107)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 45)","(row_id, 3206)","(items_row_id, 144)","(clusters_row_id, 1)","(view_type, 2)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 46)","(row_id, 3207)","(items_row_id, 144)","(clusters_row_id, 1)","(view_type, 107)","(rank, 9223370415721363788)","(cluster_rank, None)","(write_sequence_id, 429)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621133412019)","(messages_in_view_bitmap, 3)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_visibility)","(RL, 47)","(row_id, 3208)","(items_row_id, 145)","(clusters_row_id, None)","(view_type, 100)","(rank, 9223370415655075746)","(cluster_rank, None)","(write_sequence_id, 431)","(do_not_show_before_timestamp_ms, None)","(do_not_show_after_timestamp_ms, None)","(nested_cluster_row_id, None)","(display_timestamp_ms, 1621199700061)","(messages_in_view_bitmap, 3)"
