PID,DN,DP,TN,RL,key,type,value
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 24)","(key, /config/offlineexperiment/values/msgr_splash_sso_v2)","(type, 3)","(value, 4730)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 25)","(key, /config/image_pipeline_mc_providerprepare_bitmap_not_more_than_bytes)","(type, 3)","(value, 67108864)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 26)","(key, /config/offlineexperiment/values/msgr_sso_login_profile_pic_holdout/100065791655767)","(type, 3)","(value, 227)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 27)","(key, /config/image_pipeline_mc_providerprepare_bitmap_at_least_bytes)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 28)","(key, /config/offlineexperiment/values/m4a_aa_test)","(type, 3)","(value, 9959)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 29)","(key, /settings/data_analyticstotal_bytes_sent_foreground)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 30)","(key, /messenger/device_density_dpi)","(type, 3)","(value, 420)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 31)","(key, /unified_account_login/login_form_flow_from_account_switcher_add_account)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 32)","(key, /config/image_pipeline_mc_providerpool_max_size_percent)","(type, 6)","(value, 0.5)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 33)","(key, /messenger/fcm/token_owner)","(type, 1)","(value, )"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 34)","(key, /config/neue/logged_platform_event/app_launch)","(type, 2)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 35)","(key, /messenger/first_install_time)","(type, 4)","(value, 1618078967543)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 36)","(key, /cache_deleter/last_cache_clean_key)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 37)","(key, /config/image_pipeline_mc_providerbitmap_pool_type)","(type, 1)","(value, legacy)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 38)","(key, /shared/device_id_generate_timestamp)","(type, 4)","(value, 1618078967542)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 39)","(key, /config/image_pipeline_mc_providerprepare_bitmap_for_prefetch)","(type, 2)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 40)","(key, /config/image_pipeline_mc_providershould_register_trimmable)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 41)","(key, /config/image_pipeline_mc_provideruse_gingerbread_decoder)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 42)","(key, /msgr_access_flow_logging)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 43)","(key, /fbns_lite/fb_server_registered)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 44)","(key, /ras_blobs/3093fa4dlocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/3093fa4d)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 45)","(key, /config/sessionless_gk/version)","(type, 3)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 46)","(key, /settings/connection_manager/history/LTE)","(type, 1)","(value, EXCELLENT)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 47)","(key, /ras_blobs/321fe26clocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/321fe26c)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 48)","(key, /ras_blobs/3093fa4dmd5)","(type, 1)","(value, f36d9d57e6cb1a576d7513d5788e833f)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 49)","(key, /ras_blobs/321fe26cmd5)","(type, 1)","(value, 3e271f1b663e1d7d3eb0f2923529a8d3)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 50)","(key, /fbns/fb_server_registered)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 51)","(key, /config/sessionless_gk/last_fetch_keys_hash)","(type, 1)","(value, 3122A7B0F39F8DBC1404D072BD663CDBB2D7A19F)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 52)","(key, /ras_blobs/c92570c9md5)","(type, 1)","(value, ca8d9e7e7fcd8083c0e133e7a7627264)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 53)","(key, /ras_blobs/3873c21clocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/3873c21c)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 54)","(key, /ras_blobs/2d6d031elocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/2d6d031e)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 55)","(key, /ras_blobs/3873c21cmd5)","(type, 1)","(value, 1931d91e195cc08b0d5380d9bf8e3d22)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 56)","(key, /fb_android/liger_initial_ttfb_ms)","(type, 4)","(value, 602)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 57)","(key, /ras_blobs/2d6d031emd5)","(type, 1)","(value, 09e0848810ca62b8e6b0c22de62dcd50)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 58)","(key, /fb_android/liger_initial_bandwidth_bps)","(type, 4)","(value, 2922071)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 59)","(key, /ras_blobs/c92570c9location)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/c92570c9)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 60)","(key, /messenger/app_target_badge_unread_tincan)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 61)","(key, /messenger/app_target_badge_read_sms)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 62)","(key, /shared/sfdid_generated_timestamp)","(type, 4)","(value, 1617501537404)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 63)","(key, /messenger/app_target_badge)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 64)","(key, /messenger/app_target_badge_read_pinned)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 65)","(key, /shared/phone_id_last_sync_timestamp)","(type, 4)","(value, 1618078980948)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 66)","(key, /shared/sfdid_generator_action)","(type, 1)","(value, login_form)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 67)","(key, /messenger/app_target_badge_unread_pinned)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 68)","(key, /shared/sfdid_last_sync_timestamp)","(type, 4)","(value, 1618078980948)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 69)","(key, /shared/sfdid_generator_pkg)","(type, 1)","(value, com.facebook.katana)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 70)","(key, /messenger/app_target_badge_read_tincan)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 71)","(key, /messenger/app_target_badge_unread_sms)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 72)","(key, /shared/sfdid)","(type, 1)","(value, eeadc310-ab38-4a58-af7d-47dd2b00c0de)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 73)","(key, /config/path_provider/max_size/1221119964)","(type, 1)","(value, {""feature_name"":""call_stats"",""max_size"":1048576,""max_size_low_space_bytes"":512000,""delete_only_on_init"":true,""path"":""\/data\/user\/0\/com.facebook.orca\/app_call_stats"",""last_measured_size"":0})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 74)","(key, /settings/connection_manager/conn_tracking/0/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 75)","(key, /settings/connection_manager/conn_tracking/0/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 76)","(key, /settings/connection_manager/conn_tracking/0/2)","(type, 4)","(value, 3593526)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 77)","(key, /settings/connection_manager/conn_tracking/0/3)","(type, 4)","(value, 6473)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 78)","(key, /settings/connection_manager/conn_tracking/1/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 79)","(key, /settings/connection_manager/conn_tracking/1/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 80)","(key, /settings/connection_manager/conn_tracking/1/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 81)","(key, /settings/connection_manager/conn_tracking/1/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 82)","(key, /settings/connection_manager/conn_tracking/2/2)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 83)","(key, /settings/connection_manager/conn_tracking/2/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 84)","(key, /settings/connection_manager/conn_tracking/2/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 85)","(key, /settings/connection_manager/conn_tracking/2/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 86)","(key, /prefs/version)","(type, 3)","(value, 2)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 87)","(key, /settings/dextr/remaining_bytes)","(type, 4)","(value, 10000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 88)","(key, /growth/last_coldstart_timestamp)","(type, 4)","(value, 1618370070603)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 89)","(key, /unified_account_login/login_screen_last_seen_ts)","(type, 4)","(value, 1618370070643)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 90)","(key, /config/path_provider/stale_removal/1221119964)","(type, 1)","(value, {""stale_age_s"":2419200,""feature_name"":""call_stats"",""usage_timestamp_s"":1618370076,""stale_timestamp_s"":1620789276,""path"":""\/data\/user\/0\/com.facebook.orca\/app_call_stats""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 91)","(key, /config/path_provider/stale_removal/-220558465)","(type, 1)","(value, {""stale_age_s"":2419200,""feature_name"":""graph_cursor"",""usage_timestamp_s"":1618370076,""stale_timestamp_s"":1620789276,""path"":""\/data\/user\/0\/com.facebook.orca\/files\/graph_cursor""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 92)","(key, /fb_android/user_last_used_app_time)","(type, 4)","(value, 1618370076806)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 93)","(key, /X.5Vj/X.5WO)","(type, 4)","(value, 1618370080500)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 94)","(key, /settings/connection_manager/conn_tracking/3/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 95)","(key, /settings/connection_manager/conn_tracking/3/1)","(type, 4)","(value, 0)"
