PID,DN,DP,TN,RL,_id,category_id,version,expiry_timestamp,last_update_timestamp,key,value,data_size_bytes
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 11)","(_id, 135)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1628025210282)","(last_update_timestamp, 1620249210282)","(key, 1380668198115110912)","(value, STEJCAJqEzEzODA5NDg3ODAyNTMxODM5NzJY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 12)","(_id, 136)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1628025210283)","(last_update_timestamp, 1620249210283)","(key, 1380701480445939720)","(value, STEJCAJqEzEzODA5NDg3ODAyNTMxODM5NzJY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 13)","(_id, 137)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629043412528)","(last_update_timestamp, 1621267412528)","(key, 1382918795790979072)","(value, STEJCAJqEzEzODMwOTM4ODY4NTQ4ODk0NzJY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 14)","(_id, 138)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629043412527)","(last_update_timestamp, 1621267412527)","(key, 1356103976463155201)","(value, STEJCAJqEzEzODMwOTM4ODY4NTQ4ODk0NzFY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 15)","(_id, 139)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629043412528)","(last_update_timestamp, 1621267412528)","(key, 1383064490044923910)","(value, STEJCAJqEzEzODMwOTM4ODY4NTQ4ODk0NzBY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 16)","(_id, 150)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629043387554)","(last_update_timestamp, 1621267387554)","(key, 1394121773805834240)","(value, STAJCQgBEgIJagEwahM3ODI5MjUwMjYzMDQ4OTQxNTY3WA==)","(data_size_bytes, 34)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 17)","(_id, 151)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629043387557)","(last_update_timestamp, 1621267387557)","(key, 1394121773805834240)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 18)","(_id, 152)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629043406614)","(last_update_timestamp, 1621267406614)","(key, 1394160673437978626)","(value, STAJCAJqEzc4MjkyNTAyNjMwNDg5NDE1NTdY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 19)","(_id, 153)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629043406618)","(last_update_timestamp, 1621267406618)","(key, 1394160673437978626)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 20)","(_id, 154)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629043410270)","(last_update_timestamp, 1621267410270)","(key, 1394187960199880706)","(value, STAJCAJqEzc4MjkyNTAyNjMwNDg5NDE1NDdY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 21)","(_id, 155)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629043410273)","(last_update_timestamp, 1621267410273)","(key, 1394125639775670274)","(value, STAJCAJqEzc4MjkyNTAyNjMwNDg5NDE1MzdY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 22)","(_id, 156)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629043410278)","(last_update_timestamp, 1621267410278)","(key, 1394124433774714882)","(value, STAJCAJqEzc4MjkyNTAyNjMwNDg5NDE1MjdY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 23)","(_id, 157)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629043410279)","(last_update_timestamp, 1621267410279)","(key, 1394187960199880706)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 24)","(_id, 158)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629043410282)","(last_update_timestamp, 1621267410282)","(key, 1394125639775670274)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 25)","(_id, 159)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629043410286)","(last_update_timestamp, 1621267410286)","(key, 1394124433774714882)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 26)","(_id, 161)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629822613894)","(last_update_timestamp, 1622046613894)","(key, 1394164621687197698)","(value, STEJCAJqEzEzOTQzMjI2OTY0MDEwNTk4MzlY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 27)","(_id, 162)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629822613901)","(last_update_timestamp, 1622046613901)","(key, 1393204954945314820)","(value, STEJCAJqEzEzOTQzMjI2OTY0MDEwNTk4MzhY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 28)","(_id, 163)","(category_id, 2)","(version, 0)","(expiry_timestamp, 1629328320542)","(last_update_timestamp, 1621552320542)","(key, 1392878352831193099)","(value, STEJCAJqEzEzOTQzMjI2OTY0MDEwNTk4MzdY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 29)","(_id, 183)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629328305050)","(last_update_timestamp, 1621552305050)","(key, 1395476381782450178)","(value, STAJCQgBEgIJagEwahM3ODI3ODk1NjU1MDcyMzI1NjI5WA==)","(data_size_bytes, 34)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 30)","(_id, 184)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629328305052)","(last_update_timestamp, 1621552305052)","(key, 1395476381782450178)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 31)","(_id, 185)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629328305045)","(last_update_timestamp, 1621552305045)","(key, 1395480272720728065)","(value, STAJCAJqEzc4Mjc4OTU2NTUwNzIzMjU2MTlY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 32)","(_id, 186)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629328305051)","(last_update_timestamp, 1621552305051)","(key, 1395480272720728065)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 33)","(_id, 192)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652183229)","(last_update_timestamp, 1621876183229)","(key, 1396221766914117634)","(value, STAJCQgBEgIJagEwahM3ODI3MTUwMjY5OTQwNjU4MTczWA==)","(data_size_bytes, 34)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 34)","(_id, 193)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652183233)","(last_update_timestamp, 1621876183233)","(key, 1396221766914117634)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 35)","(_id, 200)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652205839)","(last_update_timestamp, 1621876205839)","(key, 1395725943042453514)","(value, STAJCQgBEgIJagEwahM3ODI3NjQ2MDkzODEyMzIyMjkzWA==)","(data_size_bytes, 34)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 36)","(_id, 201)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652205840)","(last_update_timestamp, 1621876205840)","(key, 1395725943042453514)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 37)","(_id, 202)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652222276)","(last_update_timestamp, 1621876222276)","(key, 1395791142147526657)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyODNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 38)","(_id, 203)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652222280)","(last_update_timestamp, 1621876222280)","(key, 1395791142147526657)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 39)","(_id, 204)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652234670)","(last_update_timestamp, 1621876234670)","(key, 1396226396289048576)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNjNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 40)","(_id, 205)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652244393)","(last_update_timestamp, 1621876244393)","(key, 1395768108917432322)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNTNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 41)","(_id, 206)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652244395)","(last_update_timestamp, 1621876244395)","(key, 1395768457082376204)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNTNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 42)","(_id, 207)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652234673)","(last_update_timestamp, 1621876234673)","(key, 1396226396289048576)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 43)","(_id, 208)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652244396)","(last_update_timestamp, 1621876244396)","(key, 1395768108917432322)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 44)","(_id, 209)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652244397)","(last_update_timestamp, 1621876244397)","(key, 1395768457082376204)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 45)","(_id, 210)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652226988)","(last_update_timestamp, 1621876226988)","(key, 1395794299451846659)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyODNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 46)","(_id, 211)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652226991)","(last_update_timestamp, 1621876226991)","(key, 1395794299451846659)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 47)","(_id, 212)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652233055)","(last_update_timestamp, 1621876233055)","(key, 1395752641964163072)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNzNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 48)","(_id, 213)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652233059)","(last_update_timestamp, 1621876233059)","(key, 1395920505430024197)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNjNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 49)","(_id, 214)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652233060)","(last_update_timestamp, 1621876233060)","(key, 1395752641964163072)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 50)","(_id, 215)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652233063)","(last_update_timestamp, 1621876233063)","(key, 1395920505430024197)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 51)","(_id, 216)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652246390)","(last_update_timestamp, 1621876246390)","(key, 1395777438475501570)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNDNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 52)","(_id, 217)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652246401)","(last_update_timestamp, 1621876246401)","(key, 1395777438475501570)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 53)","(_id, 218)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652247088)","(last_update_timestamp, 1621876247088)","(key, 1395777774481285127)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyNDNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 54)","(_id, 219)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652247091)","(last_update_timestamp, 1621876247091)","(key, 1395777774481285127)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 55)","(_id, 220)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652247640)","(last_update_timestamp, 1621876247640)","(key, 1396173056691875842)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIyMzNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 56)","(_id, 221)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652247644)","(last_update_timestamp, 1621876247644)","(key, 1396173056691875842)","(value, MQ==)","(data_size_bytes, 1)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 57)","(_id, 222)","(category_id, 5)","(version, 0)","(expiry_timestamp, 1629652249015)","(last_update_timestamp, 1621876249015)","(key, 1395851131088162820)","(value, STAJCAJqEzc4Mjc2NDYwOTM4MTIzMjIxOTNY)","(data_size_bytes, 27)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-lru_key_value.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-lru_key_value.db)","(TN, lru_key_value_table)","(RL, 58)","(_id, 223)","(category_id, 6)","(version, 0)","(expiry_timestamp, 1629652249016)","(last_update_timestamp, 1621876249016)","(key, 1395851131088162820)","(value, MQ==)","(data_size_bytes, 1)"
