PID,DN,DP,TN,RL,_id,item_type,intVal,realVal,booleanVal,textVal,blobVal,row_version,pw_status,last_updated_time
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 13)","(_id, 210)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 1)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 14)","(_id, 205)","(item_type, 4)","(intVal, None)","(realVal, None)","(booleanVal, None)","(textVal, 📌)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 15)","(_id, 375)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 16)","(_id, 31)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 1)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 17)","(_id, 153)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 18)","(_id, 433)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 19)","(_id, 323)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 20)","(_id, 252)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 21)","(_id, 301)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 22)","(_id, 328)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 23)","(_id, 435)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 24)","(_id, 211)","(item_type, 1)","(intVal, 1)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128151)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 25)","(_id, 407)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 26)","(_id, 483)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 27)","(_id, 229)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 28)","(_id, 28)","(item_type, 1)","(intVal, -9999)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 29)","(_id, 154)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 30)","(_id, 59)","(item_type, 1)","(intVal, 1262304000)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 31)","(_id, 383)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 1)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 32)","(_id, 275)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 33)","(_id, 306)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 34)","(_id, 108)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 35)","(_id, 403)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 36)","(_id, 180)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 37)","(_id, 215)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 38)","(_id, 354)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 39)","(_id, 399)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 40)","(_id, 217)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 41)","(_id, 318)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 42)","(_id, 389)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 43)","(_id, 274)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 44)","(_id, 311)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 45)","(_id, 378)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 46)","(_id, 426)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 47)","(_id, 194)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 48)","(_id, 320)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 49)","(_id, 454)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 50)","(_id, 157)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 51)","(_id, 401)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 52)","(_id, 488)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 53)","(_id, 363)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128152)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 54)","(_id, 409)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 55)","(_id, 491)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 56)","(_id, 410)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 57)","(_id, 158)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 58)","(_id, 414)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 59)","(_id, 140)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 60)","(_id, 492)","(item_type, 1)","(intVal, -9999)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 61)","(_id, 202)","(item_type, 4)","(intVal, None)","(realVal, None)","(booleanVal, None)","(textVal, 😎)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 62)","(_id, 10)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 63)","(_id, 279)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 64)","(_id, 125)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 65)","(_id, 190)","(item_type, 1)","(intVal, 0)","(realVal, None)","(booleanVal, None)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 66)","(_id, 487)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 67)","(_id, 115)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 68)","(_id, 347)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 69)","(_id, 437)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 70)","(_id, 300)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(TN, SnapchatUserProperties)","(RL, 71)","(_id, 303)","(item_type, 5)","(intVal, None)","(realVal, None)","(booleanVal, 0)","(textVal, None)","(blobVal, None)","(row_version, 0)","(pw_status, 0)","(last_updated_time, 33128153)"
