PID,DN,DP,TN,RL,_id,topic_id,topic_id_hash,name,is_following,description,is_not_interested,icon_url
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 11)","(_id, 11)","(topic_id, 847896929698668544)","(topic_id_hash, -1551831412)","(name, Chemistry)","(is_following, 0)","(description, Science)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_05.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 12)","(_id, 12)","(topic_id, 1291673117010534401)","(topic_id_hash, 1340174192)","(name, Funny Tweets)","(is_following, 0)","(description, Tweets making people laugh)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_08.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 13)","(_id, 13)","(topic_id, 1006891741532733440)","(topic_id_hash, 1215829924)","(name, Dash cryptocurrency)","(is_following, 0)","(description, Cryptocurrency)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_02.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 14)","(_id, 14)","(topic_id, 849684722695327744)","(topic_id_hash, -1835362801)","(name, R&B & soul)","(is_following, 0)","(description, None)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_11.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 15)","(_id, 15)","(topic_id, 849076613077540864)","(topic_id_hash, -297554609)","(name, Cruise Travel)","(is_following, 0)","(description, Travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_15.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 16)","(_id, 16)","(topic_id, 847899195566510080)","(topic_id_hash, 988055129)","(name, Physics)","(is_following, 0)","(description, Science)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 17)","(_id, 17)","(topic_id, 898657691010191360)","(topic_id_hash, -1134390618)","(name, Internet of things)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_16.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 18)","(_id, 18)","(topic_id, 840161214890106880)","(topic_id_hash, -1650104021)","(name, Business news)","(is_following, 0)","(description, News)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 19)","(_id, 19)","(topic_id, 847527650667094017)","(topic_id_hash, -238621360)","(name, Gaming)","(is_following, 0)","(description, All about gaming)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_17.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 20)","(_id, 20)","(topic_id, 706083902411055104)","(topic_id_hash, -2105700756)","(name, Basketball)","(is_following, 0)","(description, Sport)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_15.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 21)","(_id, 21)","(topic_id, 857878891611865089)","(topic_id_hash, -942917793)","(name, Small business)","(is_following, 0)","(description, Business & finance)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_04.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 22)","(_id, 22)","(topic_id, 1263187885970227200)","(topic_id_hash, -71987030)","(name, NFL players)","(is_following, 0)","(description, Football league players)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_09.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 23)","(_id, 23)","(topic_id, 689566306014617600)","(topic_id_hash, -1414966094)","(name, Football)","(is_following, 0)","(description, Sport)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_16.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 24)","(_id, 24)","(topic_id, 849076412346580992)","(topic_id_hash, 991092407)","(name, Business travel)","(is_following, 0)","(description, Travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_04.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 25)","(_id, 25)","(topic_id, 849077981351821312)","(topic_id_hash, -768479091)","(name, Theme parks)","(is_following, 0)","(description, Travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_14.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 26)","(_id, 26)","(topic_id, 1007354763745288193)","(topic_id_hash, -435402423)","(name, EOSIO cryptocurrency)","(is_following, 0)","(description, Cryptocurrency)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_11.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 27)","(_id, 27)","(topic_id, 1228032306784305152)","(topic_id_hash, -262370056)","(name, Interior design)","(is_following, 0)","(description, All about interior design)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_09.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 28)","(_id, 28)","(topic_id, 930484568305541120)","(topic_id_hash, 39734840)","(name, Data science)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_10.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 29)","(_id, 29)","(topic_id, 1047111740322865153)","(topic_id_hash, 1710209415)","(name, Philosophy)","(is_following, 0)","(description, All about philosophy)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 30)","(_id, 30)","(topic_id, 1263566946395582464)","(topic_id_hash, -1117475666)","(name, Travel news)","(is_following, 0)","(description, News)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_01.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 31)","(_id, 31)","(topic_id, 852226935044194304)","(topic_id_hash, -1428017375)","(name, Language learning)","(is_following, 0)","(description, Education)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_10.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 32)","(_id, 32)","(topic_id, 839159814991167489)","(topic_id_hash, -989839536)","(name, Travel)","(is_following, 0)","(description, All about travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_11.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 33)","(_id, 33)","(topic_id, 1046567715022856192)","(topic_id_hash, 907594107)","(name, Venture capital)","(is_following, 0)","(description, Business & finance)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_17.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 34)","(_id, 34)","(topic_id, 810937888334487552)","(topic_id_hash, 35116737)","(name, Rap)","(is_following, 0)","(description, Music genre)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_10.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 35)","(_id, 35)","(topic_id, 849075430715936768)","(topic_id_hash, 2027812088)","(name, Open source)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 36)","(_id, 36)","(topic_id, 1301568510271709184)","(topic_id_hash, -334710119)","(name, $TSLA)","(is_following, 0)","(description, Stocks)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_10.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 37)","(_id, 37)","(topic_id, 849076200261603328)","(topic_id_hash, -495180851)","(name, Air travel)","(is_following, 0)","(description, Travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_01.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 38)","(_id, 38)","(topic_id, 847894353708068864)","(topic_id_hash, -2140977718)","(name, Investing)","(is_following, 0)","(description, Business & finance)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_05.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 39)","(_id, 39)","(topic_id, 847896837532995585)","(topic_id_hash, 209169839)","(name, Biology)","(is_following, 0)","(description, Science)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_03.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 40)","(_id, 40)","(topic_id, 898672147031146496)","(topic_id_hash, -2034475790)","(name, Augmented reality)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_13.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 41)","(_id, 41)","(topic_id, 706083845846597632)","(topic_id_hash, 1160841041)","(name, Los Angeles Lakers)","(is_following, 0)","(description, NBA team)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_01.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 42)","(_id, 42)","(topic_id, 847901134601633792)","(topic_id_hash, -595149570)","(name, Rock climbing)","(is_following, 0)","(description, Outdoors)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_07.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 43)","(_id, 43)","(topic_id, 706083889454813185)","(topic_id_hash, 462977884)","(name, NBA)","(is_following, 0)","(description, Basketball league)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_05.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 44)","(_id, 44)","(topic_id, 1046582045349015552)","(topic_id_hash, -887911533)","(name, Archaeology)","(is_following, 0)","(description, Science)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_14.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 45)","(_id, 45)","(topic_id, 898648511855550464)","(topic_id_hash, 1794276296)","(name, Cloud platforms)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_01.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 46)","(_id, 46)","(topic_id, 1139199174212063232)","(topic_id_hash, 2011082964)","(name, Monero cryptocurrency)","(is_following, 0)","(description, Cryptocurrency)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_03.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 47)","(_id, 47)","(topic_id, 839543456678596608)","(topic_id_hash, -1114226012)","(name, Digital creators)","(is_following, 0)","(description, Entertainment)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 48)","(_id, 48)","(topic_id, 872801738394279936)","(topic_id_hash, -1906904768)","(name, SpaceX)","(is_following, 0)","(description, Space)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_03.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 49)","(_id, 49)","(topic_id, 849076824290107392)","(topic_id_hash, 97259669)","(name, National parks)","(is_following, 0)","(description, Outdoors)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_10.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 50)","(_id, 50)","(topic_id, 1103294729079349250)","(topic_id_hash, -1225611085)","(name, Nature)","(is_following, 0)","(description, All about nature)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_17.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 51)","(_id, 51)","(topic_id, 781974596148793345)","(topic_id_hash, -1123820532)","(name, Business and finance)","(is_following, 0)","(description, All about business & finance)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_05.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 52)","(_id, 52)","(topic_id, 848921866995613696)","(topic_id_hash, -1775941292)","(name, Databases)","(is_following, 0)","(description, Technology)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_14.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 53)","(_id, 53)","(topic_id, 849079604018937856)","(topic_id_hash, -442947922)","(name, Luxury travel)","(is_following, 0)","(description, Travel)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_15.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 54)","(_id, 54)","(topic_id, 1095348424499593216)","(topic_id_hash, 2114797730)","(name, Museums & institutions)","(is_following, 0)","(description, All about museums)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_07.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 55)","(_id, 55)","(topic_id, 1046578491712389125)","(topic_id_hash, 1661320929)","(name, Supernatural)","(is_following, 0)","(description, All about the supernatural)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_06.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 56)","(_id, 56)","(topic_id, 689566314835259392)","(topic_id_hash, -131265448)","(name, NFL)","(is_following, 0)","(description, Football league)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_15.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 57)","(_id, 57)","(topic_id, 1139199225101598720)","(topic_id_hash, 1661684873)","(name, NEO cryptocurrency)","(is_following, 0)","(description, Cryptocurrency)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_15.png)"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, interest_topic)","(RL, 58)","(_id, 58)","(topic_id, 857083369514876928)","(topic_id_hash, -102648837)","(name, Weather)","(is_following, 0)","(description, All about weather)","(is_not_interested, 0)","(icon_url, https://ton.twimg.com/topics/topic_icon/default_v3_01.png)"
