PID,DN,DP,TN,RL,_id,context_id,transport_name,timestamp_ms,uptime_ms,payload,code,num_attempts,payload_encoding
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 11)","(_id, 11)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625413178063)","(uptime_ms, 299405055)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQxMzE3NzA4MzQzMyUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 12)","(_id, 12)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625419426375)","(uptime_ms, 305653367)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQxOTQyNTQ0OTEyOCUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 13)","(_id, 13)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625421601877)","(uptime_ms, 307828869)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQyMTYwMTA5NjcyOCUyMDY2YTMzNzA2MTM4ZTUyIiwiY29sbGFwc2VLZXkiOiJrZXlfMiIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 14)","(_id, 14)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625426376605)","(uptime_ms, 312603597)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQyNjM3NTc1OTU4MyUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 15)","(_id, 15)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625434780801)","(uptime_ms, 321007793)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQzNDc3Nzk1NDQ1MCUyMDY2YTMzNzA2MTM4ZTUyIiwiY29sbGFwc2VLZXkiOiJrZXlfMiIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 16)","(_id, 16)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625508586808)","(uptime_ms, 135840)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTUwNjI3NDk4NzU2NCUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 17)","(_id, 17)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625508586851)","(uptime_ms, 135884)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTUwMTM2MDE1NTEwNSUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 18)","(_id, 18)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625509433044)","(uptime_ms, 982076)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTUwOTQzMzg3OTE3OCUyMDY2YTMzNzA2MTM4ZTUwIiwiY29sbGFwc2VLZXkiOiJrZXlfMCIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 19)","(_id, 19)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625572237982)","(uptime_ms, 63787015)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTU3MjIzNDIxNzk1MCUyMDY2YTMzNzA2MTM4ZTUwIiwiY29sbGFwc2VLZXkiOiJrZXlfMCIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 20)","(_id, 20)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625581269781)","(uptime_ms, 72818813)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTU4MTI2OTcyMjk4NCUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 21)","(_id, 21)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625591936560)","(uptime_ms, 83485592)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTU5MTkzNjA5NzMzMyUyMDY2YTMzNzA2MTM4ZTUwIiwiY29sbGFwc2VLZXkiOiJrZXlfMCIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
