PID,DN,DP,TN,RL,id,queryString,vehicleListingId
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 11)","(id, 36)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBW1GGXF20819397T7VWXK00120210605)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 12)","(id, 37)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1EG8B2452606HOJVKLBAP020210319)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 13)","(id, 38)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1GG3E21233931FS6X00120210228)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 14)","(id, 39)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1GG1E21265974Z7D5Q100120210618)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 15)","(id, 40)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABZ1B15KU04499181L4X0I00120210702)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 16)","(id, 41)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG2HU062228GGDY9X07D120210622)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 17)","(id, 42)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1GG1D20499074Z7D5Q100120210604)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 18)","(id, 43)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBJ46G682161937POGMMBD00120210629)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 19)","(id, 44)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABZ1B18KU016389GGDY9X07D120210701)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 20)","(id, 45)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG9JU094065MZ0Z7NFMI120210203)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 21)","(id, 46)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG4JU112312VAZYKK1DQ120210604)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 22)","(id, 47)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58AD21B12LU00807581L4X0I00120210627)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 23)","(id, 48)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG5GU01506381L4X0I00120210624)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 24)","(id, 49)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1GGXG2230590MZ0Z7NFMI120210616)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 25)","(id, 50)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBJ46G782232773BUKNEFQ00120210603)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 26)","(id, 76)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GGXE2137047IY8SZ4LJEQ20210527)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 27)","(id, 77)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU003788YHRV8V6AYH20210523)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 28)","(id, 78)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7D2022176HNQ7L5LC3J20210525)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 29)","(id, 79)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG6GU0205322GKH50V9V120210514)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 30)","(id, 80)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E2116711DANLRAE00120210502)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 31)","(id, 81)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG6F22097834WPPDOG00120210529)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 32)","(id, 82)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E21308185L86JZU00120210602)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 33)","(id, 83)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG4E2136962MZ4UNK72IR20210609)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 34)","(id, 84)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBW1GG2D2006309QIUF7ZG00120210522)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 35)","(id, 85)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8G2227882TXV46GI00120210318)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 36)","(id, 86)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E21016888K2JL7F00120210430)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 37)","(id, 87)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG3E2102110YEEXIKR0P120210514)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 38)","(id, 88)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5E2101556NQUUVUNBFK20210611)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 39)","(id, 89)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7F215488827U78Z2I7120210622)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 40)","(id, 90)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG9D2002107A41KYRKPNJ20210608)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 41)","(id, 91)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG9D2025788IG153U3FN120210401)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 42)","(id, 92)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG2HU061919FOZKSPEF6R20201201)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 43)","(id, 93)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG1D2043136TASAPSC00120210429)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 44)","(id, 94)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7F2156575J91FAIE91120210625)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 45)","(id, 95)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG3D2044739G88HHJP4O120210408)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 46)","(id, 96)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5D20760431IUYXDTTV120210610)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 47)","(id, 97)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7E2116334VWYIACGEO220210524)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 48)","(id, 98)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0D2044875VWYIACGEO220210612)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 49)","(id, 99)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7D2033632EPMAQSYJGH20210516)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 50)","(id, 100)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8D2015799CEONITIU1K20210430)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 51)","(id, 101)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU003788YHRV8V6AYH20210523)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 52)","(id, 102)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG6GU0205322GKH50V9V120210514)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 53)","(id, 103)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8G2227882TXV46GI00120210318)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 54)","(id, 104)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG2HU061919FOZKSPEF6R20201201)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 55)","(id, 105)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG2G22188717Z6FQV2B5120210428)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 56)","(id, 106)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG6G22305993RT3S9800120210414)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 57)","(id, 107)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU018713YPOSN35S7620210604)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 58)","(id, 108)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU005444OE1BWT500120210522)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 59)","(id, 109)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5G2242162VFWVFTGWLC20210501)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 60)","(id, 110)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG1G2214293QCTY9K900120210512)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 61)","(id, 111)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG2GU0087826639HMV00120210617)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 62)","(id, 112)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG1HU038552FGSPAK3E6A20210501)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, searchVehicles)","(RL, 63)","(id, 113)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GGXGU0040914IMMN8FO0120210630)"
