PID,DN,DP,TN,RL,id,name,seoName,cpoPartner,popular,makeType
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 11)","(id, 11)","(name, Honda)","(seoName, Honda)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 12)","(id, 12)","(name, Hummer)","(seoName, Hummer)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 13)","(id, 13)","(name, Hyundai)","(seoName, Hyundai)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 14)","(id, 14)","(name, Infiniti)","(seoName, Infiniti)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 15)","(id, 15)","(name, Jaguar)","(seoName, Jaguar)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 16)","(id, 16)","(name, Jeep)","(seoName, Jeep)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 17)","(id, 17)","(name, Kia)","(seoName, Kia)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 18)","(id, 18)","(name, Land Rover)","(seoName, Land-Rover)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 19)","(id, 19)","(name, Lexus)","(seoName, Lexus)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 20)","(id, 20)","(name, Lincoln)","(seoName, Lincoln)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 21)","(id, 21)","(name, Mazda)","(seoName, Mazda)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 22)","(id, 22)","(name, Mercedes-Benz)","(seoName, Mercedes-Benz)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 23)","(id, 23)","(name, Mercury)","(seoName, Mercury)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 24)","(id, 24)","(name, Mini)","(seoName, Mini)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 25)","(id, 25)","(name, Mitsubishi)","(seoName, Mitsubishi)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 26)","(id, 26)","(name, Nissan)","(seoName, Nissan)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 27)","(id, 27)","(name, Pontiac)","(seoName, Pontiac)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 28)","(id, 28)","(name, Porsche)","(seoName, Porsche)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 29)","(id, 29)","(name, Ram)","(seoName, Ram)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 30)","(id, 30)","(name, Saturn)","(seoName, Saturn)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 31)","(id, 31)","(name, Scion)","(seoName, Scion)","(cpoPartner, 1)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 32)","(id, 32)","(name, Subaru)","(seoName, Subaru)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 33)","(id, 33)","(name, Toyota)","(seoName, Toyota)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 34)","(id, 34)","(name, Volkswagen)","(seoName, Volkswagen)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 35)","(id, 35)","(name, Volvo)","(seoName, Volvo)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 36)","(id, 36)","(name, AM General)","(seoName, AM-General)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 37)","(id, 37)","(name, Alfa Romeo)","(seoName, Alfa-Romeo)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 38)","(id, 38)","(name, Aston Martin)","(seoName, Aston-Martin)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 39)","(id, 39)","(name, Bentley)","(seoName, Bentley)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 40)","(id, 40)","(name, Daewoo)","(seoName, Daewoo)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 41)","(id, 41)","(name, Datsun)","(seoName, Datsun)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 42)","(id, 42)","(name, Eagle)","(seoName, Eagle)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 43)","(id, 43)","(name, Ferrari)","(seoName, Ferrari)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 44)","(id, 44)","(name, Fiat)","(seoName, Fiat)","(cpoPartner, 1)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 45)","(id, 45)","(name, Fisker)","(seoName, Fisker)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 46)","(id, 46)","(name, Freightliner)","(seoName, Freightliner)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 47)","(id, 47)","(name, Geo)","(seoName, Geo)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 48)","(id, 48)","(name, Isuzu)","(seoName, Isuzu)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 49)","(id, 49)","(name, Lamborghini)","(seoName, Lamborghini)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 50)","(id, 50)","(name, Lotus)","(seoName, Lotus)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 51)","(id, 51)","(name, Maserati)","(seoName, Maserati)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 52)","(id, 52)","(name, Maybach)","(seoName, Maybach)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 53)","(id, 53)","(name, Mclaren)","(seoName, Mclaren)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 54)","(id, 54)","(name, Oldsmobile)","(seoName, Oldsmobile)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 55)","(id, 55)","(name, Plymouth)","(seoName, Plymouth)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 56)","(id, 56)","(name, Rolls-Royce)","(seoName, Rolls-Royce)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 57)","(id, 57)","(name, Saab)","(seoName, Saab)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 58)","(id, 58)","(name, Smart)","(seoName, Smart)","(cpoPartner, 1)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 59)","(id, 59)","(name, Suzuki)","(seoName, Suzuki)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 60)","(id, 60)","(name, Tesla)","(seoName, Tesla)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 61)","(id, 220)","(name, Shelby)","(seoName, Shelby)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 62)","(id, 221)","(name, Th!nk)","(seoName, Th-nk)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 63)","(id, 222)","(name, Pagani)","(seoName, Pagani)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 64)","(id, 223)","(name, Delorean)","(seoName, Delorean)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 65)","(id, 226)","(name, Spyker)","(seoName, Spyker)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 66)","(id, 227)","(name, Daihatsu)","(seoName, Daihatsu)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 67)","(id, 228)","(name, Panoz)","(seoName, Panoz)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 68)","(id, 229)","(name, American Motors)","(seoName, American-Motors)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 69)","(id, 231)","(name, Bugatti)","(seoName, Bugatti)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 70)","(id, 233)","(name, Sterling)","(seoName, Sterling)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 71)","(id, 234)","(name, VPG)","(seoName, VPG)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 72)","(id, 235)","(name, Avanti)","(seoName, Avanti)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 73)","(id, 236)","(name, Genesis)","(seoName, Genesis)","(cpoPartner, 0)","(popular, 1)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 74)","(id, 237)","(name, Mobility Ventures)","(seoName, Mobility-Ventures)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 75)","(id, 240)","(name, Merkur)","(seoName, Merkur)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 76)","(id, 260)","(name, Laforza)","(seoName, Laforza)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
"(PID, com.carfax.consumer)","(DN, room-ucl-db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.carfax.consumer/databases/room-ucl-db)","(TN, makes)","(RL, 77)","(id, 280)","(name, Karma)","(seoName, Karma)","(cpoPartner, 0)","(popular, 0)","(makeType, 0)"
