PID,DN,DP,TN,RL,module_id,key,value
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 15)","(module_id, 231)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 16)","(module_id, 231)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217629009_310401417440395_4313277700717155433_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=C7HlZpaJOW8AX_Vh-GR&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=cb24a303d146c3410a86daaf27c7ab37&oe=60F4B817)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 17)","(module_id, 231)","(key, release_file_hash)","(value, zDcBljCzUL6GtGl+tsJNNtA8fZHEAcIKKKvg6GDW80U=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 18)","(module_id, 231)","(key, release_full_apk_signature)","(value, AQDiMEUCIQDru1eLJkfSEoS9JkrbtDJTmK+vBeqoNonCKT8+aLR9xAIgB6GPEvKcB1KgRs+6fV+wo204nf9QOc5DWxEkhsFib0o=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 19)","(module_id, 232)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 20)","(module_id, 232)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 21)","(module_id, 232)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 22)","(module_id, 232)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/215772225_1712498935601871_8295819544407546343_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=hXoFEh0EFq0AX_2QZI1&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=bd3af633eea5a704bad59198d030212e&oe=60F77DBD)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 23)","(module_id, 232)","(key, release_file_hash)","(value, 6qz7qS7OJSVZ37VC8Qt9OltvpIMQIhNNsqLZWh9RJ6M=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 24)","(module_id, 232)","(key, release_full_apk_signature)","(value, AQDiMEUCIGhwKQ9iVx1Rs/+8wnWtiCFpiHI1+rjQXNuOQWSjeJ73AiEAiD7qIzFczQGBalGIN9Dr9mhZb5Utp189UUbTFV3dWcM=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 25)","(module_id, 233)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 26)","(module_id, 233)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 27)","(module_id, 233)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 28)","(module_id, 233)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217730797_1712498512268580_3679535159058012902_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=wrSLilZvhJ8AX-94T9R&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=e11fe9d9f744a6bd61e5a1af50d2e46c&oe=60F774B8)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 29)","(module_id, 233)","(key, release_file_hash)","(value, sEQ3HF72UpBraKfpNNjAgx+ZdmY+9PTB9ljosgoqh90=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 30)","(module_id, 233)","(key, release_full_apk_signature)","(value, AQDiMEQCIG5o8Deo4FEQuIhCjkXMIN9znf0KsUlyV8GU2SGOFOg3AiBu/eOGX1zV5MFCOzJgDDrF76WBGxg9GYRvqv8vixH7qA==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 31)","(module_id, 234)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 32)","(module_id, 234)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 33)","(module_id, 234)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 34)","(module_id, 234)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217110225_1712498282268603_3944226423209346430_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=mEi4bp_6r7YAX9kXXzV&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=774557a41577f2d4f01061caee8693cf&oe=60F8035C)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 35)","(module_id, 234)","(key, release_file_hash)","(value, LK0ivYkdodgStx4ShkC009YbFK2F5Sd7YnYxQGzesKk=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 36)","(module_id, 234)","(key, release_full_apk_signature)","(value, AQDiMEUCIAUNLajh5UKu64QXG/9zRju9Idhw/GSr/Fr3BfDDZpG8AiEA1ifo8EN3sGAS41UP9QWEjW8Ln7uj2SmRu6dqB+knyXA=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 37)","(module_id, 235)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 38)","(module_id, 235)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 39)","(module_id, 235)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 40)","(module_id, 235)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/218221931_1712495562268875_6878298083850002305_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=dBbJSzqt6AAAX_8fGIp&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=f0936087fcac2ad3922e6400b284ffb8&oe=60F6CD2C)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 41)","(module_id, 235)","(key, release_file_hash)","(value, GKViv2RV3fCV6Gb5XXhqp0PSj2GuEEhrYlrOIBop+vM=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 42)","(module_id, 235)","(key, release_full_apk_signature)","(value, AQDiMEQCIGJS5MM51QExFzAP3DGW950Rq1wwU0iFZXFlLjvmxN4gAiBDpegeTbbDDueByWLT5YHPp5PDLkMS6E6xhtD7SJIUZA==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 43)","(module_id, 236)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 44)","(module_id, 236)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 45)","(module_id, 236)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 46)","(module_id, 236)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217584074_1712495292268902_976041804380390934_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=QPly65OEq-IAX-Ks_l4&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=e313c65c342207dc9b0d4908b154a3ce&oe=60F76C8B)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 47)","(module_id, 236)","(key, release_file_hash)","(value, VYzovJlDmT1FgqyFX+JRSFGgiS0gfT23nAIgaxNQcDA=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 48)","(module_id, 236)","(key, release_full_apk_signature)","(value, AQDiMEUCIQCDZPHFIFviEkrZSZGZh11JRceyOdZs5LF9kcVido95BgIgKaCClCKPEjLxRA50njUsnhsKb9zVTObL6ZDGZSSW7sE=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 49)","(module_id, 237)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 50)","(module_id, 237)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 51)","(module_id, 237)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 52)","(module_id, 237)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217734402_1712493502269081_2943052832913748586_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=2Xy4g25Pot0AX_oH0H6&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=ab6b98bb1c737cb8f83797552ff1b9a0&oe=60F844F5)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 53)","(module_id, 237)","(key, release_file_hash)","(value, ZlZfDojCyMCrQmFo6V3o5ASHyWkYAZhnENqnvuLXfSo=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 54)","(module_id, 237)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDze1SmR0ncgYGF/FI9l8r8seZVvqCVZNkAd1O8FoQvqQIhAKp0/70dU9UiiCwgAFgXyFYFJ7zJWtRcIGzPybOLNOPz)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 55)","(module_id, 238)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 56)","(module_id, 238)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 57)","(module_id, 238)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 58)","(module_id, 238)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217873117_1712492935602471_2151683082578820495_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=QWwIzJRa4B8AX_QjAyI&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=b62c5651b2de8e0e31fd74b480e33b67&oe=60F87C96)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 59)","(module_id, 238)","(key, release_file_hash)","(value, tlyCOO4zmyE4K9bDAuQZTHHdb7/FlpH4IJj/gX52blQ=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 60)","(module_id, 238)","(key, release_full_apk_signature)","(value, AQDiMEQCIAjk/BQKxC+iQ09aKk0t3W82yBLZTBnU09v/WbFhFGg6AiB47oSSCpZ7Ju78Cj9624nRPeslBpgO+WVsvtna7GNTVw==)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 61)","(module_id, 239)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 62)","(module_id, 239)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 63)","(module_id, 239)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 64)","(module_id, 239)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/217535704_1712492825602482_302297979185207616_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=d7fWdCDU1i4AX8zlH9V&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=1f69341bbdd1c2eeac7b3b1779cd94e5&oe=60F6E186)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 65)","(module_id, 239)","(key, release_file_hash)","(value, 42z2IzOohY8EmNPwgG3yGaSlvzNAeWKrRTKpXNy036Y=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 66)","(module_id, 239)","(key, release_full_apk_signature)","(value, AQDiMEYCIQDxvcVnW65+p2iY5/utquhGKPaENBlmllVWiBR74x4uBAIhAOB2203dX5HM4THzVf1Hlokf5TPSj9/dwiztWe+4gjTh)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 67)","(module_id, 240)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 68)","(module_id, 240)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 69)","(module_id, 240)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 70)","(module_id, 240)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/218426809_1712492698935828_7223212968525729078_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=NVjHj18-bSkAX-PdKHJ&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=7212194929f069af4faa8b0c8f0962fb&oe=60F69C61)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 71)","(module_id, 240)","(key, release_file_hash)","(value, VLZSP1RAlU2ZLWsuspi/p7jKdiEh/gxStuvPeMV1mic=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 72)","(module_id, 240)","(key, release_full_apk_signature)","(value, AQDiMEUCIHAUJBm16fDuBNrfrQCvCZnB/sSeNjqLfWTSxnVxBSNuAiEAlfOCpur6QJ8eEC09DSL2eLPtspzJmt6QgHMuek+NJVw=)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 73)","(module_id, 241)","(key, multifile_download_id)","(value, 365)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 74)","(module_id, 241)","(key, download_api)","(value, 1)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 75)","(module_id, 241)","(key, download_allow_metered)","(value, false)"
"(PID, com.facebook.appmanager)","(DN, update_service)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.appmanager/databases/update_service)","(TN, package_modules_extras)","(RL, 76)","(module_id, 241)","(key, release_remote_uri)","(value, https://scontent-lga3-2.xx.fbcdn.net/v/t39.10537-6/216848692_1712492555602509_325341078156038594_n.apk?_nc_cat=1&ccb=1-3&_nc_sid=379304&_nc_ohc=c6PK_HxbvOgAX-VQLXP&_nc_ad=z-m&_nc_cid=1087&_nc_zor=4&_nc_ht=scontent-lga3-2.xx&oh=078b2faa7e7219883986da9f48ee3558&oe=60F84CFF)"
