PID,DN,DP,TN,RL,facet,version
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 25)","(facet, cql_schema_v23)","(version, -2871046394210718626)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 26)","(facet, cql_schema_v24)","(version, -6540354738982778211)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 27)","(facet, cql_schema_v25)","(version, -5596117938053157965)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 28)","(facet, cql_schema_v26)","(version, -8397596898432653830)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 29)","(facet, cql_schema_v27)","(version, 3784848020895158043)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 30)","(facet, cql_schema_v28)","(version, -5083879828409765727)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 31)","(facet, cql_schema_v29)","(version, -7394949345505042434)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 32)","(facet, cql_schema_v30)","(version, 5254031986340724008)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 33)","(facet, cql_schema_v31)","(version, -3898759325403965219)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 34)","(facet, cql_schema_v32)","(version, 4210417642021858832)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 35)","(facet, cql_schema_v33)","(version, 394940136220880684)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 36)","(facet, cql_schema_v34)","(version, 5285180256051166944)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 37)","(facet, cql_schema_v35)","(version, -1171087138905306703)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 38)","(facet, cql_schema_v36)","(version, 1728297116858143991)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 39)","(facet, cql_schema_v38)","(version, 6124005209096617594)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 40)","(facet, cql_schema_v39)","(version, -2599580134752848688)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 41)","(facet, cql_schema_v40)","(version, 4746011647489271195)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 42)","(facet, cql_schema_v42)","(version, -697821610491662859)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 43)","(facet, cql_schema_v43)","(version, 7787299755524875662)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 44)","(facet, cql_schema_v44)","(version, 2204814173355046255)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 45)","(facet, cql_schema_v45)","(version, -4661885386096911136)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 46)","(facet, cql_schema_v46)","(version, 8382016551817000378)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 47)","(facet, cql_schema_v47)","(version, -757388765448690292)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 48)","(facet, cql_schema_v48)","(version, -5745198872534797393)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 49)","(facet, cql_schema_v49)","(version, -2113012146355518182)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 50)","(facet, cql_schema_v50)","(version, -8290830247133923691)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 51)","(facet, cql_schema_v51)","(version, 4286372097398525739)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 52)","(facet, cql_schema_v58)","(version, 7947544948597883123)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 53)","(facet, drop_client_contacts)","(version, 59)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 54)","(facet, cql_schema_v59)","(version, -8585666869655389996)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 55)","(facet, cql_schema_v60)","(version, 2527358757503511849)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 56)","(facet, cql_schema_v61)","(version, -2122508016673000340)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 57)","(facet, cql_schema_v62)","(version, 3925335133351118335)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 58)","(facet, cql_schema_v63)","(version, 5395882003135513443)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 59)","(facet, cql_schema_v64)","(version, 3053890349455712137)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 60)","(facet, 1_time_drop_fw_ranking_requests)","(version, 65)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 61)","(facet, 1_time_drop_fw_ranking_scores)","(version, 65)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 62)","(facet, cql_schema_v65)","(version, 6405408925222670714)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 63)","(facet, cql_schema_v66)","(version, 5008336024127453390)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 64)","(facet, cql_schema_v67)","(version, -8749334744104705275)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 65)","(facet, cql_schema_v68)","(version, -1628334684225465971)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 66)","(facet, cql_schema_v69)","(version, 7873992572405677104)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 67)","(facet, echo_file_iterator_table_crc)","(version, -4540226604491715467)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 68)","(facet, app_alerts_group_crc)","(version, 3325592531522045186)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 69)","(facet, cat_group_crc)","(version, -4554327987924719024)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 70)","(facet, content_filter_group_crc)","(version, 690005413659169024)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 71)","(facet, dasm_debug_group_crc)","(version, 5521366757465970996)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 72)","(facet, data_trace_meta_persisted_group_crc)","(version, 8723157003557479229)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 73)","(facet, log_sampling_group_crc)","(version, -1616325564102239043)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 74)","(facet, presence_group_crc)","(version, -4691429273935970463)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 75)","(facet, ranking_group_crc)","(version, 3347356676432877322)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 76)","(facet, ranking_user_boost_history_group_crc)","(version, -5065941611527933745)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 77)","(facet, search_group_crc)","(version, -7595314105933814883)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 78)","(facet, secure_message_decrypt_journal_v2_group_crc)","(version, -5214319764300042987)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 79)","(facet, secure_message_edge_routing_info_v2_group_crc)","(version, -600816992540863674)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 80)","(facet, secure_message_encrypt_journal_individual_v2_group_crc)","(version, -3843253527902798128)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 81)","(facet, secure_message_sender_key_v2_group_crc)","(version, 5800045508362389165)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 82)","(facet, secure_message_user_devices_refresh_journal_v2_group_crc)","(version, 5948056640832969042)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 83)","(facet, settings_group_crc)","(version, 5808954412100427451)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 84)","(facet, switch_account_badge_counts_group_crc)","(version, 3672330056039670066)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 85)","(facet, __idx__threads__thread_key__client_thread_key_index_crc)","(version, 7264289561385622277)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 86)","(facet, __idx__threads__last_activity_timestamp_ms__authority_level__folder_name_index_crc)","(version, -8968095275537740877)"
"(PID, com.instagram.android)","(DN, ig_msys_database_17847227186556794)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.instagram.android/databases/ig_msys_database_17847227186556794)","(TN, instagram_upgrade_cql_schema_facets)","(RL, 87)","(facet, __idx__threads__parent_thread_key__last_activity_timestamp_ms__authority_level_index_crc)","(version, -798191655625315113)"
