PID,DN,DP,TN,RL,key,proto
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 11)","(key, www.walmart.com)","(proto, Cg93d3cud2FsbWFydC5jb20QqI/KhLCfyRcaKwoYaHR0cHM6Ly93d3cud2FsbWFydC5jb20vEAIgACkAAAAAAAAIQDABOAEaNQoiaHR0cHM6Ly9jbGlja3NlcnZlLmRhcnRzZWFyY2gubmV0LxACIAApAAAAAAAA8D8wATgBGi4KG2h0dHBzOi8vYWQuZG91YmxlY2xpY2submV0LxACIAApAAAAAAAAAEAwADgBGicKEmh0dHBzOi8vaTUud2FsLmNvLxABGAEgASkAAAAAAAAQQDAAOAEaMAodaHR0cHM6Ly9pNS53YWxtYXJ0aW1hZ2VzLmNvbS8QAiAAKQAAAAAAABJAMAA4AQ==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 12)","(key, www.amazon.com)","(proto, Cg53d3cuYW1hem9uLmNvbRDonLrCsJ/JFxoqChdodHRwczovL3d3dy5hbWF6b24uY29tLxACIAApAAAAAAAABEAwATgBGjsKKGh0dHBzOi8vaW1hZ2VzLW5hLnNzbC1pbWFnZXMtYW1hem9uLmNvbS8QAiAAKQAAAAAAAPA/MAA4ARouChtodHRwczovL20ubWVkaWEtYW1hem9uLmNvbS8QAiAAKQAAAAAAAARAMAA4AA==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 13)","(key, www.totalcardiagnostics.com)","(proto, Cht3d3cudG90YWxjYXJkaWFnbm9zdGljcy5jb20QnsaTqbGfyRcaNQokaHR0cHM6Ly93d3cudG90YWxjYXJkaWFnbm9zdGljcy5jb20vEAEpAAAAAAAA8D8wADgBGi4KHWh0dHBzOi8vZm9udHMuZ29vZ2xlYXBpcy5jb20vEAEpAAAAAAAAAEAwADgBGisKGmh0dHBzOi8vZm9udHMuZ3N0YXRpYy5jb20vEAEpAAAAAAAACEAwADgBGjIKIWh0dHBzOi8vdHJhbnNsYXRlLmdvb2dsZWFwaXMuY29tLxABKQAAAAAAABhAMAA4ARopChhodHRwczovL3d3dy55b3V0dWJlLmNvbS8QASkAAAAAAAAQQDAAOAAaMAofaHR0cHM6Ly9zdGF0aWMuZG91YmxlY2xpY2submV0LxABKQAAAAAAABRAMAA4AA==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 14)","(key, www.edmunds.com)","(proto, Cg93d3cuZWRtdW5kcy5jb20Q3+TtibWfyRcaKQoYaHR0cHM6Ly93d3cuZWRtdW5kcy5jb20vEAEpAAAAAAAA8D8wADgBGi4KHWh0dHBzOi8vYWRzZXJ2aWNlLmdvb2dsZS5jb20vEAEpAAAAAAAACEAwATgBGjgKJ2h0dHBzOi8vdmVub20tYXNzZXRzLmVkbXVuZHMtbWVkaWEuY29tLxABKQAAAAAAAABAMAA4ARo0CiNodHRwczovL3N0YXRpYy5hZHNhZmVwcm90ZWN0ZWQuY29tLxABKQAAAAAAABBAMAA4AA==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 15)","(key, www.instacart.com)","(proto, ChF3d3cuaW5zdGFjYXJ0LmNvbRClw4btq6XJFxotChpodHRwczovL3d3dy5pbnN0YWNhcnQuY29tLxADIAApq6qqqqqq+j8wADgAGjkKJmh0dHBzOi8vZDJndXVsa2V1bm43ZDguY2xvdWRmcm9udC5uZXQvEAMgAClVVVVVVVX1PzAAOAA=)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 16)","(key, partners.thepennyhoarder.com)","(proto, ChxwYXJ0bmVycy50aGVwZW5ueWhvYXJkZXIuY29tENvG4O+spckXGjYKJWh0dHBzOi8vcGFydG5lcnMudGhlcGVubnlob2FyZGVyLmNvbS8QASkAAAAAAADwPzAAOAEaLQocaHR0cHM6Ly9hamF4LmNsb3VkZmxhcmUuY29tLxABKQAAAAAAAABAMAA4AQ==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 17)","(key, woodencork.com)","(proto, Cg53b29kZW5jb3JrLmNvbRDPp4v9raXJFxoqChdodHRwczovL3dvb2RlbmNvcmsuY29tLxAFIAApmpmZmZmZEUAwADgBGikKGGh0dHBzOi8vY2RuLnBvbHlmaWxsLmlvLxABKQAAAAAAAABAMAA4ABorChhodHRwczovL2Nkbi5zaG9waWZ5LmNvbS8QBSAAKTMzMzMzMwNAMAA4ABpBCi5odHRwczovL29ic2N1cmUtZXNjYXJwbWVudC0yMjQwLmhlcm9rdWFwcC5jb20vEAUgAClmZmZmZmYGQDAAOAAaNgohaHR0cHM6Ly93d3cuZ29vZ2xldGFnbWFuYWdlci5jb20vEAEYAiACKQAAAAAAAAhAMAA4ABowCh1odHRwczovL2NkbmpzLmNsb3VkZmxhcmUuY29tLxAFIAApZmZmZmZmDkAwADgAGk0KOmh0dHBzOi8vOTk0MTgtMTM5ODc4Ny1yYWlrZmNxdWF4cW5jb2ZxZm0uc3RhY2twYXRoZG5zLmNvbS8QBSAAKZqZmZmZmRFAMAA4ABo2CiFodHRwczovL3d3dy5nb29nbGVhZHNlcnZpY2VzLmNvbS8QAhgBIAEpAAAAAAAAFkAwADgAGjAKHWh0dHBzOi8vZm9udHMuc2hvcGlmeWNkbi5jb20vEAUgACnNzMzMzMwYQDAAOAAaKQoUaHR0cHM6Ly9hcHBzb2x2ZS5pby8QARgCIAIpAAAAAAAAHEAwADgAGjYKIWh0dHBzOi8vd3d3Lmdvb2dsZS1hbmFseXRpY3MuY29tLxADGAEgASkAAAAAAAAiQDAAOAAaLQoYaHR0cHM6Ly9jZG4xLnN0YW1wZWQuaW8vEAMYAiAAKTMzMzMzMyNAMAA4ABo6CiVodHRwczovL2Q1enUyZjR4dnFhbmwuY2xvdWRmcm9udC5uZXQvEAEYAiACKQAAAAAAACRAMAA4ABoyCh1odHRwczovL2Nvbm5lY3QuZmFjZWJvb2submV0LxABGAIgAikAAAAAAAAmQDAAOAAaKgoVaHR0cHM6Ly9zLnBpbmltZy5jb20vEAEYAiACKQAAAAAAACpAMAA4ABo3CiJodHRwczovL3RwYy5nb29nbGVzeW5kaWNhdGlvbi5jb20vEAEYAiACKQAAAAAAACxAMAA4ABo7CiZodHRwczovL3BhZ2VhZDIuZ29vZ2xlc3luZGljYXRpb24uY29tLxABGAIgAikAAAAAAAAuQDAAOAAaMQocaHR0cHM6Ly9hcHAuYmFja2luc3RvY2sub3JnLxABGAIgAikAAAAAAAAxQDAAOAAaOwomaHR0cHM6Ly9kM2l0aGdsNzl1dTVzdS5jbG91ZGZyb250Lm5ldC8QARgCIAIpAAAAAAAAMkAwADgAGjcKImh0dHBzOi8vZ3RtbmlkZG9ja3MuaGVyb2t1YXBwLmNvbS8QARgCIAIpAAAAAAAAM0AwADgA)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 18)","(key, www.yellowpages.com)","(proto, ChN3d3cueWVsbG93cGFnZXMuY29tEJbZl5yvpckXGi0KHGh0dHBzOi8vd3d3LnllbGxvd3BhZ2VzLmNvbS8QASkAAAAAAADwPzAAOAEaMQogaHR0cHM6Ly9tZXRyaWNzLnllbGxvd3BhZ2VzLmNvbS8QASkAAAAAAAAQQDABOAEaLgodaHR0cHM6Ly9hZHNlcnZpY2UuZ29vZ2xlLmNvbS8QASkAAAAAAAAUQDABOAEaJgoVaHR0cHM6Ly9pMi55cGNkbi5jb20vEAEpAAAAAAAAAEAwADgBGiYKFWh0dHBzOi8vaTMueXBjZG4uY29tLxABKQAAAAAAAAhAMAA4AQ==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 19)","(key, bottlebuzz.com)","(proto, Cg5ib3R0bGVidXp6LmNvbRCrpI7zr6XJFxoqChdodHRwczovL2JvdHRsZWJ1enouY29tLxACIAApAAAAAAAA+D8wATgBGjAKHWh0dHBzOi8vZm9udHMuc2hvcGlmeWNkbi5jb20vEAIgACkAAAAAAAAUQDAAOAEaKwoYaHR0cHM6Ly9jZG4uc2hvcGlmeS5jb20vEAIgACkAAAAAAAD4PzAAOAAaMAodaHR0cHM6Ly9jZG5qcy5jbG91ZGZsYXJlLmNvbS8QAiAAKQAAAAAAAAxAMAA4ABpNCjpodHRwczovLzk5NDE4LTEzOTg3ODctcmFpa2ZjcXVheHFuY29mcWZtLnN0YWNrcGF0aGRucy5jb20vEAIgACkAAAAAAAAMQDAAOAAaKwoYaHR0cHM6Ly9jZG4xLnN0YW1wZWQuaW8vEAIgACkAAAAAAAAYQDAAOAA=)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 20)","(key, www.modernliquors.com)","(proto, ChV3d3cubW9kZXJubGlxdW9ycy5jb20Qr67hgrClyRcaLwoeaHR0cHM6Ly93d3cubW9kZXJubGlxdW9ycy5jb20vEAEpAAAAAAAAAEAwATgBGi0KHGh0dHBzOi8vY2RuMy5lZGl0bXlzaXRlLmNvbS8QASkAAAAAAADwPzAAOAEaMAofaHR0cHM6Ly9jZG4tcHJvbW90ZS53ZWVibHkuY29tLxABKQAAAAAAAAhAMAA4ARouCh1odHRwczovL2ZvbnRzLmdvb2dsZWFwaXMuY29tLxABKQAAAAAAABBAMAA4AQ==)"
"(PID, com.android.chrome)","(DN, Network Action Predictor)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Network Action Predictor)","(TN, resource_prefetch_predictor_origin)","(RL, 21)","(key, www.google.com)","(proto, Cg53d3cuZ29vZ2xlLmNvbRCkydOXsKXJFxoqChdodHRwczovL3d3dy5nb29nbGUuY29tLxANIAApAAAAAAAA8D8wADgA)"
