PID,DN,DP,TN,RL,itag,width,height,audio_channels,drm_type,is_dash,is_multi,dynamic_range_type,mime_type
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 11)","(itag, 522)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 12)","(itag, 523)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 13)","(itag, 524)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 14)","(itag, 525)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 15)","(itag, 526)","(width, 426)","(height, 240)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 16)","(itag, 527)","(width, 426)","(height, 240)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 17)","(itag, 528)","(width, 640)","(height, 360)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 18)","(itag, 529)","(width, 640)","(height, 360)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 19)","(itag, 18)","(width, 640)","(height, 360)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 20)","(itag, 530)","(width, 854)","(height, 480)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 21)","(itag, 531)","(width, 854)","(height, 480)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 22)","(itag, 532)","(width, 1280)","(height, 720)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 23)","(itag, 533)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 24)","(itag, 22)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 25)","(itag, 534)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 26)","(itag, 535)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 27)","(itag, 536)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 3)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 28)","(itag, 537)","(width, 426)","(height, 240)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 29)","(itag, 538)","(width, 426)","(height, 240)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 30)","(itag, 539)","(width, 640)","(height, 360)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 31)","(itag, 540)","(width, 640)","(height, 360)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 32)","(itag, 541)","(width, 854)","(height, 480)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 33)","(itag, 542)","(width, 854)","(height, 480)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 34)","(itag, 543)","(width, 1280)","(height, 720)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 35)","(itag, 544)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 36)","(itag, 545)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 37)","(itag, 546)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 38)","(itag, 547)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 4)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 39)","(itag, 37)","(width, 1920)","(height, 1080)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 40)","(itag, 559)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 41)","(itag, 560)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 42)","(itag, 561)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 43)","(itag, 562)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 44)","(itag, 59)","(width, 854)","(height, 480)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 45)","(itag, 61)","(width, 640)","(height, 360)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 46)","(itag, 62)","(width, 854)","(height, 480)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 47)","(itag, 63)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 48)","(itag, 64)","(width, 1920)","(height, 1080)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 49)","(itag, 577)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 50)","(itag, 578)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 51)","(itag, 579)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 52)","(itag, 580)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 53)","(itag, 581)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 54)","(itag, 582)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 55)","(itag, 583)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 56)","(itag, 584)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 57)","(itag, 585)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 58)","(itag, 586)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 59)","(itag, 587)","(width, 2560)","(height, 1440)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 60)","(itag, 588)","(width, 3840)","(height, 2160)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 61)","(itag, 589)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 62)","(itag, 78)","(width, 854)","(height, 480)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 63)","(itag, 590)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 0)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 64)","(itag, 591)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 65)","(itag, 592)","(width, 1920)","(height, 1080)","(audio_channels, 0)","(drm_type, 3)","(is_dash, 1)","(is_multi, 0)","(dynamic_range_type, 2)","(mime_type, video/webm)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 66)","(itag, 81)","(width, 640)","(height, 360)","(audio_channels, 2)","(drm_type, 1)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 67)","(itag, 86)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 68)","(itag, 88)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 69)","(itag, 89)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 0)","(is_dash, 0)","(is_multi, 0)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
"(PID, com.google.android.videos)","(DN, purchase_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.videos/databases/purchase_store.db)","(TN, video_formats)","(RL, 70)","(itag, 113)","(width, 1280)","(height, 720)","(audio_channels, 2)","(drm_type, 2)","(is_dash, 0)","(is_multi, 1)","(dynamic_range_type, 1)","(mime_type, video/mp4)"
