PID,DN,DP,TN,RL,row_id,items_row_id,sync_reasons_row_id,subscription_rank
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 24)","(row_id, 268)","(items_row_id, 169)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414555007780)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 25)","(row_id, 269)","(items_row_id, 170)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414529219112)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 26)","(row_id, 270)","(items_row_id, 171)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414454987359)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 27)","(row_id, 272)","(items_row_id, 173)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414426376590)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 28)","(row_id, 273)","(items_row_id, 174)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414424451411)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 29)","(row_id, 274)","(items_row_id, 175)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414383372750)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 30)","(row_id, 275)","(items_row_id, 176)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414360574919)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 31)","(row_id, 276)","(items_row_id, 177)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414332824615)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 32)","(row_id, 277)","(items_row_id, 178)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414268887698)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 33)","(row_id, 278)","(items_row_id, 179)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414210413194)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 34)","(row_id, 280)","(items_row_id, 181)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414190695133)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 35)","(row_id, 281)","(items_row_id, 182)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414169319077)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 36)","(row_id, 282)","(items_row_id, 183)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414159969854)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 37)","(row_id, 283)","(items_row_id, 184)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414097879451)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 38)","(row_id, 284)","(items_row_id, 185)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414072060740)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 39)","(row_id, 285)","(items_row_id, 186)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413991278591)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 40)","(row_id, 286)","(items_row_id, 187)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370414009673527)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 41)","(row_id, 287)","(items_row_id, 188)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413865076748)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 42)","(row_id, 291)","(items_row_id, 192)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413693732436)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 43)","(row_id, 294)","(items_row_id, 195)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413517389069)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 44)","(row_id, 296)","(items_row_id, 193)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413636612995)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 45)","(row_id, 297)","(items_row_id, 191)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413722935463)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 46)","(row_id, 298)","(items_row_id, 189)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413809471761)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 47)","(row_id, 330)","(items_row_id, 190)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413794797492)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 48)","(row_id, 331)","(items_row_id, 196)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413412268654)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 49)","(row_id, 333)","(items_row_id, 198)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413493223687)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 50)","(row_id, 337)","(items_row_id, 201)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413345783089)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 51)","(row_id, 341)","(items_row_id, 203)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413217832478)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 52)","(row_id, 343)","(items_row_id, 205)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413173584629)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 53)","(row_id, 376)","(items_row_id, 204)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413204675672)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 54)","(row_id, 378)","(items_row_id, 202)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413291449718)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 55)","(row_id, 379)","(items_row_id, 197)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413465157692)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 56)","(row_id, 380)","(items_row_id, 194)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413550025162)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 57)","(row_id, 381)","(items_row_id, 200)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413378109898)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 58)","(row_id, 382)","(items_row_id, 206)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413153452832)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 59)","(row_id, 385)","(items_row_id, 209)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413000116346)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 60)","(row_id, 387)","(items_row_id, 211)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412973179614)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 61)","(row_id, 389)","(items_row_id, 212)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412966698271)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 62)","(row_id, 390)","(items_row_id, 210)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370413031688787)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 63)","(row_id, 392)","(items_row_id, 213)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412945695166)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 64)","(row_id, 394)","(items_row_id, 215)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412806265518)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 65)","(row_id, 396)","(items_row_id, 217)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412743346437)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 66)","(row_id, 397)","(items_row_id, 216)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412772403332)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 67)","(row_id, 398)","(items_row_id, 214)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412859096736)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 68)","(row_id, 399)","(items_row_id, 218)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412722538043)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 69)","(row_id, 401)","(items_row_id, 220)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412651219578)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 70)","(row_id, 403)","(items_row_id, 222)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412541637564)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 71)","(row_id, 404)","(items_row_id, 219)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412687179344)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 72)","(row_id, 405)","(items_row_id, 223)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412568047155)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 73)","(row_id, 408)","(items_row_id, 226)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412477256426)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 74)","(row_id, 410)","(items_row_id, 228)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412454136006)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 75)","(row_id, 412)","(items_row_id, 230)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412396065838)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 76)","(row_id, 413)","(items_row_id, 231)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412373788134)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 77)","(row_id, 415)","(items_row_id, 233)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412301271881)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 78)","(row_id, 418)","(items_row_id, 236)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412262257979)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, item_sync_reasons)","(RL, 79)","(row_id, 419)","(items_row_id, 232)","(sync_reasons_row_id, 1)","(subscription_rank, 9223370412358124569)"
