PID,DN,DP,TN,RL,row_id,label_server_perm_id,unread_count,total_count,unseen_count
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 11)","(row_id, 30263)","(label_server_perm_id, ^io_f_iiim)","(unread_count, 329)","(total_count, 339)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 12)","(row_id, 30264)","(label_server_perm_id, ^k)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 13)","(row_id, 30265)","(label_server_perm_id, ^sq_ig_i_promo)","(unread_count, 51)","(total_count, 51)","(unseen_count, 17)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 14)","(row_id, 30266)","(label_server_perm_id, ^io_f_iim)","(unread_count, 0)","(total_count, 1)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 15)","(row_id, 30267)","(label_server_perm_id, ^smartlabel_pure_notif)","(unread_count, 60)","(total_count, 70)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 16)","(row_id, 30268)","(label_server_perm_id, ^smartlabel_finance)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 17)","(row_id, 30269)","(label_server_perm_id, ^smartlabel_promo)","(unread_count, 51)","(total_count, 51)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 18)","(row_id, 30270)","(label_server_perm_id, ^r)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 19)","(row_id, 30271)","(label_server_perm_id, ^s)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 20)","(row_id, 30272)","(label_server_perm_id, ^t)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 21)","(row_id, 30273)","(label_server_perm_id, ^io_im)","(unread_count, 0)","(total_count, 1)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 22)","(row_id, 30274)","(label_server_perm_id, ^scheduled)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 23)","(row_id, 30275)","(label_server_perm_id, ^smartlabel_social)","(unread_count, 218)","(total_count, 218)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 24)","(row_id, 30276)","(label_server_perm_id, ^all)","(unread_count, 329)","(total_count, 339)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 25)","(row_id, 30277)","(label_server_perm_id, ^assistive_travel)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 26)","(row_id, 30278)","(label_server_perm_id, ^assistive_purchase)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 27)","(row_id, 30279)","(label_server_perm_id, ^io_f_ti)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 28)","(row_id, 30280)","(label_server_perm_id, ^t_z)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 29)","(row_id, 30281)","(label_server_perm_id, ^smartlabel_travel)","(unread_count, 0)","(total_count, 0)","(unseen_count, None)"
"(PID, com.google.android.gm)","(DN, bigTopDataDB.-1285600966)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gm/databases/bigTopDataDB.-1285600966)","(TN, label_counts)","(RL, 30)","(row_id, 30282)","(label_server_perm_id, fake_outbox_label_for_label_counts)","(unread_count, None)","(total_count, 0)","(unseen_count, None)"
