Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,storyId,isSubscribed,cardType,addedTimestampMs,isNotifOptedIn,isHidden
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 18)","(_id, 1261)","(storyId, 5204207426338816)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 19)","(_id, 1262)","(storyId, 5069419474321408)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 20)","(_id, 1263)","(storyId, d7dd171f-e4e1-4f90-a8ad-781e916f3562)","(isSubscribed, 0)","(cardType, 2)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 21)","(_id, 1264)","(storyId, 6660573905027088)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 22)","(_id, 1265)","(storyId, 5067512307515392)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 23)","(_id, 1266)","(storyId, 5695077541216256)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 24)","(_id, 1267)","(storyId, 6097805749518352)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 25)","(_id, 1268)","(storyId, 4742546136498192)","(isSubscribed, 0)","(cardType, 1)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 26)","(_id, 1269)","(storyId, 20d053d2-90bf-431e-9bed-9a6d55614074)","(isSubscribed, 0)","(cardType, 2)","(addedTimestampMs, 1626288015528)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 27)","(_id, 1270)","(storyId, c51d493e-b6fe-44c2-9f71-0e3aac723dfd)","(isSubscribed, 1)","(cardType, 2)","(addedTimestampMs, 1626288016359)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 28)","(_id, 1271)","(storyId, 228)","(isSubscribed, 0)","(cardType, 9)","(addedTimestampMs, 1626288016359)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 29)","(_id, 1272)","(storyId, 874b9924832f83cc0857589fb46f90f7)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 30)","(_id, 1273)","(storyId, c7abd5929ba69f21bb56efe2a9616ff1)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 31)","(_id, 1274)","(storyId, 997c153137938c1d58c1c46fc5bc4975)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 32)","(_id, 1275)","(storyId, 2d5054cdd6508d24fd276a514a27c6bc)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 33)","(_id, 1276)","(storyId, abdc81ae94f41a5c64c6c30875ed52ae)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 34)","(_id, 1277)","(storyId, 0651ac0f04426116a6f40fd4520472e2)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 35)","(_id, 1278)","(storyId, e6011c00bab4f99b8486c2833194df41)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 36)","(_id, 1279)","(storyId, 1e8dff664ca5ef0309bdbb42e45cb7ec)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 37)","(_id, 1280)","(storyId, 0da4ceb46c68f603fa62da05e7e87676)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 38)","(_id, 1281)","(storyId, d52606abad024d7f1e4cb7d121d85ac5)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 39)","(_id, 1282)","(storyId, bc335e1dccaf5dc15c18b92159491d74)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 40)","(_id, 1283)","(storyId, e00f365d9acbd923b5dbb4aa0ca3bf19)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 41)","(_id, 1284)","(storyId, 7c08095e534ef5fa9d3d6c701e35eacf)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 42)","(_id, 1285)","(storyId, 8900be906c83d9bb47d9afe689275ca5)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 43)","(_id, 1286)","(storyId, d903b1b5a6d16059900fd673583afc24)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 44)","(_id, 1287)","(storyId, 97f552ce33294e7c7f2cc7ed5d2a0e18)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 45)","(_id, 1288)","(storyId, e1e6774302fd82ffb4afc9e29138b5f0)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 46)","(_id, 1289)","(storyId, 4b33fcdfa7b94207b45cb65b103e4f20)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 47)","(_id, 1290)","(storyId, 144fcbd737babdde291218c0ad579f29)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 48)","(_id, 1291)","(storyId, 5bef1a18b78b8758865b36a4ac2f94aa)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 49)","(_id, 1292)","(storyId, bc5dd1ec7a261b83fea6bcde90463a64)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 50)","(_id, 1293)","(storyId, 32b52e0e36aca8bb39f8dad0335976b5)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 51)","(_id, 1294)","(storyId, 93f74049a27b4cae61d017d000edca87)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 52)","(_id, 1295)","(storyId, 1da5fef73ac9b7bdb17bd6d82c70fa0c)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, StoryPreference)","(Line ID, 53)","(_id, 1296)","(storyId, 9c2a4ef94a6cac3be120023625cf0add)","(isSubscribed, 0)","(cardType, 13)","(addedTimestampMs, 1626288016875)","(isNotifOptedIn, 0)","(isHidden, 0)"
