PID,DN,DP,TN,RL,tbl,idx,stat
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 12)","(tbl, owner_emails)","(idx, None)","(stat, 6)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 13)","(tbl, owner_phones)","(idx, None)","(stat, 6)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 14)","(tbl, owner_postal_address)","(idx, None)","(stat, 6)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 15)","(tbl, properties)","(idx, None)","(stat, 10)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 16)","(tbl, gaia_id_map)","(idx, sqlite_autoindex_gaia_id_map_1)","(stat, 500 200 2 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 17)","(tbl, ac_people)","(idx, sqlite_autoindex_ac_people_1)","(stat, 500 250 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 18)","(tbl, ac_people)","(idx, ac_people_v2_id)","(stat, 500 250 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 19)","(tbl, ac_container)","(idx, ac_item_container_person_id)","(stat, 1000 2)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 20)","(tbl, ac_item)","(idx, ac_item_container)","(stat, 2000 2)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 21)","(tbl, ac_index)","(idx, ac_index_1)","(stat, 8000 2000 2 2)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 22)","(tbl, ac_index)","(idx, ac_index_item_id)","(stat, 8000 4)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 23)","(tbl, applications)","(idx, sqlite_autoindex_applications_1)","(stat, 1 1 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 24)","(tbl, application_packages)","(idx, None)","(stat, 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 25)","(tbl, facl_people)","(idx, sqlite_autoindex_facl_people_1)","(stat, 50 50 50 1)"
"(PID, com.google.android.gms)","(DN, pluscontacts.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/pluscontacts.db)","(TN, sqlite_stat1)","(RL, 26)","(tbl, temp_gaia_ordinal)","(idx, None)","(stat, 3)"
