Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,key,type,value
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 18)","(key, /config/offlineexperiment/values/msgr_login_sso_uid_holdout_v2/100065791655767)","(type, 3)","(value, 6905)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 19)","(key, /messenger/page_reply_first_time_init)","(type, 2)","(value, 1)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 20)","(key, /settings/analyticsdevice_info_oldest_known_installer)","(type, 1)","(value, com.android.vending)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 21)","(key, /messenger/nux_completed)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 22)","(key, /zero_rating2/clearable/zero_unknown_state)","(type, 2)","(value, 1)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 23)","(key, /tosacceptance/send_tos_accept)","(type, 3)","(value, 5)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 24)","(key, /config/offlineexperiment/values/msgr_splash_sso_v2)","(type, 3)","(value, 4730)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 25)","(key, /config/image_pipeline_mc_providerprepare_bitmap_not_more_than_bytes)","(type, 3)","(value, 67108864)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 26)","(key, /config/offlineexperiment/values/msgr_sso_login_profile_pic_holdout/100065791655767)","(type, 3)","(value, 227)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 27)","(key, /config/image_pipeline_mc_providerprepare_bitmap_at_least_bytes)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 28)","(key, /config/offlineexperiment/values/m4a_aa_test)","(type, 3)","(value, 9959)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 29)","(key, /settings/data_analyticstotal_bytes_sent_foreground)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 30)","(key, /messenger/device_density_dpi)","(type, 3)","(value, 420)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 31)","(key, /unified_account_login/login_form_flow_from_account_switcher_add_account)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 32)","(key, /config/image_pipeline_mc_providerpool_max_size_percent)","(type, 6)","(value, 0.5)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 33)","(key, /messenger/fcm/token_owner)","(type, 1)","(value, )"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 34)","(key, /config/neue/logged_platform_event/app_launch)","(type, 2)","(value, 1)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 35)","(key, /messenger/first_install_time)","(type, 4)","(value, 1618078967543)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 36)","(key, /cache_deleter/last_cache_clean_key)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 37)","(key, /config/image_pipeline_mc_providerbitmap_pool_type)","(type, 1)","(value, legacy)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 38)","(key, /shared/device_id_generate_timestamp)","(type, 4)","(value, 1618078967542)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 39)","(key, /config/image_pipeline_mc_providerprepare_bitmap_for_prefetch)","(type, 2)","(value, 1)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 40)","(key, /config/image_pipeline_mc_providershould_register_trimmable)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 41)","(key, /config/image_pipeline_mc_provideruse_gingerbread_decoder)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 42)","(key, /msgr_access_flow_logging)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 43)","(key, /fbns_lite/fb_server_registered)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 44)","(key, /ras_blobs/3093fa4dlocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/3093fa4d)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 45)","(key, /config/sessionless_gk/version)","(type, 3)","(value, 1)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 46)","(key, /settings/connection_manager/history/LTE)","(type, 1)","(value, EXCELLENT)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 47)","(key, /ras_blobs/321fe26clocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/321fe26c)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 48)","(key, /ras_blobs/3093fa4dmd5)","(type, 1)","(value, f36d9d57e6cb1a576d7513d5788e833f)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 49)","(key, /ras_blobs/321fe26cmd5)","(type, 1)","(value, 3e271f1b663e1d7d3eb0f2923529a8d3)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 50)","(key, /fbns/fb_server_registered)","(type, 2)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 51)","(key, /config/sessionless_gk/last_fetch_keys_hash)","(type, 1)","(value, 3122A7B0F39F8DBC1404D072BD663CDBB2D7A19F)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 52)","(key, /ras_blobs/c92570c9md5)","(type, 1)","(value, ca8d9e7e7fcd8083c0e133e7a7627264)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 53)","(key, /ras_blobs/3873c21clocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/3873c21c)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 54)","(key, /ras_blobs/2d6d031elocation)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/2d6d031e)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 55)","(key, /ras_blobs/3873c21cmd5)","(type, 1)","(value, 1931d91e195cc08b0d5380d9bf8e3d22)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 56)","(key, /fb_android/liger_initial_ttfb_ms)","(type, 4)","(value, 602)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 57)","(key, /ras_blobs/2d6d031emd5)","(type, 1)","(value, 09e0848810ca62b8e6b0c22de62dcd50)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 58)","(key, /fb_android/liger_initial_bandwidth_bps)","(type, 4)","(value, 2922071)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 59)","(key, /ras_blobs/c92570c9location)","(type, 1)","(value, /data/user/0/com.facebook.orca/app_ras_blobs/c92570c9)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 60)","(key, /messenger/app_target_badge_unread_tincan)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 61)","(key, /messenger/app_target_badge_read_sms)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 62)","(key, /shared/sfdid_generated_timestamp)","(type, 4)","(value, 1617501537404)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 63)","(key, /messenger/app_target_badge)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 64)","(key, /messenger/app_target_badge_read_pinned)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 65)","(key, /shared/phone_id_last_sync_timestamp)","(type, 4)","(value, 1618078980948)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 66)","(key, /shared/sfdid_generator_action)","(type, 1)","(value, login_form)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 67)","(key, /messenger/app_target_badge_unread_pinned)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 68)","(key, /shared/sfdid_last_sync_timestamp)","(type, 4)","(value, 1618078980948)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 69)","(key, /shared/sfdid_generator_pkg)","(type, 1)","(value, com.facebook.katana)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 70)","(key, /messenger/app_target_badge_read_tincan)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 71)","(key, /messenger/app_target_badge_unread_sms)","(type, 3)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 72)","(key, /shared/sfdid)","(type, 1)","(value, eeadc310-ab38-4a58-af7d-47dd2b00c0de)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 73)","(key, /config/path_provider/max_size/1221119964)","(type, 1)","(value, {""feature_name"":""call_stats"",""max_size"":1048576,""max_size_low_space_bytes"":512000,""delete_only_on_init"":true,""path"":""\/data\/user\/0\/com.facebook.orca\/app_call_stats"",""last_measured_size"":0})"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 74)","(key, /settings/connection_manager/conn_tracking/0/0)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 75)","(key, /settings/connection_manager/conn_tracking/0/1)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 76)","(key, /settings/connection_manager/conn_tracking/0/2)","(type, 4)","(value, 3593526)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 77)","(key, /settings/connection_manager/conn_tracking/0/3)","(type, 4)","(value, 6473)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 78)","(key, /settings/connection_manager/conn_tracking/1/0)","(type, 4)","(value, 3600000)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 79)","(key, /settings/connection_manager/conn_tracking/1/3)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 80)","(key, /settings/connection_manager/conn_tracking/1/1)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 81)","(key, /settings/connection_manager/conn_tracking/1/2)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 82)","(key, /settings/connection_manager/conn_tracking/2/2)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 83)","(key, /settings/connection_manager/conn_tracking/2/3)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 84)","(key, /settings/connection_manager/conn_tracking/2/0)","(type, 4)","(value, 3600000)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 85)","(key, /settings/connection_manager/conn_tracking/2/1)","(type, 4)","(value, 0)"
"(Package Name, com.facebook.orca)","(Original Database Name, prefs_db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(Table Name, preferences)","(Line ID, 86)","(key, /prefs/version)","(type, 3)","(value, 2)"
