PID,DN,DP,TN,RL,name,value,delta
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 35)","(name, /detect_installer/0/PROVIDER_V2)","(value, 74)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 36)","(name, /phoenix/redirect/com.facebook.system/managed_package/false/com.facebook.appmanager)","(value, 14)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 37)","(name, /phoenix/redirect/com.facebook.system/killswitch/off)","(value, 14)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 38)","(name, /phoenix/redirect/com.facebook.system/start)","(value, 27)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 39)","(name, /audit/funnel/appmanager_requests_should_install/from/9/to/10)","(value, 8)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 40)","(name, /audit/api/com.facebook.appmanager/set_package_state/attempt)","(value, 4)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 41)","(name, /audit/RegisteredMqttSystemBroadcastReceiver/android.intent.action.MY_PACKAGE_REPLACED/onReceive/wakeup)","(value, 3)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 42)","(name, /audit/FlipFlopExperiment/FlipFlopExperiment/onGateekeeperChanged/disabled)","(value, 1)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 43)","(name, /connectivitycheck/job_started)","(value, 25)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 44)","(name, /zip_compat/not_zip64)","(value, 143)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 45)","(name, /audit/api/com.facebook.appmanager/staging_storage_acquire_uri/attempt)","(value, 136)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 46)","(name, /audit/funnel/appmanager_requests_should_install/from/1/to/3)","(value, 32)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 47)","(name, /audit/zip_compat/not_zip64)","(value, 139)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 48)","(name, /audit/api/com.facebook.appmanager/staging_storage_acquire_session/attempt)","(value, 29)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 49)","(name, /audit/funnel/appmanager_requests_should_install/from/5/to/9)","(value, 32)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 50)","(name, /audit/funnel/appmanager_requests_should_install/from/13/to/14)","(value, 23)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 51)","(name, /audit/api/com.facebook.appmanager/install_v2/attempt)","(value, 29)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 52)","(name, /audit/api/com.facebook.appmanager/get_process_priority/attempt)","(value, 33)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 53)","(name, /audit/funnel/appmanager_requests_should_install/from/11/to/13)","(value, 23)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 54)","(name, /audit/funnel/appmanager_requests_should_install/from/9/to/11)","(value, 24)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 55)","(name, /audit/com.facebook.system.api.appmanager/com.facebook.appmanager/open_file/attempt)","(value, 278)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 56)","(name, /audit/funnel/appmanager_requests_should_install/from/3/to/5)","(value, 32)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 57)","(name, /graphapiresult/default/fail)","(value, 21)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 58)","(name, /http/failure)","(value, 21)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 59)","(name, /connectivitycheck/job_scheduled)","(value, 39)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 60)","(name, /audit/RegisteredMqttSystemBroadcastReceiver/android.intent.action.BOOT_COMPLETED/onReceive/wakeup)","(value, 12)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 61)","(name, /audit/PreloadedFbnsService/com.facebook.services/onCreate/wakeup)","(value, 31)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 62)","(name, /audit/PreloadedFbnsService/com.facebook.services/onBind/wakeup)","(value, 31)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 63)","(name, /audit/PreloadedFbnsService/unknown_caller/start/service/FBNS_STARTED)","(value, 15)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 64)","(name, /audit/PreloadedFbnsService/com.facebook.services/onUnbind/lifecycle_event)","(value, 31)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 65)","(name, /audit/PreloadedFbnsService/android.net.conn.CONNECTIVITY_CHANGE/start/service/FBNS_STARTED)","(value, 8)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 66)","(name, /in_process_download_manager/missing_download/empty_cursor)","(value, 146)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 67)","(name, /periodic_work/battery/execution)","(value, 73)","(delta, 0)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 68)","(name, /audit/com.facebook.services.api.audit/com.facebook.appmanager/query/attempt)","(value, 54)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 69)","(name, /audit/PreloadedFbnsService/com.facebook.services/onStartCommand/wakeup)","(value, 2262)","(delta, 79)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 70)","(name, /audit/PreloadedFbnsService/com.instagram.android/addPowerSaveTempWhitelistApp/attempt)","(value, 56)","(delta, 3)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 71)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/services_support_stack_rollout/attempt)","(value, 18)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 72)","(name, /audit/api/com.facebook.appmanager/set_preloads_system_apps_package_installer/attempt)","(value, 212)","(delta, 4)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 73)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/identity_kill_switch/attempt)","(value, 52)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 74)","(name, /audit/com.facebook.system.api.audit/com.facebook.appmanager/update/attempt)","(value, 74)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 75)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/fbns_kill_switch/attempt)","(value, 55)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 76)","(name, /audit/RegisteredMqttSystemBroadcastReceiver/android.net.conn.CONNECTIVITY_CHANGE/onReceive/wakeup)","(value, 608)","(delta, 22)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 77)","(name, /audit/com.facebook.services.api.audit/com.facebook.appmanager/update/attempt)","(value, 53)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 78)","(name, /audit/api/com.facebook.appmanager/installer_config_set/attempt)","(value, 85)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 79)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/fbns_secure_auth_key_rotation_gk/attempt)","(value, 52)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 80)","(name, /audit/RegisteredMqttSystemBroadcastReceiver/android.intent.action.PACKAGE_CHANGED/onReceive/wakeup)","(value, 2808)","(delta, 128)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 81)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/priv_api_kill_switch/attempt)","(value, 51)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 82)","(name, /periodic_work/connectivity/execution)","(value, 74)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 83)","(name, /audit/RegisteredMqttSystemBroadcastReceiver/android.intent.action.USER_PRESENT/onReceive/wakeup)","(value, 245)","(delta, 14)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 84)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/fbns_secure_auth_gk/attempt)","(value, 52)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 85)","(name, /audit/com.facebook.system.api.audit/com.facebook.appmanager/query/attempt)","(value, 74)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 86)","(name, /audit/com.facebook.services.configuration/com.facebook.appmanager/update/device_id/attempt)","(value, 50)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 87)","(name, /phoenix/redirect/com.instagram.android/start)","(value, 79)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 88)","(name, /phoenix/redirect/com.instagram.android/managed_package/false/com.facebook.appmanager)","(value, 61)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 89)","(name, /phoenix/redirect/com.instagram.android/killswitch/off)","(value, 61)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 90)","(name, /phoenix/redirect/com.facebook.orca/start)","(value, 72)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 91)","(name, /phoenix/redirect/com.facebook.orca/managed_package/false/com.facebook.appmanager)","(value, 54)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 92)","(name, /phoenix/redirect/com.facebook.katana/killswitch/off)","(value, 60)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 93)","(name, /phoenix/redirect/com.facebook.katana/managed_package/false/com.facebook.appmanager)","(value, 60)","(delta, 1)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 94)","(name, /android_download_manager/missing_download/empty_cursor)","(value, 113)","(delta, 4)"
"(PID, com.facebook.appmanager)","(DN, counters)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.facebook.appmanager/databases/counters)","(TN, counters)","(RL, 95)","(name, /phoenix/redirect/com.facebook.katana/start)","(value, 78)","(delta, 1)"
