PID,DN,DP,TN,RL,id,url,title,visit_count,typed_count,last_visit_time,hidden
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 11)","(id, 31)","(url, https://www.googleadservices.com/pagead/aclk?sa=L&ai=Can63krt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1mgkTaHR0cDovL21pbnRhaG9lLmNvbbEJYVv800y1HamACgGYCwGhC9Xvr4bDIk0hyAsC0AsRuAwBuBPsA9gTAoIUERoPd3d3LnlvdXR1YmUuY29tiBQBoBcB&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&client=ca-pub-6219811747049371&ms=CoACPMjH1denXpkW4xg0IylR9bUktMJdXymmKYTIiFXcSfp2MbkoRv7UNNZcoXbEsx1RDwLaaljMRsn4h3KRjDYSG0r7gumV45jMLqlFjFbkWaG4ObzBO5zhOb3RqAH2Z6k_Aie29aM4XfeCfHw2Mu4aGkwoZN1_9RxAYpMHUB5u-9GA7mGzq0QmAfBG02dZf-6j-r19-KWLu79myFvagOwqGGYk0Via5brXG4YygPjlOOvo9HxydF2xzfF5_T1phYQWDPC8MUjsjgfXDBnbSclb8T7XCYFnpYfnnOs9SuruWYxwPimrrtfcO95-gRn0sV9nEWOuACS1xjyUXuKzk3QeJwqAAtb13RN8_xMh9zFaPBSrhvwISwS4waCVz_YTbrneih2iPuwA-YYiKFo8EEENbA2qe1-vc_Lx-CSXnfj9_2wqEsxCl18QSgufilctPX2zPgoPU1xa7oIZmMJYqKwFfdqsyXib130gMjW10BgWCC3dffg7zofQuHVjAReKs9ezne4lurYdyRl7KyH-RH4B1OQ5DC5kFk_oqpQhVncPNjxSUGgcD0VWKTiWeZPze-m7satdEUXkPmEHwT77Az8bu_baKsFw3P5Bnj25G946yU-hvKVVzxT5GwazleQxnj-JHAwxqxkHKipwtUYeHR2wIGgP-xZbshtApCaPOfExdggxSxISEFDpuPDnFoHtWi34uF_0piI&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691&dblrd=1&uid=Cl4AZWm_UpBtRJrhtfB5FzSnqF84N0b7m7DIHXzizGSIeCEZ9BeawwVq4-jhr_DupCwyvDBqwhwMf2xD_Kga2Gsos7xm6NfA1OAII2kwu9HKKcOsKa15b68F1nbZUWDVEO_6ooMGGAIYDw&sig=AOD64_3uhbaAt35uCFNR5lqxM7DZagKwRw&adurl=http://mintahoe.com)","(title, Minneapolis Catering | Mintahoe Catering & Events)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263064467600741)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 12)","(id, 32)","(url, http://mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(title, Minneapolis Catering | Mintahoe Catering & Events)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263064467600741)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 13)","(id, 33)","(url, http://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(title, Minneapolis Catering | Mintahoe Catering & Events)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263064467600741)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 14)","(id, 34)","(url, https://www.mintahoe.com/?gclid=EAIaIQobChMI5JOa85eD8AIVB-PtCh0-jQJGEAEYASAAEgIGz_D_BwE)","(title, Minneapolis Catering | Mintahoe Catering & Events)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263064467600741)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 15)","(id, 35)","(url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(title, beavercreek commons - Google Search)","(visit_count, 7)","(typed_count, 0)","(last_visit_time, 13263945406396887)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 16)","(id, 36)","(url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#lkt=LocalPoiPhotos&trex=m_t:lcl_akp,rc_f:nav,rc_ludocids:17742529286704743048,rc_q:Beaver%2520Creek%2520Commons,ru_q:Beaver%2520Creek%2520Commons,trex_id:bo0myb)","(title, beavercreek commons - Google Search)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263945338415561)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 17)","(id, 37)","(url, https://www.google.com/search?q=beavercreek+commons&oq=beavercreek+cokm&aqs=chrome.1.69i57j0j46j0j46.10932j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=beavercreek%20commons)","(title, beavercreek commons - Google Search)","(visit_count, 2)","(typed_count, 0)","(last_visit_time, 13263945381367481)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 18)","(id, 38)","(url, https://www.google.com/search?q=nike+outlet&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tVP1zc0TE_LTclLsohXYDRgdGDw4s7LzE5VyC8tyUktAQCVAwmP&oq=nike+&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIOCC4QxwEQrwEQkQIQkwIyCgguEMcBEKMCEEMyCgguEMcBEK8BEEMyAggAMgIIADICCAAyAggAMgIIADoECAAQRzoICC4QxwEQrwE6BggAEBYQHjoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoOCC4QsQMQxwEQowIQkQJQnY4BWJfVAWC1-gFoBXABeAKAAeIBiAGZGZIBBjAuMTQuM5gBAKABAbABFMgBCMABAQ&sclient=mobile-gws-wiz-serp)","(title, nike outlet - Google Search)","(visit_count, 2)","(typed_count, 0)","(last_visit_time, 13263945368899639)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 19)","(id, 39)","(url, https://www.google.com/search?q=nike+outlet+monroe+ohio&client=ms-android-samsung-gn-rev1&ei=dS2HYKXHHdaC9PwPhrGOsAo&gs_ssp=eJzj4tZP1zcsSSk0K8iLN2C0UjWosLAwMTBNNjROgwIrgwpzM4NEY0NjQ0OTVGMTQyNjL_G8zOxUhfzSkpzUEoXc_LyifCAvIzMfAG2uF7M&oq=nike&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCCkQxwEQowIQQzIOCC4QxwEQrwEQkQIQkwIyDgguELEDEMcBEKMCEJECMgoILhDHARCvARBDMgIIADICCAAyAggAMgIIADoECAAQRzoCCCk6CAgAEOoCEI8BOgUILhCRAjoICC4QsQMQgwE6CAgAELEDEIMBOggILhDHARCjAjoLCC4QxwEQrwEQkQI6BAgAEEM6DQguELEDEMcBEKMCEEM6CwguELEDEMcBEKMCOgUIABCxAzoICC4QxwEQrwFQlilYwjdgn1BoAnABeACAAesBiAHkBpIBAzItNJgBAKABAbABFcgBCMABAQ&sclient=mobile-gws-wiz-serp)","(title, nike outlet monroe ohio - Google Search)","(visit_count, 2)","(typed_count, 0)","(last_visit_time, 13263945391444616)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 20)","(id, 40)","(url, https://www.google.com/search?q=apple+mask&oq=apple+mask&aqs=chrome..69i57j0i433i457j0l3.2513j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(title, apple mask - Google Search)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13265612788718137)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 21)","(id, 41)","(url, https://hotels.tmobiletravel.com/th/tmobile/en/?utm_medium=partner-app&utm_campaign=tr-tmo-tuesdays-tmt-app&utm_content=tr-tmo-tuesdays-tmt-app&utm_source=tmo-tmt-app)","(title, T-Mobile TRAVEL | Save on accommodations and rental cars.)","(visit_count, 2)","(typed_count, 0)","(last_visit_time, 13265866564962743)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 22)","(id, 42)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13265866560012214)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 23)","(id, 43)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 3)","(typed_count, 0)","(last_visit_time, 13265866561586183)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 24)","(id, 44)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F01%2F2021&checkOut=06%2F03%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=da6bbcd6-087d-4f2e-9a1d-ff1a97eb31a7&language=en)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13265866561952372)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 25)","(id, 45)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%2C%20SC%2C%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13265866577448996)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 26)","(id, 46)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&language=en&promotion=%5Bobject%20Object%5D)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 7)","(typed_count, 0)","(last_visit_time, 13265866775819514)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 27)","(id, 47)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach,%20SC,%20USA&latitude=33.6890603&longitude=-78.8866943&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=22f3e124-d5a7-480c-bf73-4b74a0dc8295&language=en)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 10)","(typed_count, 0)","(last_visit_time, 13265866775923035)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 28)","(id, 48)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 5)","(typed_count, 0)","(last_visit_time, 13265866774439979)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 29)","(id, 49)","(url, https://hotels.tmobiletravel.com/search?query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.6894543&longitude=-78.88151479999999&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9)","(title, T-Mobile Hotels: Hotel search result)","(visit_count, 11)","(typed_count, 0)","(last_visit_time, 13265866775389239)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 30)","(id, 50)","(url, https://hotels.tmobiletravel.com/details?id=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192)","(title, T-Mobile Hotels: Hotel details)","(visit_count, 8)","(typed_count, 0)","(last_visit_time, 13265866773651391)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 31)","(id, 51)","(url, https://hotels.tmobiletravel.com/booking/payment/45b9c2f7-5b1a-02eb-6a52-0afea10df172?hotelId=1485984&region=34790&query=Myrtle%20Beach%20Boardwalk%20and%20Promenade,%20Myrtle%20Beach,%20SC,%20USA&latitude=33.689454&longitude=-78.881515&checkIn=06%2F05%2F2021&checkOut=06%2F09%2F2021&adults=1&rooms=1&currency=USD&program=tmobile&mode=disc&searchId=705ac1fe-d78d-431f-b499-a059d2fdbeb9&dAvePrice=192&dp=1)","(title, T-Mobile Hotels: Payment)","(visit_count, 5)","(typed_count, 0)","(last_visit_time, 13265866772438836)","(hidden, 0)"
