PID,DN,DP,TN,RL,_id,storyId,feedType,discoverFeedSectionSource,rankingPosition,lastUpdateTimestampMs
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 21)","(_id, 1831)","(storyId, 16::5695077541216256#2245365391589376::1626258658000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 20)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 22)","(_id, 1832)","(storyId, 16::6097805749518352#1899019636463616::1626282030000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 21)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 23)","(_id, 1833)","(storyId, 16::4742546136498192#2112325020450816::1626127644000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 22)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 24)","(_id, 1834)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 23)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 25)","(_id, 1835)","(storyId, 16::5863546155171856#2112324499914752::1625958014000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 24)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 26)","(_id, 1836)","(storyId, 18::20d053d2-90bf-431e-9bed-9a6d55614074::1626251484654)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 25)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 27)","(_id, 1837)","(storyId, 35::874b9924832f83cc0857589fb46f90f7::1623088074446)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 0)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 28)","(_id, 1838)","(storyId, 35::c7abd5929ba69f21bb56efe2a9616ff1::1625411963222)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 1)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 29)","(_id, 1839)","(storyId, 35::997c153137938c1d58c1c46fc5bc4975::1624192264492)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 2)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 30)","(_id, 1840)","(storyId, 35::2d5054cdd6508d24fd276a514a27c6bc::1624372947614)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 3)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 31)","(_id, 1841)","(storyId, 35::abdc81ae94f41a5c64c6c30875ed52ae::1626228076157)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 4)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 32)","(_id, 1842)","(storyId, 35::0651ac0f04426116a6f40fd4520472e2::1623983823347)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 5)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 33)","(_id, 1843)","(storyId, 35::e6011c00bab4f99b8486c2833194df41::1623456380118)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 6)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 34)","(_id, 1845)","(storyId, 35::0da4ceb46c68f603fa62da05e7e87676::1624112403960)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 8)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 35)","(_id, 1846)","(storyId, 35::d52606abad024d7f1e4cb7d121d85ac5::1625790544646)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 9)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 36)","(_id, 1847)","(storyId, 35::bc335e1dccaf5dc15c18b92159491d74::1623404801493)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 10)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 37)","(_id, 1848)","(storyId, 35::e00f365d9acbd923b5dbb4aa0ca3bf19::1619821306468)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 11)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 38)","(_id, 1849)","(storyId, 35::7c08095e534ef5fa9d3d6c701e35eacf::1625611503285)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 12)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 39)","(_id, 1850)","(storyId, 35::8900be906c83d9bb47d9afe689275ca5::1624198232176)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 13)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 40)","(_id, 1851)","(storyId, 35::d903b1b5a6d16059900fd673583afc24::1626043140219)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 14)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 41)","(_id, 1852)","(storyId, 35::97f552ce33294e7c7f2cc7ed5d2a0e18::1623680922171)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 15)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 42)","(_id, 1853)","(storyId, 35::e1e6774302fd82ffb4afc9e29138b5f0::1623091768402)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 16)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 43)","(_id, 1855)","(storyId, 35::144fcbd737babdde291218c0ad579f29::1625871293835)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 18)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 44)","(_id, 1856)","(storyId, 35::5bef1a18b78b8758865b36a4ac2f94aa::1624664167629)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 19)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 45)","(_id, 1857)","(storyId, 35::bc5dd1ec7a261b83fea6bcde90463a64::1624412916218)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 20)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 46)","(_id, 1858)","(storyId, 35::32b52e0e36aca8bb39f8dad0335976b5::1623668755010)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 21)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 47)","(_id, 1859)","(storyId, 35::93f74049a27b4cae61d017d000edca87::1626006272753)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 22)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 48)","(_id, 1860)","(storyId, 35::1da5fef73ac9b7bdb17bd6d82c70fa0c::1622811574818)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 23)","(lastUpdateTimestampMs, 1626288016961)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 49)","(_id, 1861)","(storyId, 35::9c2a4ef94a6cac3be120023625cf0add::1623510984277)","(feedType, 240)","(discoverFeedSectionSource, 5)","(rankingPosition, 24)","(lastUpdateTimestampMs, 1626288016961)"
