Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,contentObjectId,networkRequestId,cacheKey,contentType,featureType,fetchBeginTimestamp,firstAccessedTimestamp,lastAccessedTimestamp,blob
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 11)","(_id, 3217)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/SjpPrTgDYMwyYjAMihDbT?bo=EhgaABoAMgF9OgEEQgYI-teA9QVIAlASYAE%3D&uc=18)","(networkRequestId, A3fRMtUHSZQCrBXsTl74Kw)","(cacheKey, 3D57C0486C5752725BF18F777144E44C)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290461)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xbc: \xbc:*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 12)","(_id, 3218)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/OLbTkS9JwjQYouTYoby7A?bo=EhgaABoAMgF9OgEEQgYI4LPP8AVIAlASYAE%3D&uc=18)","(networkRequestId, 3sO1fvLM1C5wddOeAkKvng)","(cacheKey, E52F4D38DA35A454B727BC6169847FAF)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290558)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xb6p \xb6p*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 13)","(_id, 3219)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/bJJ5f5t88rR1kwGYqU1fc?bo=EhgaABoAMgF9OgEEQgYIkM_LgAZIAlASYAE%3D&uc=18)","(networkRequestId, YxJ20Rglc4I2ZiWVnqUz3Q)","(cacheKey, EB935DB4AAC7EA7614B9218B8865078F)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290674)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x80B \x80B*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 14)","(_id, 3220)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/fct8NzzHPNckmPjHmO5RJ?bo=EhgaABoAMgF9OgEEQgYI6OT4_wVIAlASYAE%3D&uc=18)","(networkRequestId, WZQr--fSayAI48SosdIcbQ)","(cacheKey, E77875EE478E22A128FAAC8EC8BC2F6E)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290782)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x86: \x86:*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 15)","(_id, 3221)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/llWP5mU1aX4r7tr4g0fmZ?bo=EhgaABoAMgF9OgEEQgYI09DK8QVIAlASYAE%3D&uc=18)","(networkRequestId, aTUa460hu_ePNfcJfIjz7w)","(cacheKey, 264D5BF6A4E2853D29C83AA232629CC2)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290919)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xccN \xccN*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 16)","(_id, 3222)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/UwEaZSUc028mpVFiL6pJn?bo=EhgaABoAMgF9OgEEQgYI2IPd_gVIAlASYAE%3D&uc=18)","(networkRequestId, kaOa62aVEL0JBd73wVNJoQ)","(cacheKey, CED75C5D064C84C19B14F118ED6BCF3F)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291003)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xceB \xceB*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 17)","(_id, 3223)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/YlZzRIJ9mTpTLKaqmAj3N?bo=EhgaABoAMgF9OgEEQgYI9_OA_AVIAlASYAE%3D&uc=18)","(networkRequestId, 8Z4YgqMBvyKzH9p1nhG9iQ)","(cacheKey, E4B6D1EAF65B2D48A9E3BDE0409554B9)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291143)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xd8e \xd8e*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 18)","(_id, 3224)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/08bTi4pHClHdejfrb6S3k?bo=EhgaABoAMgF9OgEEQgYIuofQ8AVIAlASYAE%3D&uc=18)","(networkRequestId, X_5GLWEOPo0udMXpMJS4TA)","(cacheKey, 2D9D6B59351DD3974D32D5D88DE06FA2)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291268)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xaaC \xaaC*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 19)","(_id, 3225)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/Sat4I2MTGRtEOQFPYiM9T?bo=EhgaABoAMgF9OgEEQgYI0sLW9AVIAlASYAE%3D&uc=18)","(networkRequestId, EKFthKulG5_lEreguEKv6g)","(cacheKey, 3631A5EE5F213330B6F472D48D817DCF)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291442)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x92Y \x92Y*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 20)","(_id, 3226)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/VCheuVAV7hqslzyzfKfwW?bo=EhgaABoAMgF9OgEEQgYI-Zyn8QVIAlASYAE%3D&uc=18)","(networkRequestId, yXOaBilrfBWXC1va5G8Z-w)","(cacheKey, 23F2C8C2E040E9C0F2D92C8218342CC3)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291544)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x9cM \x9cM*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 21)","(_id, 3227)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/BaWxYnO6m2ggaSeEiJVmo?bo=EhgaABoAMgF9OgEEQgYI1vCg9QVIAlASYAE%3D&uc=18)","(networkRequestId, S6CstVVzSrF5QTt5H7bBlQ)","(cacheKey, FF29A0E05494DD41FF3A2F09E2FFF04B)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291643)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xca5 \xca5*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 22)","(_id, 3228)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/c8EVlWkw6MM1CZDDZZ9zY?bo=EhgaABoAMgF9OgEEQgYIz9ze-gVIAlASYAE%3D&uc=18)","(networkRequestId, KUKobI2W-uGuOkklIdCubg)","(cacheKey, 0C65849DD3A2B7E094FD46233965A96A)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291778)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xba> \xba>*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 23)","(_id, 3229)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/qPbVyGHBbtXd5oEDlRIWi?bo=EhgaABoAMgF9OgEEQgYI656e9wVIAlASYAE%3D&uc=18)","(networkRequestId, n9jmMhT6nrptoOdjSNi4kA)","(cacheKey, CC39941352CB2E661CB91C3B547870FB)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718291901)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xdav \xdav*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 24)","(_id, 3230)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/uDSZ35c9eodTEzSrbfs8g?bo=EhgaABoAMgF9OgEEQgYI5qCC-wVIAlASYAE%3D&uc=18)","(networkRequestId, UW-xgGAQTAruaGgfuftjfQ)","(cacheKey, D24C735A2A403F4BB446C12DD8AD01BC)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718292008)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xc2D \xc2D*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 25)","(_id, 3231)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/MEwyVqgDXgnv6EK218Lcw?bo=EhgaABoAMgF9OgEEQgYIr9HV8AVIAlASYAE%3D&uc=18)","(networkRequestId, 2CqLp2_GzxPJW3Fs2IR-FQ)","(cacheKey, 71ED6E91AA757FD5E25CE72427676879)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718292116)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xc0< \xc0<*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 26)","(_id, 3232)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/M7HIUx9zGZDTxwRGLgrIr?bo=EhgaABoAMgF9OgEEQgYIrurpgAZIAlASYAE%3D&uc=18)","(networkRequestId, ILZuDgpo-XoyD9NofgwMpg)","(cacheKey, 56C8A35EEE63F940123951AB53F80053)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718292345)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x8eL \x8eL*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 27)","(_id, 3233)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/jyUTWqmDg3DUQjSZbSojk?bo=EhgaABoAMgF9OgEEQgYIypmg_AVIAlASYAE%3D&uc=18)","(networkRequestId, TfR4e_9qTFrqzpq0dlxNzA)","(cacheKey, 4DA5714C5553FC542C0DC9467FED01AF)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718292434)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xccH \xccH*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=BACKGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209840459, utcMillis=1625718291426))H\x00')"
