Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,key,type,booleanValue,intValue,longValue,floatValue,doubleValue,stringValue,needSync,version
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 12)","(_id, 44)","(key, SAVED_SNAPS~RENDER)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 13)","(_id, 45)","(key, SAVED_SNAPS~PROMPT_SHOW_CONTINUE)","(type, 2)","(booleanValue, 0.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 14)","(_id, 47)","(key, BLIZZARD~COMPRESS_UPLOADS_IN_BLIZZARD)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 15)","(_id, 53)","(key, BLIZZARD~V2_RECENTLY_WENT_TO_BACKGROUND_TIMEOUT)","(type, 2)",,,"(longValue, 3000.0)",,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 16)","(_id, 57)","(key, AB_PLATFORM~MDP_ANDROID_API_GW_CLIENT_REROUTE)","(type, 2)",,,,,,"(stringValue, 39)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 17)","(_id, 63)","(key, AB_PLATFORM~BLOOPS_ONE_FRAME_THUMBNAILS_CHAT_ANDROID)","(type, 2)",,,,,,"(stringValue, 109)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 18)","(_id, 64)","(key, SNAPADS~SNAP_ADS_RETRO_MAX_NETWORK_RETRIES)","(type, 2)",,"(intValue, 2.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 19)","(_id, 65)","(key, SNAPADS~SPOTLIGHT_CTA_PILL_BUTTON_COLOR_ANIMATION_DELAY_MILLIS)","(type, 2)",,,"(longValue, 3600000.0)",,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 20)","(_id, 71)","(key, AB_PLATFORM~ENABLE_FOREGROUND_SERVICE_FOR_ALL_MESSAGES)","(type, 2)",,,,,,"(stringValue, 57)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 21)","(_id, 72)","(key, SNAPADS~EXPAND_SHOWS_UNSKIPPABLE_PROGRESS_BAR)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 22)","(_id, 75)","(key, LENSES~LIVE_CAMERA_INTERACTIVE_SNAP_ENABLED)","(type, 2)","(booleanValue, 0.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 23)","(_id, 77)","(key, BLOOPS~BLOOPS_CACHE_FRIEND_DATA)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 24)","(_id, 78)","(key, LOGIN_SIGNUP~REGISTRATION_REMOVE_VOICE)","(type, 2)","(booleanValue, 0.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 25)","(_id, 79)","(key, PREMIUM~ENABLE_HAPPENING_NOW_WITH_HOROSCOPE)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 26)","(_id, 85)","(key, SNAP_PRO~PROFILE_SELF_SERVE_CTA)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 27)","(_id, 90)","(key, DISCOVER_FEED~PREMIUM_BADGE_PREFETCH_STRATEGY_HN)","(type, 2)",,,,,,"(stringValue, ON_BADGE_RESPONSE)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 28)","(_id, 92)","(key, LENSES~LENSCORE_ARCORE_DEPTH_MODE.use_always_enabled_mode)","(type, 2)",,,,,,"(stringValue, true)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 29)","(_id, 95)","(key, AB_PLATFORM~CAMERA_ME_FINGER_DOWN_CAPTURE_STUDY)","(type, 2)",,,,,,"(stringValue, 493)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 30)","(_id, 96)","(key, SAVED_SNAPS~IN_CHAT)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 31)","(_id, 97)","(key, NETWORK~LARGE_MEDIA_CONCURRENCY_CONTROL_CONFIG)","(type, 2)",,,,,,"(stringValue, CAQQAyICCAYiAggFIgIIBCICCAMiAggCIgIIASIAIgIIByoCCAEqAhACKgQIAxACKgQIBBADKgIIBTICCAE=)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 32)","(_id, 101)","(key, SNAPADS~IS_NOT_IN_DISCOVER_ADS_HOLDOUT)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 33)","(_id, 104)","(key, LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.texReaderSyncFailReturns)","(type, 2)",,,,,,"(stringValue, false)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 34)","(_id, 105)","(key, LENSES~LENSCORE_AND_ANDROID_THREAD_PRIORITIES.lenscore_packed_priorities)","(type, 2)",,,,,,"(stringValue, -1)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 35)","(_id, 107)","(key, STICKERS~MDP_STICKERS_BOLT_ONBOARDING)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 36)","(_id, 108)","(key, MEMORIES~MEMORIES_ANDROID_CAROUSEL_VIEWED_STORIES_LAST)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 37)","(_id, 112)","(key, MESSAGING~SUGGESTED_LENSES_IN_CHAT_ENABLED)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 38)","(_id, 114)","(key, CORE~ENABLE_MEMORY_PER_PAGE_LOGGING)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 39)","(_id, 117)","(key, SNAPADS~CONTENT_INTERSTITIAL_AB_MIN_STORIES_FROM_SESSION_START)","(type, 2)",,"(intValue, 1.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 40)","(_id, 120)","(key, BLOOPS~BLOOPS_IN_DISCOVER_ENABLED_EXPERIMENT)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 41)","(_id, 124)","(key, SAVED_SNAPS~PROMPT_HIDE_CANCEL)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 42)","(_id, 125)","(key, BLIZZARD~V2_SET_FOREGROUND_STATE_ON_MAIN_THREAD)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 43)","(_id, 129)","(key, LENSES~SUGGESTED_LENSES_IN_CHAT_FIRST_WORDS_TO_SEARCH_COUNT)","(type, 2)",,"(intValue, 8.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 44)","(_id, 130)","(key, SNAPADS~SPOTLIGHT_CONTENT_INTERSTITIAL_AB_MIN_DURATION_BETWEEN_ADS_SECONDS)","(type, 2)",,"(intValue, 60.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 45)","(_id, 133)","(key, AB_PLATFORM~PU_PROFILE_STORIES_SNAP_VIEW_TYPE)","(type, 2)",,,,,,"(stringValue, 90)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 46)","(_id, 137)","(key, AB_PLATFORM~MDP_MUSHROOM_BG_PREFETCH_FRIEND_STORY)","(type, 2)",,,,,,"(stringValue, 471)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 47)","(_id, 138)","(key, UNLOCKABLES~UNLOCKABLES_GATING_ENABLED)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 48)","(_id, 139)","(key, DISCOVER_FEED~ENABLE_PREMIUM_BADGE_HN)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 49)","(_id, 140)","(key, AB_PLATFORM~BLOOPS_CACHING_SECOND_TARGET_IN_CHAT_ANDROID)","(type, 2)",,,,,,"(stringValue, 12)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 50)","(_id, 141)","(key, SNAPADS~SNAP_ADS_RETRO_ENABLE_GRAPHENE_FLUSH)","(type, 2)","(booleanValue, 0.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 51)","(_id, 144)","(key, CONTEXT_CARDS~REPLY_BAR_TREATMENT)","(type, 2)",,"(intValue, 2.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 52)","(_id, 146)","(key, ARROYO~FEED_SEND_STATE_PRIORITY)","(type, 2)",,,,,,"(stringValue, new_content_beats_all_outbound_sends)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 53)","(_id, 147)","(key, NETWORK~NATIVE_RANKER_MAX_LENS_DOWNLOAD_BELOW_400KBPS)","(type, 2)",,"(intValue, 1.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 54)","(_id, 152)","(key, LENSES~SUGGESTED_LENSES_IN_CHAT_ENABLED)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 55)","(_id, 153)","(key, BLIZZARD~V2_REQUEST_TIMEOUT_SECONDS)","(type, 2)",,,"(longValue, 150.0)",,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 56)","(_id, 154)","(key, BLOOPS~BLOOPS_IN_SEARCH_ENABLED_EXPERIMENT)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 57)","(_id, 157)","(key, AB_PLATFORM~DF_NEWS_ANDROID)","(type, 2)",,,,,,"(stringValue, 759)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 58)","(_id, 162)","(key, LENSES~LENSCORE_TEXTURE_ANDROID_EXPS_08_07_20.syncWithFinish)","(type, 2)",,,,,,"(stringValue, false)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 59)","(_id, 164)","(key, AB_PLATFORM~SNAP_ADS_MUSHROOM_ENABLE_COMMERCIAL_WHITELIST)","(type, 2)",,,,,,"(stringValue, 42)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 60)","(_id, 166)","(key, BLIZZARD~V2_FRAMES_ENABLED)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 61)","(_id, 167)","(key, BLIZZARD~GKE_PROD_URL)","(type, 2)",,,,,,"(stringValue, https://app-analytics-v2.snapchat.com)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 62)","(_id, 175)","(key, AB_PLATFORM~ANDROID_REGISTRATION_REMOVE_VOICE_US_CA)","(type, 2)",,,,,,"(stringValue, 16)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 63)","(_id, 176)","(key, LENSES~USER_GENERATED_V2_ASSET_COMPRESSION_TYPE)","(type, 2)",,,,,,"(stringValue, LNS)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 64)","(_id, 177)","(key, BLIZZARD~V2_CONFIG_OVERRIDE)","(type, 2)",,,,,,"(stringValue, {""blacklistedEvents"":[],""logQueueDefinitions"":[{""name"":""q0"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":1,""uploadInterval"":5000},{""name"":""q1"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":8,""uploadInterval"":25000},{""name"":""q12"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":8,""uploadInterval"":25000},{""name"":""q2"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":10,""uploadInterval"":30000},{""name"":""q3"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":75,""uploadInterval"":1800000},{""name"":""shadow"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""initialProcessingDelay"":10000,""maxInMemoryBufferInterval"":5000,""eventSaveBatchSize"":100,""burstDebounceInterval"":1000,""uploadBatchMax"":10,""uploadInterval"":30000},{""name"":""gce_best_effort"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz2"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz2""},""uploadBatchMax"":300,""uploadInterval"":1800000},{""name"":""tte"",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz3"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz3""},""uploadBatchMax"":5,""uploadInterval"":5000},{""name"":"""",""collectorUrls"":{""PROD"":""https://app-analytics-v2.snapchat.com/analytics/bz"",""STAGING"":""https://app-analytics-dev.snapchat.com/analytics/bz""},""uploadBatchMax"":10,""uploadInterval"":300000}],""qosToLogQueueNameMap"":{""TIER0"":[""q0""],""BUSINESS_CRITICAL"":[""q12""],""BUSINESS"":[""q12""],""BEST_EFFORT"":[""q3""],""OPS"":[""q3""]},""minPerUserSamplingRate"":0,""version"":""bzdv2.ab.v63.main""})",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 65)","(_id, 185)","(key, SNAPADS~SNAP_ADS_RETRO_ENABLE_RETRY)","(type, 2)","(booleanValue, 1.0)",,,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 66)","(_id, 187)","(key, STORIES~PROFILE_STORIES_SECTION_SNAP_VIEW_TYPE)","(type, 2)",,,,,,"(stringValue, CAROUSEL)",,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 67)","(_id, 192)","(key, DISCOVER_FEED~PREMIUM_BADGE_DELAY_HN)","(type, 2)",,"(intValue, 2.0)",,,,,,
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, Preferences)","(Line ID, 68)","(_id, 193)","(key, ARROYO~USE_EXPIRED_MESSAGES_QUERY)","(type, 2)","(booleanValue, 0.0)",,,,,,,
