Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,rule_id,config_id,priority,config_result,namespace
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 14)","(_id, 15)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APPLICATION_LOW_MEMORY_WARNING_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n.APPLICATION_LOW_MEMORY_WARNING_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xfe\xa7\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 15)","(_id, 16)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_BAD_FRAME_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n\x1dAPP_BAD_FRAME_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xb5\xc8\t')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 16)","(_id, 17)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_BATTERY_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n#APP_BATTERY_METRICS_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\x80\xa8\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 17)","(_id, 18)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_BATTERY_PAGE_VIEW_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n-APP_BATTERY_PAGE_VIEW_METRICS_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\x81\xa8\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 18)","(_id, 19)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_EXCEPTION_REPORT_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n$APP_EXCEPTION_REPORT_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xeb\x98\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 19)","(_id, 20)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_GHOST_TO_DISCOVER_FEED_LATENCY_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n2APP_GHOST_TO_DISCOVER_FEED_LATENCY_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xd8\xa9\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 20)","(_id, 21)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_LOCATION_UPDATE_REQUEST_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n3APP_LOCATION_UPDATE_REQUEST_METRICS_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xd9\xa9\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 21)","(_id, 22)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_SESSION_SUMMARY_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n#APP_SESSION_SUMMARY_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\x83\x9a\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 22)","(_id, 23)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_STARTUP_FEED_READY_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n&APP_STARTUP_FEED_READY_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\x89\xa7\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 23)","(_id, 24)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, APP_STATE_FOREGROUND_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n$APP_STATE_FOREGROUND_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xda\xa9\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 24)","(_id, 25)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARBIZ_LENS_CAROUSEL_HEIGHT)","(priority, -1)","(config_result, b'\n\x1aARBIZ_LENS_CAROUSEL_HEIGHT\x12\x10*\x0edefaultControl\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018\x04`\xa8\xc6\r')","(namespace, 4)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 25)","(_id, 26)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARKIT_SKELETON3D_CONFIG)","(priority, -1)","(config_result, b'\n\x17ARKIT_SKELETON3D_CONFIG\x12\xb9\x01*\xb6\x01{""url"": ""https://lens-storage.storage.googleapis.com/asset/zip/9434f0c3-d3cb-40b7-98f1-357fc3bb0f93"",\n ""checksum"": ""A87C539DDD4A4DB495035E0CD8E672236249FF4517ECB1B1EC58BFBB7439534A""}\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x01`\xf4\xce\x03')","(namespace, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 26)","(_id, 27)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARROYO_DUPLEX_INJECT_IOS_COF)","(priority, -1)","(config_result, b'\n\x1cARROYO_DUPLEX_INJECT_IOS_COF\x12\x02 \x00\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018\x10`\xa0\xae\x0c')","(namespace, 16)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 27)","(_id, 28)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARROYO_FEED_COMPARISON_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n&ARROYO_FEED_COMPARISON_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x00\x00\x00\x00\x00\x00\xf0?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\x8a\xa7\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 28)","(_id, 30)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARROYO_NOTIFICATION_SYNC_CONVERSATION_TIMEOUT_MILLIS)","(priority, -1)","(config_result, b'\n4ARROYO_NOTIFICATION_SYNC_CONVERSATION_TIMEOUT_MILLIS\x12\x04\x10\xa0\xf76\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x01`\x99\x92\x03')","(namespace, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 29)","(_id, 31)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, ARROYO_PROD_STREAMING_SERVICE_ENDPOINT)","(priority, -1)","(config_result, b'\n&ARROYO_PROD_STREAMING_SERVICE_ENDPOINT\x12\x1d*\x1baws.duplex.snapchat.com:443\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x01`\xf6\x93\x02')","(namespace, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 30)","(_id, 34)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, BACKGROUND_PREFETCH_CANCELED_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n,BACKGROUND_PREFETCH_CANCELED_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xdb\xa9\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 31)","(_id, 35)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, BACKGROUND_PREFETCH_FINISHED_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n,BACKGROUND_PREFETCH_FINISHED_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xdc\xa9\x03')","(namespace, 59)"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, ConfigRule)","(Line ID, 32)","(_id, 36)","(rule_id, b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00')","(config_id, BACKGROUND_PREFETCH_PROCESSED_SAMPLING_POLICY)","(priority, -1)","(config_result, b'\n-BACKGROUND_PREFETCH_PROCESSED_SAMPLING_POLICY\x12\x162\x14\x12\x12\t\x9a\x99\x99\x99\x99\x99\xb9?\x11\x00\x00\x00\x00\x00\x00\xf0?\x1a\x00 \x90\x1c*\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000\xff\xff\xff\xff\xff\xff\xff\xff\xff\x018;`\xdd\xa9\x03')","(namespace, 59)"
